日期,方案ID,推广单元ID,展现量,点击量,消费额,上方位展现量,上方首位展现量,上方位点击量,上方位消费额,CTR,上方位展现占比,首位展现占比,上方位点击占比,上方位消费占比,异常标记
2025-05-18,495403620,8878077181,720,465,346.11,553,519,396,288.2,0.6458,0.7681,0.7208,0.8516,0.8327,
2025-05-18,495403620,9628223555,14030,173,308.96,1567,479,84,177.04,0.0123,0.1117,0.0341,0.4855,0.573,
2025-05-18,495817671,9630806627,37538,748,1265.58,5774,1860,424,945.04,0.0199,0.1538,0.0495,0.5668,0.7467,
2025-05-18,500635396,9657930100,6241,198,478.14,1963,456,110,346.72,0.0317,0.3145,0.0731,0.5556,0.7251,
2025-05-18,500635396,9700005700,115,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-05-18,500635396,9773660250,742,12,21.98,152,26,12,21.98,0.0162,0.2049,0.035,1.0,1.0,
2025-05-18,525368335,9811363528,20596,264,368.82,1125,575,77,153.98,0.0128,0.0546,0.0279,0.2917,0.4175,
2025-05-19,495403620,8878077181,813,515,412.36,650,615,440,342.36,0.6335,0.7995,0.7565,0.8544,0.8302,
2025-05-19,495403620,9628223555,11181,121,226.83,891,267,69,145.16,0.0108,0.0797,0.0239,0.5702,0.64,
2025-05-19,495817671,9630806627,29349,535,940.14,3741,1424,280,634.03,0.0182,0.1275,0.0485,0.5234,0.6744,
2025-05-19,500635396,9657930100,17923,510,1685.98,9509,1482,469,1635.47,0.0285,0.5305,0.0827,0.9196,0.97,
2025-05-19,500635396,9700005700,118,2,1.74,1,1,0,0.0,0.0169,0.0085,0.0085,0.0,0.0,
2025-05-19,500635396,9773660250,767,17,47.17,414,25,17,47.17,0.0222,0.5398,0.0326,1.0,1.0,
2025-05-19,525368335,9811363528,19044,306,508.93,1255,673,92,200.98,0.0161,0.0659,0.0353,0.3007,0.3949,
2025-05-20,495403620,8878077181,3169,1768,1408.74,2111,2050,1606,1230.73,0.5579,0.6661,0.6469,0.9084,0.8736,
2025-05-20,495403620,9628223555,16520,208,366.89,1817,403,142,264.91,0.0126,0.11,0.0244,0.6827,0.722,
2025-05-20,495817671,9630806627,31455,378,690.91,3573,898,238,479.31,0.012,0.1136,0.0285,0.6296,0.6937,
2025-05-20,500635396,9657930100,39001,1261,3076.2,12065,2606,828,2435.11,0.0323,0.3094,0.0668,0.6566,0.7916,
2025-05-20,500635396,9700005700,98,1,2.42,1,0,0,0.0,0.0102,0.0102,0.0,0.0,0.0,
2025-05-20,500635396,9773660250,586,5,12.99,205,14,3,10.07,0.0085,0.3498,0.0239,0.6,0.7752,
2025-05-20,525368335,9811363528,36586,761,1333.35,3569,1273,220,468.07,0.0208,0.0976,0.0348,0.2891,0.351,
2025-05-21,63563817,1841014603,1229,19,46.36,694,630,12,35.2,0.0155,0.5647,0.5126,0.6316,0.7593,
2025-05-21,63563817,2526158329,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-05-21,63563817,2874903000,28,3,2.29,4,1,0,0.0,0.1071,0.1429,0.0357,0.0,0.0,
2025-05-21,63563817,4190988309,551,12,24.49,65,23,3,9.35,0.0218,0.118,0.0417,0.25,0.3818,
2025-05-21,495403620,8878077181,2849,1617,1232.58,1977,1903,1482,1081.82,0.5676,0.6939,0.668,0.9165,0.8777,
2025-05-21,495403620,9628223555,12087,214,447.17,2039,463,152,329.65,0.0177,0.1687,0.0383,0.7103,0.7372,
2025-05-21,495817671,9630806627,30050,457,880.39,4755,1257,298,655.72,0.0152,0.1582,0.0418,0.6521,0.7448,
2025-05-21,500635396,9657930100,49029,1265,2507.55,17241,1849,895,1949.93,0.0258,0.3516,0.0377,0.7075,0.7776,
2025-05-21,525368335,9811363528,33515,463,745.85,2861,1209,232,438.28,0.0138,0.0854,0.0361,0.5011,0.5876,
2025-05-22,63563817,1841014603,848,15,41.82,439,324,7,23.24,0.0177,0.5177,0.3821,0.4667,0.5557,
2025-05-22,63563817,2526158329,6,1,6.21,6,3,1,6.21,0.1667,1.0,0.5,1.0,1.0,
2025-05-22,63563817,2874903000,180,1,4.74,35,12,1,4.74,0.0056,0.1944,0.0667,1.0,1.0,
2025-05-22,63563817,4190988309,1642,26,88.92,358,91,21,76.4,0.0158,0.218,0.0554,0.8077,0.8592,
2025-05-22,495403620,8878077181,2937,1645,1307.7,2011,1925,1480,1124.54,0.5601,0.6847,0.6554,0.8997,0.8599,
2025-05-22,495403620,9628223555,8678,149,244.96,1289,179,103,176.49,0.0172,0.1485,0.0206,0.6913,0.7205,
2025-05-22,495817671,9630806627,38013,400,611.29,2988,853,239,412.72,0.0105,0.0786,0.0224,0.5975,0.6752,
2025-05-22,500635396,9657930100,39449,1343,2034.86,7498,1647,654,1080.77,0.034,0.1901,0.0418,0.487,0.5311,
2025-05-22,525368335,9811363528,40057,605,950.93,3419,1198,290,522.86,0.0151,0.0854,0.0299,0.4793,0.5498,
2025-05-23,495403620,8878077181,2962,1759,1385.22,2018,1935,1609,1215.65,0.5939,0.6813,0.6533,0.9147,0.8776,
2025-05-23,495403620,9628223555,8370,143,173.01,1138,164,97,120.69,0.0171,0.136,0.0196,0.6783,0.6976,
2025-05-23,495817671,9630806627,41520,296,335.03,1841,576,155,209.36,0.0071,0.0443,0.0139,0.5236,0.6249,
2025-05-23,500635396,9657930100,22337,639,760.37,3669,1296,454,585.54,0.0286,0.1643,0.058,0.7105,0.7701,
2025-05-23,525368335,9811363528,31549,503,626.88,2581,1165,328,445.91,0.0159,0.0818,0.0369,0.6521,0.7113,
2025-05-24,495403620,8878077181,2824,1473,1063.66,1844,1812,1331,932.43,0.5216,0.653,0.6416,0.9036,0.8766,
2025-05-24,495403620,9628223555,6987,116,141.97,954,168,84,104.45,0.0166,0.1365,0.024,0.7241,0.7357,
2025-05-24,495817671,9630806627,21839,221,254.75,1712,484,127,167.52,0.0101,0.0784,0.0222,0.5747,0.6576,
2025-05-24,500635396,9657930100,38760,1087,1143.89,5119,1570,580,740.89,0.028,0.1321,0.0405,0.5336,0.6477,
2025-05-24,525368335,9811363528,30962,509,506.08,2115,680,168,210.88,0.0164,0.0683,0.022,0.3301,0.4167,
2025-05-25,495403620,8878077181,1183,584,449.31,785,760,527,391.27,0.4937,0.6636,0.6424,0.9024,0.8708,
2025-05-25,495403620,9628223555,5129,83,94.04,571,89,49,60.05,0.0162,0.1113,0.0174,0.5904,0.6386,
2025-05-25,495817671,9630806627,12171,108,114.92,710,206,57,73.15,0.0089,0.0583,0.0169,0.5278,0.6365,
2025-05-25,500635396,9657930100,12847,439,537.49,2756,776,285,378.5,0.0342,0.2145,0.0604,0.6492,0.7042,
2025-05-25,525368335,9811363528,23570,289,325.64,1800,569,108,144.07,0.0123,0.0764,0.0241,0.3737,0.4424,
2025-05-26,495403620,8878077181,911,552,451.17,651,604,491,384.86,0.6059,0.7146,0.663,0.8895,0.853,
2025-05-26,495403620,9628223555,5267,77,94.55,620,135,46,57.35,0.0146,0.1177,0.0256,0.5974,0.6066,
2025-05-26,495817671,9630806627,13471,124,138.14,763,245,65,85.0,0.0092,0.0566,0.0182,0.5242,0.6153,
2025-05-26,500635396,9657930100,16532,549,601.45,2744,795,272,363.97,0.0332,0.166,0.0481,0.4954,0.6052,
2025-05-26,525368335,9811363528,22178,406,423.99,1852,623,126,163.63,0.0183,0.0835,0.0281,0.3103,0.3859,
2025-05-27,495403620,8878077181,3373,1741,1382.45,2177,2103,1585,1203.55,0.5162,0.6454,0.6235,0.9104,0.8706,
2025-05-27,495403620,9628223555,10353,178,241.67,1748,339,135,189.37,0.0172,0.1688,0.0327,0.7584,0.7836,
2025-05-27,495817671,9630806627,43537,341,458.45,2654,826,224,361.07,0.0078,0.061,0.019,0.6569,0.7876,
2025-05-27,500635396,9657930100,26834,1016,1256.69,6310,1504,592,820.8,0.0379,0.2351,0.056,0.5827,0.6531,
2025-05-27,525368335,9811363528,28370,430,493.66,2697,851,180,238.21,0.0152,0.0951,0.03,0.4186,0.4825,
2025-05-28,495403620,8878077181,3167,1641,1234.87,2012,1891,1515,1112.01,0.5182,0.6353,0.5971,0.9232,0.9005,
2025-05-28,495403620,9628223555,11595,225,349.37,1825,402,144,235.62,0.0194,0.1574,0.0347,0.64,0.6744,
2025-05-28,495817671,9630806627,40687,203,240.5,1398,327,102,150.06,0.005,0.0344,0.008,0.5025,0.624,
2025-05-28,500635396,9657930100,26066,1155,1440.61,7316,1621,604,867.32,0.0443,0.2807,0.0622,0.5229,0.6021,
2025-05-28,525368335,9811363528,27358,485,544.42,2041,708,175,237.3,0.0177,0.0746,0.0259,0.3608,0.4359,
2025-05-29,495403620,8878077181,3183,1752,1369.5,2120,2020,1604,1219.64,0.5504,0.666,0.6346,0.9155,0.8906,
2025-05-29,495403620,9628223555,12382,240,400.19,2074,426,175,298.03,0.0194,0.1675,0.0344,0.7292,0.7447,
2025-05-29,495817671,9630806627,36365,228,334.44,1652,463,134,241.6,0.0063,0.0454,0.0127,0.5877,0.7224,
2025-05-29,500635396,9657930100,31866,919,1330.17,9113,1449,631,996.45,0.0288,0.286,0.0455,0.6866,0.7491,
2025-05-29,525368335,9811363528,26543,408,524.74,1840,740,193,277.67,0.0154,0.0693,0.0279,0.473,0.5292,
2025-05-30,495403620,8878077181,2787,1438,1144.86,1844,1763,1316,1019.43,0.516,0.6616,0.6326,0.9152,0.8904,
2025-05-30,495403620,9628223555,12479,216,400.24,2580,465,175,332.42,0.0173,0.2067,0.0373,0.8102,0.8306,
2025-05-30,495817671,9630806627,46143,354,621.34,3366,1049,254,522.61,0.0077,0.0729,0.0227,0.7175,0.8411,
2025-05-30,500635396,9657930100,11569,531,805.15,5741,913,364,596.98,0.0459,0.4962,0.0789,0.6855,0.7415,
2025-05-30,525368335,9811363528,33328,464,691.05,2723,1003,230,376.81,0.0139,0.0817,0.0301,0.4957,0.5453,
2025-05-31,495403620,9628223555,5445,92,126.98,817,210,48,79.5,0.0169,0.15,0.0386,0.5217,0.6261,
2025-05-31,495817671,9630806627,6268,158,254.44,816,316,73,128.55,0.0252,0.1302,0.0504,0.462,0.5052,
2025-05-31,500635396,9657930100,12062,436,1480.47,6464,907,330,1368.79,0.0361,0.5359,0.0752,0.7569,0.9246,
2025-06-01,495403620,9628223555,5597,87,128.01,723,195,52,90.82,0.0155,0.1292,0.0348,0.5977,0.7095,
2025-06-01,495817671,9630806627,5887,159,269.59,887,428,93,165.98,0.027,0.1507,0.0727,0.5849,0.6157,
2025-06-01,500635396,9657930100,10922,356,1214.69,5484,710,287,1174.41,0.0326,0.5021,0.065,0.8062,0.9668,
2025-06-02,495403620,9628223555,7248,86,125.4,652,137,40,71.41,0.0119,0.09,0.0189,0.4651,0.5695,
2025-06-02,495817671,9630806627,6081,157,268.35,856,369,90,160.75,0.0258,0.1408,0.0607,0.5732,0.599,
2025-06-02,500635396,9657930100,12292,375,1260.39,6198,834,294,1184.65,0.0305,0.5042,0.0678,0.784,0.9399,
2025-06-03,495403620,8878077181,1084,577,463.49,712,695,535,418.79,0.5323,0.6568,0.6411,0.9272,0.9036,
2025-06-03,495403620,9628223555,3903,69,107.18,796,150,47,77.91,0.0177,0.2039,0.0384,0.6812,0.7269,
2025-06-03,495817671,9630806627,18634,94,150.43,614,195,54,102.89,0.005,0.033,0.0105,0.5745,0.684,
2025-06-03,500635396,9657930100,42359,1178,2090.28,12830,2331,978,1944.48,0.0278,0.3029,0.055,0.8302,0.9302,
2025-06-03,525368335,9811363528,14566,151,209.17,1059,465,78,124.52,0.0104,0.0727,0.0319,0.5166,0.5953,
2025-06-04,500635396,9657930100,37063,1862,5797.0,21736,4798,1707,5660.53,0.0502,0.5865,0.1295,0.9168,0.9765,
2025-06-05,500635396,9657930100,63453,1925,5747.82,27984,3925,1575,5409.59,0.0303,0.441,0.0619,0.8182,0.9412,
2025-06-06,500635396,9657930100,47112,1746,6251.33,26300,4892,1476,6122.08,0.0371,0.5582,0.1038,0.8454,0.9793,
2025-06-07,495403620,9628223555,3308,54,85.75,347,85,39,67.26,0.0163,0.1049,0.0257,0.7222,0.7844,
2025-06-07,495817671,9630806627,4394,102,160.46,419,198,63,105.91,0.0232,0.0954,0.0451,0.6176,0.66,
2025-06-07,500635396,9657930100,40380,1126,3767.86,19210,1983,904,3610.62,0.0279,0.4757,0.0491,0.8028,0.9583,
2025-06-08,495403620,8878077181,2887,1456,1215.76,1782,1723,1362,1109.61,0.5043,0.6172,0.5968,0.9354,0.9127,
2025-06-08,495403620,9628223555,6676,130,189.22,1283,177,99,151.2,0.0195,0.1922,0.0265,0.7615,0.7991,
2025-06-08,495817671,9630806627,36230,147,180.15,883,315,80,132.86,0.0041,0.0244,0.0087,0.5442,0.7375,
2025-06-08,500635396,9657930100,10702,466,667.99,3584,1048,362,552.36,0.0435,0.3349,0.0979,0.7768,0.8269,
2025-06-08,525368335,9811363528,30528,540,753.98,2551,1053,248,396.48,0.0177,0.0836,0.0345,0.4593,0.5258,
2025-06-09,495403620,8878077181,940,472,435.5,592,563,416,375.58,0.5021,0.6298,0.5989,0.8814,0.8624,
2025-06-09,495403620,9628223555,4707,77,116.36,663,111,50,79.43,0.0164,0.1409,0.0236,0.6494,0.6826,
2025-06-09,495817671,9630806627,14430,94,117.42,486,160,46,74.52,0.0065,0.0337,0.0111,0.4894,0.6346,
2025-06-09,500635396,9657930100,4876,285,427.79,1651,625,230,360.78,0.0584,0.3386,0.1282,0.807,0.8434,
2025-06-09,525368335,9811363528,23397,403,575.42,2195,900,185,307.26,0.0172,0.0938,0.0385,0.4591,0.534,
2025-06-10,495403620,8878077181,946,483,427.86,586,542,437,383.75,0.5106,0.6195,0.5729,0.9048,0.8969,
2025-06-10,495403620,9628223555,5060,93,134.58,765,148,64,100.05,0.0184,0.1512,0.0292,0.6882,0.7434,
2025-06-10,495817671,9630806627,17291,88,104.4,545,214,43,68.38,0.0051,0.0315,0.0124,0.4886,0.655,
2025-06-10,500635396,9657930100,5788,289,447.43,1758,593,238,377.98,0.0499,0.3037,0.1025,0.8235,0.8448,
2025-06-10,525368335,9811363528,27077,461,668.08,2442,1142,213,362.14,0.017,0.0902,0.0422,0.462,0.5421,
2025-06-11,495403620,9628223555,12968,250,383.86,2207,456,173,288.54,0.0193,0.1702,0.0352,0.692,0.7517,
2025-06-11,495817671,9630806627,25071,332,543.65,2218,774,219,392.13,0.0132,0.0885,0.0309,0.6596,0.7213,
2025-06-11,500635396,9657930100,37230,1461,4968.43,20675,3325,1316,4859.75,0.0392,0.5553,0.0893,0.9008,0.9781,
2025-06-12,495403620,9628223555,9513,188,294.69,2200,371,164,271.24,0.0198,0.2313,0.039,0.8723,0.9204,
2025-06-12,495817671,9630806627,20432,158,273.52,2204,590,133,242.87,0.0077,0.1079,0.0289,0.8418,0.8879,
2025-06-12,500635396,9657930100,34686,1106,2965.13,18055,2260,1090,2951.06,0.0319,0.5205,0.0652,0.9855,0.9953,
2025-06-13,495403620,9628223555,9393,186,300.15,2653,397,172,285.29,0.0198,0.2824,0.0423,0.9247,0.9505,
2025-06-13,495817671,9630806627,41881,423,629.88,3134,1377,371,591.36,0.0101,0.0748,0.0329,0.8771,0.9388,
2025-06-13,500635396,9657930100,11834,574,1161.25,7274,1386,572,1160.07,0.0485,0.6147,0.1171,0.9965,0.999,
2025-06-13,500635396,9700005700,17,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-06-13,500635396,9773660250,101,2,3.48,24,2,1,1.52,0.0198,0.2376,0.0198,0.5,0.4368,
2025-06-13,525368335,9811363528,2127,6,5.56,37,16,3,3.81,0.0028,0.0174,0.0075,0.5,0.6853,
2025-06-14,495403620,9628223555,8024,186,311.77,2439,446,173,295.37,0.0232,0.304,0.0556,0.9301,0.9474,
2025-06-14,495817671,9630806627,45205,561,819.37,3698,1692,496,778.02,0.0124,0.0818,0.0374,0.8841,0.9495,
2025-06-14,500635396,9657930100,8413,427,728.1,6251,1179,426,727.95,0.0508,0.743,0.1401,0.9977,0.9998,
2025-06-14,500635396,9700005700,201,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-06-14,500635396,9773660250,1400,17,30.19,217,28,16,28.57,0.0121,0.155,0.02,0.9412,0.9463,
2025-06-14,525368335,9811363528,20108,30,29.7,318,158,23,24.78,0.0015,0.0158,0.0079,0.7667,0.8343,
2025-06-15,495403620,9628223555,6461,110,188.22,1247,320,102,178.93,0.017,0.193,0.0495,0.9273,0.9506,
2025-06-15,495817671,9630806627,22733,248,378.39,1731,910,219,353.45,0.0109,0.0761,0.04,0.8831,0.9341,
2025-06-15,500635396,9657930100,3167,193,329.76,2146,603,193,329.76,0.0609,0.6776,0.1904,1.0,1.0,
2025-06-15,500635396,9700005700,134,0,0.0,1,1,0,0.0,0.0,0.0075,0.0075,,,
2025-06-15,500635396,9773660250,853,11,17.8,233,38,11,17.8,0.0129,0.2732,0.0445,1.0,1.0,
2025-06-15,525368335,9811363528,14957,36,33.44,221,123,18,20.8,0.0024,0.0148,0.0082,0.5,0.622,
2025-06-16,495403620,9628223555,8882,88,147.58,1282,328,82,141.41,0.0099,0.1443,0.0369,0.9318,0.9582,
2025-06-16,495817671,9630806627,26106,262,411.03,1966,1057,223,378.4,0.01,0.0753,0.0405,0.8511,0.9206,
2025-06-16,500635396,9657930100,3554,158,268.91,2626,405,156,266.93,0.0445,0.7389,0.114,0.9873,0.9926,
2025-06-16,500635396,9700005700,106,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-06-16,500635396,9773660250,864,16,29.38,215,35,16,29.38,0.0185,0.2488,0.0405,1.0,1.0,
2025-06-16,525368335,9811363528,14872,18,17.69,232,113,8,10.86,0.0012,0.0156,0.0076,0.4444,0.6139,
2025-06-17,495403620,9628223555,9201,249,410.93,2697,578,226,384.51,0.0271,0.2931,0.0628,0.9076,0.9357,
2025-06-17,495817671,9630806627,46955,520,821.25,3697,1573,451,763.57,0.0111,0.0787,0.0335,0.8673,0.9298,
2025-06-17,500635396,9657930100,18826,788,1534.38,13873,1740,783,1530.74,0.0419,0.7369,0.0924,0.9937,0.9976,
2025-06-17,500635396,9700005700,216,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-06-17,500635396,9773660250,2744,30,48.59,434,41,29,48.33,0.0109,0.1582,0.0149,0.9667,0.9946,
2025-06-17,525368335,9811363528,17499,43,42.8,402,199,24,29.75,0.0025,0.023,0.0114,0.5581,0.6951,
2025-06-18,495403620,9628223555,8966,197,328.61,2615,447,184,313.22,0.022,0.2917,0.0499,0.934,0.9532,
2025-06-18,495817671,9630806627,40044,319,481.9,2771,1018,249,422.92,0.008,0.0692,0.0254,0.7806,0.8776,
2025-06-18,500635396,9657930100,24014,1099,2395.26,18406,2667,1097,2394.49,0.0458,0.7665,0.1111,0.9982,0.9997,
2025-06-18,500635396,9700005700,99,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-06-18,500635396,9773660250,1473,11,19.46,322,13,11,19.46,0.0075,0.2186,0.0088,1.0,1.0,
2025-06-18,525368335,9811363528,16065,50,50.88,430,234,35,39.0,0.0031,0.0268,0.0146,0.7,0.7665,
2025-06-19,495403620,9628223555,7610,168,248.08,2081,318,148,227.74,0.0221,0.2735,0.0418,0.881,0.918,
2025-06-19,495817671,9630806627,49718,352,537.87,2916,1087,279,482.88,0.0071,0.0587,0.0219,0.7926,0.8978,
2025-06-19,500635396,9657930100,13807,766,1452.18,10110,2042,763,1450.01,0.0555,0.7322,0.1479,0.9961,0.9985,
2025-06-19,525368335,9811363528,3202,11,12.11,101,49,9,10.65,0.0034,0.0315,0.0153,0.8182,0.8794,
2025-06-20,495403620,9628223555,5507,130,197.71,1342,219,119,188.08,0.0236,0.2437,0.0398,0.9154,0.9513,
2025-06-20,495817671,9630806627,26740,166,264.46,1840,539,130,231.97,0.0062,0.0688,0.0202,0.7831,0.8771,
2025-06-20,500635396,9657930100,38098,1302,3234.98,24120,3978,1284,3212.16,0.0342,0.6331,0.1044,0.9862,0.9929,
2025-06-21,495403620,9628223555,4790,122,180.61,1228,194,113,173.84,0.0255,0.2564,0.0405,0.9262,0.9625,
2025-06-21,495817671,9630806627,22337,152,232.57,1435,516,123,212.0,0.0068,0.0642,0.0231,0.8092,0.9116,
2025-06-21,500635396,9657930100,37154,1260,3282.66,20984,3818,1238,3260.27,0.0339,0.5648,0.1028,0.9825,0.9932,
2025-06-22,495403620,9628223555,3926,87,147.23,976,263,82,143.19,0.0222,0.2486,0.067,0.9425,0.9726,
2025-06-22,495817671,9630806627,19482,200,312.71,1524,786,169,293.05,0.0103,0.0782,0.0403,0.845,0.9371,
2025-06-22,500635396,9657930100,4666,200,341.91,2271,853,197,340.03,0.0429,0.4867,0.1828,0.985,0.9945,
2025-06-23,495403620,9628223555,4051,63,103.31,1063,233,59,98.52,0.0156,0.2624,0.0575,0.9365,0.9536,
2025-06-23,495817671,9630806627,19106,205,322.09,1454,799,174,306.12,0.0107,0.0761,0.0418,0.8488,0.9504,
2025-06-23,500635396,9657930100,4374,179,305.59,2061,819,173,301.07,0.0409,0.4712,0.1872,0.9665,0.9852,
2025-06-24,495403620,9628223555,4966,144,202.41,1393,228,129,183.27,0.029,0.2805,0.0459,0.8958,0.9054,
2025-06-24,495817671,9630806627,36646,225,310.6,2547,760,158,264.0,0.0061,0.0695,0.0207,0.7022,0.85,
2025-06-24,500635396,9657930100,35208,1300,2782.18,16703,4148,1280,2767.14,0.0369,0.4744,0.1178,0.9846,0.9946,
2025-06-25,495403620,9628223555,1609,51,46.53,394,50,50,46.06,0.0317,0.2449,0.0311,0.9804,0.9899,
2025-06-25,495817671,9630806627,14483,81,102.69,1032,166,51,83.78,0.0056,0.0713,0.0115,0.6296,0.8159,
2025-06-25,500635396,9657930100,41465,892,1052.64,9037,2735,844,1032.64,0.0215,0.2179,0.066,0.9462,0.981,
2025-06-26,500635396,9657930100,54791,967,984.11,8745,2794,903,954.53,0.0176,0.1596,0.051,0.9338,0.9699,
2025-06-27,500635396,9657930100,52928,1010,1174.87,12038,2812,931,1141.75,0.0191,0.2274,0.0531,0.9218,0.9718,
2025-06-28,500635396,9657930100,47117,932,1110.67,11372,2628,852,1075.2,0.0198,0.2414,0.0558,0.9142,0.9681,
2025-06-29,500635396,9657930100,6439,149,174.93,1716,448,140,170.34,0.0231,0.2665,0.0696,0.9396,0.9738,
2025-06-30,495817671,9630806627,13270,164,146.97,1265,256,56,54.03,0.0124,0.0953,0.0193,0.3415,0.3676,
2025-06-30,500635396,9657930100,13812,197,172.61,1300,276,57,56.35,0.0143,0.0941,0.02,0.2893,0.3265,
2025-07-01,495403620,9628223555,2432,38,32.59,431,81,30,26.87,0.0156,0.1772,0.0333,0.7895,0.8245,
2025-07-01,495817671,9630806627,22511,174,241.47,1891,356,124,209.09,0.0077,0.084,0.0158,0.7126,0.8659,
2025-07-01,500635396,9657930100,27628,899,1070.99,13122,2406,867,1060.88,0.0325,0.475,0.0871,0.9644,0.9906,
2025-07-02,495403620,9628223555,2842,55,47.51,477,95,45,39.58,0.0194,0.1678,0.0334,0.8182,0.8331,
2025-07-02,495817671,9630806627,27495,216,305.13,2338,456,156,261.81,0.0079,0.085,0.0166,0.7222,0.858,
2025-07-02,500635396,9657930100,30950,1022,1185.43,14067,2762,984,1168.7,0.033,0.4545,0.0892,0.9628,0.9859,
2025-07-03,495403620,9628223555,2681,49,41.23,388,92,34,31.07,0.0183,0.1447,0.0343,0.6939,0.7536,
2025-07-03,495817671,9630806627,16367,170,265.88,2313,332,125,213.0,0.0104,0.1413,0.0203,0.7353,0.8011,
2025-07-03,500635396,9657930100,40092,1097,1494.74,19783,2585,1062,1479.96,0.0274,0.4934,0.0645,0.9681,0.9901,
2025-07-04,63563817,1841014603,11,0,0.0,1,0,0,0.0,0.0,0.0909,0.0,,,
2025-07-04,63563817,2526158329,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-07-04,63563817,2874903000,16,1,1.76,1,0,0,0.0,0.0625,0.0625,0.0,0.0,0.0,
2025-07-04,63563817,4190988309,370,2,0.96,48,3,1,0.48,0.0054,0.1297,0.0081,0.5,0.5,
2025-07-04,495403620,9628223555,2694,30,25.68,418,91,24,21.67,0.0111,0.1552,0.0338,0.8,0.8438,
2025-07-04,495817671,9630806627,18773,221,356.23,2458,442,180,307.39,0.0118,0.1309,0.0235,0.8145,0.8629,
2025-07-04,500635396,9657930100,36514,1008,1418.66,15400,2698,960,1405.52,0.0276,0.4218,0.0739,0.9524,0.9907,
2025-07-05,63563817,1841014603,52,0,0.0,7,0,0,0.0,0.0,0.1346,0.0,,,
2025-07-05,63563817,2526158329,1,0,0.0,1,0,0,0.0,0.0,1.0,0.0,,,
2025-07-05,63563817,2874903000,39,0,0.0,7,1,0,0.0,0.0,0.1795,0.0256,,,
2025-07-05,63563817,4190988309,965,7,9.46,104,2,6,8.64,0.0073,0.1078,0.0021,0.8571,0.9133,
2025-07-05,495403620,9628223555,2315,33,29.73,335,77,30,27.52,0.0143,0.1447,0.0333,0.9091,0.9257,
2025-07-05,495817671,9630806627,12741,186,289.32,2194,381,158,258.99,0.0146,0.1722,0.0299,0.8495,0.8952,
2025-07-05,500635396,9657930100,37968,1021,1485.66,18332,2579,987,1471.23,0.0269,0.4828,0.0679,0.9667,0.9903,
2025-07-06,63563817,1841014603,27,1,3.25,4,0,1,3.25,0.037,0.1481,0.0,1.0,1.0,
2025-07-06,63563817,2526158329,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-07-06,63563817,2874903000,40,3,3.31,10,0,3,3.31,0.075,0.25,0.0,1.0,1.0,
2025-07-06,63563817,4190988309,624,4,2.92,55,2,1,0.48,0.0064,0.0881,0.0032,0.25,0.1644,
2025-07-06,495403620,9628223555,1644,16,12.18,162,35,15,11.65,0.0097,0.0985,0.0213,0.9375,0.9565,
2025-07-06,495817671,9630806627,8032,126,202.33,1221,377,105,185.98,0.0157,0.152,0.0469,0.8333,0.9192,
2025-07-06,500635396,9657930100,12905,405,550.65,5471,1113,393,547.37,0.0314,0.4239,0.0862,0.9704,0.994,
2025-07-07,63563817,1841014603,14,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-07-07,63563817,2874903000,19,1,1.13,3,1,1,1.13,0.0526,0.1579,0.0526,1.0,1.0,
2025-07-07,63563817,4190988309,492,6,7.74,70,1,6,7.74,0.0122,0.1423,0.002,1.0,1.0,
2025-07-07,495403620,9628223555,1637,16,13.12,154,40,11,9.63,0.0098,0.0941,0.0244,0.6875,0.734,
2025-07-07,495817671,9630806627,7454,100,158.36,1136,356,81,140.8,0.0134,0.1524,0.0478,0.81,0.8891,
2025-07-07,500635396,9657930100,12578,332,443.97,5421,1132,313,436.05,0.0264,0.431,0.09,0.9428,0.9822,
2025-07-08,63563817,1841014603,189,4,5.37,21,3,4,5.37,0.0212,0.1111,0.0159,1.0,1.0,
2025-07-08,63563817,2526158329,3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-07-08,63563817,2874903000,102,3,4.04,16,3,1,1.0,0.0294,0.1569,0.0294,0.3333,0.2475,
2025-07-08,63563817,4190988309,1334,5,9.78,155,3,4,7.15,0.0037,0.1162,0.0022,0.8,0.7311,
2025-07-08,63563817,4190988310,4,0,0.0,2,0,0,0.0,0.0,0.5,0.0,,,
2025-07-08,495403620,9628223555,2928,35,31.68,350,72,27,25.03,0.012,0.1195,0.0246,0.7714,0.7901,
2025-07-08,495817671,9630806627,23957,227,333.7,2655,447,163,275.03,0.0095,0.1108,0.0187,0.7181,0.8242,
2025-07-08,500635396,9657930100,33306,913,1210.44,11316,2429,867,1193.02,0.0274,0.3398,0.0729,0.9496,0.9856,
