序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长,时长秒_原,是否无效词,是否活跃,时长缺失,时长秒,浏览深度,留存率,CPC,消费额_w,点击量_w,浏览深度_w,留存率_w,时长秒_w,x1,x2,x3,x4,S,d_plus,d_minus,基准类别,S_基准等权,类别_基准等权,S_流量优先,类别_流量优先,S_质量优先,类别_质量优先,稳定词,敏感性
391,1531,495403620,9628223555,3.87,9,16,0.5714, 00:01:03,63.0,False,True,False,63.0,1.7777777777777777,0.4286,0.43,3.87,9.0,1.7777777777777777,0.4286,63.0,2.302585092994046,1.0216512475319812,0.4286,4.1588830833596715,0.35598454669002805,0.021167738072310358,0.01170063172148415,黄金词,0.35598454669002805,黄金词,0.27662472089804346,潜力词,0.3835413151821032,黄金词,False,边界敏感词
394,1647,495403620,9628223555,1.1,1,0,0.0,0,,False,True,True,92.0,0.0,1.0,1.1,1.1,1.0,0.0,1.0,92.0,0.6931471805599453,0.0,1.0,4.532599493153256,0.4116933396092666,0.025439651296495898,0.0178025096533729,黄金词,0.4116933396092666,黄金词,0.30071818807662226,黄金词,0.4798693147924276,黄金词,True,稳定词
395,1655,495403620,9628223555,968.54,714,783,0.8632, 00:01:45,105.0,False,True,False,105.0,1.096638655462185,0.13680000000000003,1.3564985994397758,968.54,714.0,1.096638655462185,0.13680000000000003,105.0,6.5722825426940075,0.740335422080044,0.13680000000000003,4.663439094112067,0.4220535909744751,0.020117197726147232,0.014690869963150858,重点词,0.4220535909744751,重点词,0.5279773664661207,重点词,0.3682320110809941,重点词,True,稳定词
397,1666,495403620,9628223555,16.26,12,31,0.5, 00:02:40,160.0,False,True,False,160.0,2.5833333333333335,0.5,1.3550000000000002,16.26,12.0,2.5833333333333335,0.5,160.0,2.5649493574615367,1.2762934659055623,0.5,5.081404364984463,0.42523770410531175,0.019211356985236655,0.01421351643192411,重点词,0.42523770410531175,重点词,0.3281573819256869,重点词,0.4576324267013323,重点词,True,稳定词
398,1676,495403620,9628223555,270.03,159,450,0.75, 00:03:19,199.0,False,True,False,199.0,2.830188679245283,0.25,1.6983018867924526,270.03,159.0,2.830188679245283,0.25,199.0,5.075173815233827,1.3429140654896654,0.25,5.298317366548036,0.45860245086545387,0.017881645601629394,0.01514703291790619,重点词,0.45860245086545387,重点词,0.4719482218605108,重点词,0.43261161531052605,重点词,True,稳定词
401,1719,495403620,9628223555,5.28,6,5,1.0, 00:01:19,79.0,False,True,False,79.0,0.8333333333333334,0.0,0.88,5.28,6.0,0.8333333333333334,0.0,79.0,1.9459101490553132,0.6061358035703155,0.0,4.382026634673881,0.21405623670532054,0.02688079135312731,0.007321135818408378,潜力词,0.21405623670532054,潜力词,0.1812254600460712,潜力词,0.2067570031354317,潜力词,True,稳定词
402,1735,495403620,9628223555,62.35,65,76,0.8718, 00:02:50,170.0,False,True,False,170.0,1.1692307692307693,0.12819999999999998,0.9592307692307692,62.35,65.0,1.1692307692307693,0.12819999999999998,170.0,4.189654742026425,0.7743726204825312,0.12819999999999998,5.14166355650266,0.3392143719458338,0.022119747817876168,0.011355174878328355,重点词,0.3392143719458338,重点词,0.36307385743093645,重点词,0.3134522626614985,重点词,True,稳定词
403,1752,495403620,9628223555,4.32,2,9,0.5, 00:04:51,291.0,False,True,False,291.0,4.5,0.5,2.16,4.32,2.0,4.5,0.5,291.0,1.0986122886681098,1.7047480922384253,0.5,5.676753802268282,0.436786781916244,0.020669753216121984,0.01602994159297279,黄金词,0.436786781916244,黄金词,0.3007920123105738,黄金词,0.47860456248876226,黄金词,True,稳定词
405,1764,495403620,9628223555,12.51,20,178,0.2727, 00:09:42,582.0,False,True,False,582.0,8.9,0.7273000000000001,0.6255,12.51,20.0,8.9,0.7273000000000001,582.0,3.044522437723423,2.2925347571405443,0.7273000000000001,6.368187186350492,0.597465846339534,0.01477681650481073,0.02193265614598661,重点词,0.597465846339534,重点词,0.45383450741129905,重点词,0.6488811286600389,重点词,True,稳定词
407,1802,495403620,9628223555,217.36,110,329,0.5875, 00:05:26,326.0,False,True,False,326.0,2.9909090909090907,0.4125,1.9760000000000002,217.36,110.0,2.9909090909090907,0.4125,326.0,4.709530201312334,1.3840190472827552,0.4125,5.7899601708972535,0.49824696458256257,0.01630811103081725,0.016194155781080733,重点词,0.49824696458256257,重点词,0.4715972472010146,重点词,0.4945483709866483,重点词,True,稳定词
409,1921,495403620,9628223555,1.63,1,1,1.0, 00:00:22,22.0,False,True,False,22.0,1.0,0.0,1.63,1.63,1.0,1.0,0.0,22.0,0.6931471805599453,0.6931471805599453,0.0,3.1354942159291497,0.17088198796232204,0.028608309927347066,0.005896199095485508,潜力词,0.17088198796232204,潜力词,0.11956707600388751,潜力词,0.17114204354468138,潜力词,True,稳定词
412,2006,495403620,9628223555,4.41,2,2,1.0, 00:01:03,63.0,False,True,False,63.0,1.0,0.0,2.205,4.41,2.0,1.0,0.0,63.0,1.0986122886681098,0.6931471805599453,0.0,4.1588830833596715,0.20120665423864575,0.0277785715241252,0.006997095638761089,潜力词,0.20120665423864575,潜力词,0.14615147777129528,潜力词,0.19993041071783654,潜力词,True,稳定词
414,2043,495403620,9628223555,1.63,2,0,0.0,0,,False,True,True,92.0,0.0,1.0,0.815,1.63,2.0,0.0,1.0,92.0,1.0986122886681098,0.0,1.0,4.532599493153256,0.41797046887720274,0.024818286567952704,0.01782265386693481,黄金词,0.41797046887720274,黄金词,0.3096981655968301,黄金词,0.4848998414518694,黄金词,True,稳定词
418,2093,495403620,9628223555,2.33,2,2,1.0, 00:00:06,6.0,False,True,False,6.0,1.0,0.0,1.165,2.33,2.0,1.0,0.0,6.0,1.0986122886681098,0.6931471805599453,0.0,1.9459101490553132,0.1510650788355518,0.028480851666032626,0.005068070584646665,潜力词,0.1510650788355518,潜力词,0.11104467903159562,潜力词,0.1497729366149722,潜力词,True,稳定词
420,2113,495403620,9628223555,32.61,32,38,0.875, 00:02:25,145.0,False,True,False,145.0,1.1875,0.125,1.0190625,32.61,32.0,1.1875,0.125,145.0,3.4965075614664802,0.7827593392496325,0.125,4.983606621708336,0.31087387538018985,0.022946533148339245,0.010351483467993234,问题词,0.31087387538018985,问题词,0.31075455687456816,重点词,0.29335749657311483,问题词,False,边界敏感词
422,2176,495403620,9628223555,17.75,10,27,0.6667, 00:06:16,376.0,False,True,False,376.0,2.7,0.33330000000000004,1.775,17.75,10.0,2.7,0.33330000000000004,376.0,2.3978952727983707,1.308332819650179,0.33330000000000004,5.932245187448011,0.3953348793231208,0.020629185173594047,0.013487525825878116,重点词,0.3953348793231208,重点词,0.30639656647886393,重点词,0.4097200947317867,重点词,True,稳定词
423,2178,495403620,9628223555,1.35,4,1,1.0, 00:02:00,120.0,False,True,False,120.0,0.25,0.0,0.3375,1.35,4.0,0.25,0.0,120.0,1.6094379124341003,0.22314355131420976,0.0,4.795790545596741,0.1877460553860679,0.0285034127571136,0.006588337730674302,潜力词,0.1877460553860679,潜力词,0.15275884082602573,潜力词,0.1834239390360032,潜力词,True,稳定词
424,2186,495403620,9628223555,2.48,3,3,1.0, 00:00:10,10.0,False,True,False,10.0,1.0,0.0,0.8266666666666667,2.48,3.0,1.0,0.0,10.0,1.3862943611198906,0.6931471805599453,0.0,2.3978952727983707,0.16405974337690388,0.027928993270064786,0.005481281027392871,潜力词,0.16405974337690388,潜力词,0.12791111010905598,潜力词,0.16095404064596724,潜力词,True,稳定词
425,2188,495403620,9628223555,5.13,3,3,1.0, 00:00:10,10.0,False,True,False,10.0,1.0,0.0,1.71,5.13,3.0,1.0,0.0,10.0,1.3862943611198906,0.6931471805599453,0.0,2.3978952727983707,0.16405974337690388,0.027928993270064786,0.005481281027392871,潜力词,0.16405974337690388,潜力词,0.12791111010905598,潜力词,0.16095404064596724,潜力词,True,稳定词
426,2226,495403620,9628223555,43.74,46,78,0.7714, 00:02:58,178.0,False,True,False,178.0,1.6956521739130435,0.22860000000000003,0.9508695652173913,43.74,46.0,1.6956521739130435,0.22860000000000003,178.0,3.8501476017100584,0.9916401691159419,0.22860000000000003,5.187385805840755,0.3698380901722495,0.02068050435969569,0.012137258880466718,重点词,0.3698380901722495,重点词,0.35993674173940127,重点词,0.35708063413552177,重点词,True,稳定词
428,2351,495403620,9628223555,42.25,28,34,0.8182, 00:00:47,47.0,False,True,False,47.0,1.2142857142857142,0.18179999999999996,1.5089285714285714,42.25,28.0,1.2142857142857142,0.18179999999999996,47.0,3.367295829986474,0.7949298748698875,0.18179999999999996,3.871201010907891,0.29585062666039574,0.022748712825668347,0.009557944947492616,问题词,0.29585062666039574,问题词,0.29608436712202163,重点词,0.28356125677198946,问题词,False,边界敏感词
429,2354,495403620,9628223555,2.88,2,81,0.0, 00:26:58,1618.0,False,True,False,1618.0,40.5,1.0,1.44,2.88,2.0,11.082051282051294,1.0,1160.4800000000007,1.0986122886681098,2.4917209862077314,1.0,7.057450332948998,0.5865172177165384,0.018008228393823766,0.025544318811100215,黄金词,0.5865172177165384,黄金词,0.41534461180673027,黄金词,0.6593037390924742,黄金词,True,稳定词
430,2370,495403620,9628223555,1.26,1,1,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,1.26,1.26,1.0,1.0,0.0,3.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.13962801875520683,0.029254691864219275,0.004747684435731067,潜力词,0.13962801875520683,潜力词,0.09770305952716112,潜力词,0.13983887342209136,潜力词,True,稳定词
433,2432,495403620,9628223555,3.85,3,4,1.0, 00:00:38,38.0,False,True,False,38.0,1.3333333333333333,0.0,1.2833333333333334,3.85,3.0,1.3333333333333333,0.0,38.0,1.3862943611198906,0.8472978603872036,0.0,3.6635616461296463,0.21316924686010683,0.02708491722734542,0.007337882236531033,潜力词,0.21316924686010683,潜力词,0.1606071036656821,潜力词,0.21020101023597107,潜力词,True,稳定词
435,2525,495403620,9628223555,13.42,12,10,1.0, 00:00:30,30.0,False,True,False,30.0,0.8333333333333334,0.0,1.1183333333333334,13.42,12.0,0.8333333333333334,0.0,30.0,2.5649493574615367,0.6061358035703155,0.0,3.4339872044851463,0.2088235195868963,0.02637341169204718,0.006961011593989592,问题词,0.2088235195868963,问题词,0.2081310506382178,问题词,0.19412804901344063,问题词,True,稳定词
436,2534,495403620,9628223555,6.02,7,6,1.0, 00:00:53,53.0,False,True,False,53.0,0.8571428571428571,0.0,0.86,6.02,7.0,0.8571428571428571,0.0,53.0,2.0794415416798357,0.6190392084062234,0.0,3.9889840465642745,0.2085134510679692,0.026766758225242455,0.007051577994569994,潜力词,0.2085134510679692,潜力词,0.18361356771179135,潜力词,0.1997342514747339,潜力词,True,稳定词
437,2541,495403620,9628223555,21686.91,29926,87461,0.4974, 00:05:28,328.0,False,True,False,328.0,2.9225756866938446,0.5025999999999999,0.7246845552362494,21686.91,16611.160000000033,2.9225756866938446,0.5025999999999999,328.0,9.717890236295883,1.3667485009631377,0.5025999999999999,5.796057750765372,0.6762369037686434,0.011418451547618556,0.02384947021533336,重点词,0.6762369037686434,重点词,0.7798138775728015,重点词,0.6311715468259768,重点词,True,稳定词
438,2547,495403620,9628223555,2.17,2,2,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,1.085,2.17,2.0,1.0,0.0,3.0,1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,0.1437943318835629,0.0287159970426265,0.004822670256550214,潜力词,0.1437943318835629,潜力词,0.10626409793566069,潜力词,0.14249913910118375,潜力词,True,稳定词
439,2551,495403620,9628223555,2.83,2,16,0.5, 00:04:36,276.0,False,True,False,276.0,8.0,0.5,1.415,2.83,2.0,8.0,0.5,276.0,1.0986122886681098,2.1972245773362196,0.5,5.6240175061873385,0.4791350161839038,0.02009402118393755,0.018484155134845713,黄金词,0.4791350161839038,黄金词,0.3332210253396056,黄金词,0.5197080519971033,黄金词,True,稳定词
441,2579,495403620,9628223555,41.09,33,51,0.9, 00:00:55,55.0,False,True,False,55.0,1.5454545454545454,0.09999999999999998,1.2451515151515153,41.09,33.0,1.5454545454545454,0.09999999999999998,55.0,3.5263605246161616,0.9343092373768334,0.09999999999999998,4.02535169073515,0.30528698131094595,0.02294159076224856,0.010081528346041773,问题词,0.30528698131094595,问题词,0.30958132429537777,重点词,0.2851532472523901,问题词,False,边界敏感词
442,2584,495403620,9628223555,115.98,262,182,0.9412, 00:00:39,39.0,False,True,False,39.0,0.6946564885496184,0.05879999999999996,0.44267175572519085,115.98,262.0,0.6946564885496184,0.05879999999999996,39.0,5.572154032177765,0.527480058671128,0.05879999999999996,3.6888794541139363,0.3385170431434809,0.02289921943002963,0.011718784242885336,重点词,0.3385170431434809,重点词,0.4363261647667225,重点词,0.28888408946763655,问题词,False,边界敏感词
443,2602,495403620,9628223555,14.01,10,9,0.7143, 00:00:10,10.0,False,True,False,10.0,0.9,0.28569999999999995,1.401,14.01,10.0,0.9,0.28569999999999995,10.0,2.3978952727983707,0.6418538861723948,0.28569999999999995,2.3978952727983707,0.244498875078645,0.024086206786468948,0.007794893045084894,问题词,0.244498875078645,问题词,0.21731493464576723,问题词,0.25618387805529136,问题词,True,稳定词
444,2633,495403620,9628223555,60.22,42,105,0.7576, 00:04:12,252.0,False,True,False,252.0,2.5,0.24239999999999995,1.4338095238095239,60.22,42.0,2.5,0.24239999999999995,252.0,3.7612001156935624,1.252762968495368,0.24239999999999995,5.53338948872752,0.40410000581250544,0.01979146426591219,0.013421263471898433,重点词,0.40410000581250544,重点词,0.3731276174082133,重点词,0.39424142058244155,重点词,True,稳定词
446,2682,495403620,9628223555,6.07,4,26,0.25, 00:14:48,888.0,False,True,False,888.0,6.5,0.75,1.5175,6.07,4.0,6.5,0.75,888.0,1.6094379124341003,2.0149030205422647,0.75,6.790097235513905,0.5381377025601928,0.017750202193769295,0.020681603762599365,黄金词,0.5381377025601928,黄金词,0.37918072171599665,黄金词,0.6006539815464434,黄金词,True,稳定词
447,2690,495403620,9628223555,5.24,9,8,1.0, 00:00:48,48.0,False,True,False,48.0,0.8888888888888888,0.0,0.5822222222222222,5.24,9.0,0.8888888888888888,0.0,48.0,2.302585092994046,0.6359887667199967,0.0,3.8918202981106265,0.21444196247329556,0.026463603144071604,0.007224045482618177,潜力词,0.21444196247329556,潜力词,0.19757086435644972,潜力词,0.2033034830326683,潜力词,True,稳定词
450,2723,495403620,9628223555,340.06,332,721,0.7402, 00:03:26,206.0,False,True,False,206.0,2.1716867469879517,0.25980000000000003,1.024277108433735,340.06,332.0,2.1716867469879517,0.25980000000000003,206.0,5.808142489980444,1.154263543217487,0.25980000000000003,5.332718793265369,0.46894471722045145,0.01757649299010269,0.015520801321907826,重点词,0.46894471722045145,重点词,0.5170435150424352,重点词,0.434257690098935,重点词,True,稳定词
451,2738,495403620,9628223555,2.73,2,2,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,1.365,2.73,2.0,1.0,0.0,120.0,1.0986122886681098,0.6931471805599453,0.0,4.795790545596741,0.21843657059918795,0.027646402138318527,0.007726801236247917,潜力词,0.21843657059918795,潜力词,0.15874296766226273,潜力词,0.21715322323575523,潜力词,True,稳定词
453,2748,495403620,9628223555,43.02,39,182,0.6, 00:05:47,347.0,False,True,False,347.0,4.666666666666667,0.4,1.103076923076923,43.02,39.0,4.666666666666667,0.4,347.0,3.6888794541139363,1.7346010553881064,0.4,5.8522024797744745,0.4949905476119934,0.01702317073553076,0.016685447301288858,重点词,0.4949905476119934,重点词,0.41827931861999684,重点词,0.5029519883564199,重点词,True,稳定词
455,2780,495403620,9628223555,95.7,65,179,0.7119, 00:03:15,195.0,False,True,False,195.0,2.753846153846154,0.2881,1.4723076923076923,95.7,65.0,2.753846153846154,0.2881,195.0,4.189654742026425,1.3227809553975647,0.2881,5.278114659230517,0.4333067378553221,0.01858737651576173,0.014212336763723734,重点词,0.4333067378553221,重点词,0.410664391194159,重点词,0.42252045283805656,重点词,True,稳定词
456,2795,495403620,9628223555,3.49,4,4,1.0, 00:01:25,85.0,False,True,False,85.0,1.0,0.0,0.8725,3.49,4.0,1.0,0.0,85.0,1.6094379124341003,0.6931471805599453,0.0,4.454347296253507,0.2178173010296367,0.02703193958819796,0.007527683916364103,潜力词,0.2178173010296367,潜力词,0.1709329514077532,潜力词,0.2133540507665573,潜力词,True,稳定词
457,2813,495403620,9628223555,5.37,11,3,1.0, 00:00:51,51.0,False,True,False,51.0,0.2727272727272727,0.0,0.4881818181818182,5.37,11.0,0.2727272727272727,0.0,51.0,2.4849066497880004,0.24116205681688804,0.0,3.9512437185814275,0.18709415558743858,0.02757321396371576,0.006346106647936721,潜力词,0.18709415558743858,潜力词,0.1926643092161925,潜力词,0.17317446333246042,潜力词,True,稳定词
458,2834,495403620,9628223555,1.88,1,1,1.0, 00:00:04,4.0,False,True,False,4.0,1.0,0.0,1.88,1.88,1.0,1.0,0.0,4.0,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341003,0.1421321122428281,0.029160018973752585,0.004831250999050757,潜力词,0.1421321122428281,潜力词,0.09938094953804383,潜力词,0.14234751798888284,潜力词,True,稳定词
459,2843,495403620,9628223555,150.65,108,141,0.814, 00:02:03,123.0,False,True,False,123.0,1.3055555555555556,0.18600000000000005,1.3949074074074075,150.65,108.0,1.3055555555555556,0.18600000000000005,123.0,4.6913478822291435,0.8353216693404879,0.18600000000000005,4.820281565605037,0.36972741725866587,0.02079122437963597,0.012196446271062082,重点词,0.36972741725866587,重点词,0.40652981924200254,重点词,0.34158907774019337,重点词,True,稳定词
460,2854,495403620,9628223555,4.83,6,5,1.0, 00:00:57,57.0,False,True,False,57.0,0.8333333333333334,0.0,0.805,4.83,6.0,0.8333333333333334,0.0,57.0,1.9459101490553132,0.6061358035703155,0.0,4.060443010546419,0.20537872518745964,0.026956313212483353,0.006967159600200445,潜力词,0.20537872518745964,潜力词,0.1758485687427523,潜力词,0.19791830020587636,潜力词,True,稳定词
461,2855,495403620,9628223555,15.1,18,15,1.0, 00:02:00,120.0,False,True,False,120.0,0.8333333333333334,0.0,0.8388888888888889,15.1,18.0,0.8333333333333334,0.0,120.0,2.9444389791664403,0.6061358035703155,0.0,4.795790545596741,0.2542101006695433,0.02558562168918381,0.008721120346547243,问题词,0.2542101006695433,问题词,0.25195822671599755,问题词,0.2367750884688914,问题词,True,稳定词
462,2874,495403620,9628223555,5435.94,1915,10266,0.3591, 00:06:51,411.0,False,True,False,411.0,5.360835509138381,0.6409,2.8386109660574412,5435.94,1915.0,5.360835509138381,0.6409,411.0,7.557994958530806,1.8501597380852126,0.6409,6.021023349349527,0.7246316243527822,0.008819475826001412,0.023208442431759204,重点词,0.7246316243527822,重点词,0.7425897477726409,重点词,0.7094046744352188,重点词,True,稳定词
463,2890,495403620,9628223555,6.51,6,19,0.8, 00:00:48,48.0,False,True,False,48.0,3.1666666666666665,0.19999999999999996,1.085,6.51,6.0,3.1666666666666665,0.19999999999999996,48.0,1.9459101490553132,1.4271163556401456,0.19999999999999996,3.8918202981106265,0.3353869289451757,0.02276973538617701,0.011490402396004408,黄金词,0.3353869289451757,黄金词,0.2544834672143744,潜力词,0.3407822780079949,黄金词,False,边界敏感词
464,2919,495403620,9628223555,8.23,13,15,0.8182, 00:03:55,235.0,False,True,False,235.0,1.1538461538461537,0.18179999999999996,0.6330769230769231,8.23,13.0,1.1538461538461537,0.18179999999999996,235.0,2.6390573296152584,0.7672551527136672,0.18179999999999996,5.4638318050256105,0.3024814000194775,0.023397815474277474,0.010146545170629823,问题词,0.3024814000194775,问题词,0.2625310836107415,问题词,0.2996622313515683,问题词,True,稳定词
466,2955,495403620,9628223555,3.09,3,3,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,1.03,3.09,3.0,1.0,0.0,3.0,1.3862943611198906,0.6931471805599453,0.0,1.3862943611198906,0.1490289371990321,0.02834293465764975,0.004963644022427915,潜力词,0.1490289371990321,潜力词,0.118474548872108,潜力词,0.1458405062406619,潜力词,True,稳定词
467,2993,495403620,9628223555,22.18,15,23,0.8462, 00:05:28,328.0,False,True,False,328.0,1.5333333333333334,0.15380000000000005,1.4786666666666666,22.18,15.0,1.5333333333333334,0.15380000000000005,328.0,2.772588722239781,0.9295359586241758,0.15380000000000005,5.796057750765372,0.32515505130162453,0.022947199941773872,0.011056462656625765,重点词,0.32515505130162453,重点词,0.2821127943110438,重点词,0.31886925438617814,重点词,True,稳定词
468,2996,495403620,9628223555,74.77,50,316,0.2692, 00:08:07,487.0,False,True,False,487.0,6.32,0.7308,1.4953999999999998,74.77,50.0,6.32,0.7308,487.0,3.9318256327243257,1.9906103279732201,0.7308,6.1903154058531475,0.6106728830812038,0.01340234092756328,0.02102202959569177,重点词,0.6106728830812038,重点词,0.49190574715202584,重点词,0.6553979610283257,重点词,True,稳定词
469,2997,495403620,9628223555,184.97,118,214,0.7664, 00:01:48,108.0,False,True,False,108.0,1.8135593220338984,0.23360000000000003,1.567542372881356,184.97,118.0,1.8135593220338984,0.23360000000000003,108.0,4.77912349311153,1.0344503444508237,0.23360000000000003,4.6913478822291435,0.40184936869267346,0.019511620884761553,0.01310829099615827,重点词,0.40184936869267346,重点词,0.4275229000998031,重点词,0.37711883188838885,重点词,True,稳定词
470,3008,495403620,9628223555,45.41,54,204,0.6042, 00:05:19,319.0,False,True,False,319.0,3.7777777777777777,0.39580000000000004,0.8409259259259259,45.41,54.0,3.7777777777777777,0.39580000000000004,319.0,4.007333185232471,1.563975538357343,0.39580000000000004,5.768320995793772,0.4867200125725596,0.016977004448952112,0.01609851936806025,重点词,0.4867200125725596,重点词,0.42877286908826046,重点词,0.49029228956116305,重点词,True,稳定词
472,3064,495403620,9628223555,13.2,15,16,0.9, 00:01:00,60.0,False,True,False,60.0,1.0666666666666667,0.09999999999999998,0.88,13.2,15.0,1.0666666666666667,0.09999999999999998,60.0,2.772588722239781,0.7259370033829362,0.09999999999999998,4.110873864173311,0.2564566622536717,0.024481523459067202,0.008443959449932334,问题词,0.2564566622536717,问题词,0.24377784759699,问题词,0.2449491620289665,问题词,True,稳定词
473,3070,495403620,9628223555,9.57,8,14,0.6, 00:01:01,61.0,False,True,False,61.0,1.75,0.4,1.19625,9.57,8.0,1.75,0.4,61.0,2.1972245773362196,1.0116009116784799,0.4,4.127134385045092,0.3432429421602582,0.02159159240101669,0.011284479722269647,重点词,0.3432429421602582,重点词,0.2650493195778759,问题词,0.3684857118807366,重点词,False,边界敏感词
474,3093,495403620,9628223555,0.32,1,0,0.0,0,,False,True,True,92.0,0.0,1.0,0.32,0.32,1.0,0.0,1.0,92.0,0.6931471805599453,0.0,1.0,4.532599493153256,0.4116933396092666,0.025439651296495898,0.0178025096533729,黄金词,0.4116933396092666,黄金词,0.30071818807662226,黄金词,0.4798693147924276,黄金词,True,稳定词
475,3135,495403620,9628223555,2.7,2,22,0.5, 00:16:41,1001.0,False,True,False,1001.0,11.0,0.5,1.35,2.7,2.0,11.0,0.5,1001.0,1.0986122886681098,2.4849066497880004,0.5,6.90975328164481,0.5115949680784635,0.019883788353418856,0.02082788956519284,黄金词,0.5115949680784635,黄金词,0.3608038103933392,黄金词,0.5505078878881926,黄金词,True,稳定词
476,3153,495403620,9628223555,0.72,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,0.72,0.72,1.0,1.0,0.0,120.0,0.6931471805599453,0.6931471805599453,0.0,4.795790545596741,0.21401869481923805,0.028205532455741852,0.007680222421411457,潜力词,0.21401869481923805,潜力词,0.15108856472007434,潜力词,0.21433632984851855,潜力词,True,稳定词
477,3165,495403620,9628223555,53.44,53,64,0.875, 00:02:08,128.0,False,True,False,128.0,1.2075471698113207,0.125,1.0083018867924527,53.44,53.0,1.2075471698113207,0.125,128.0,3.9889840465642745,0.7918820212456342,0.125,4.859812404361672,0.3273532462755523,0.022375038950639376,0.010889135486758407,重点词,0.3273532462755523,重点词,0.34617227362038383,重点词,0.30351792639315783,问题词,False,边界敏感词
481,3222,495403620,9628223555,1.65,1,1,1.0, 00:00:02,2.0,False,True,False,2.0,1.0,0.0,1.65,1.65,1.0,1.0,0.0,2.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.13721737004141432,0.02938187074738171,0.004672907046176866,潜力词,0.13721737004141432,潜力词,0.09614406329892622,潜力词,0.13742336656649506,潜力词,True,稳定词
483,3327,495403620,9628223555,22.08,13,59,0.7, 00:08:59,539.0,False,True,False,539.0,4.538461538461538,0.30000000000000004,1.6984615384615382,22.08,13.0,4.538461538461538,0.30000000000000004,539.0,2.6390573296152584,1.7117167615545186,0.30000000000000004,6.29156913955832,0.4422141800331593,0.019657767623304703,0.015584733924105235,重点词,0.4422141800331593,重点词,0.34624784013311305,重点词,0.4506070238645869,重点词,True,稳定词
484,3352,495403620,9628223555,37.67,27,27,0.9524, 00:02:02,122.0,False,True,False,122.0,1.0,0.047599999999999976,1.3951851851851853,37.67,27.0,1.0,0.047599999999999976,122.0,3.332204510175204,0.6931471805599453,0.047599999999999976,4.812184355372417,0.2809904413691428,0.024319963223148732,0.009504292562071939,问题词,0.2809904413691428,问题词,0.2865411903969196,重点词,0.26069149577373235,问题词,False,边界敏感词
485,3353,495403620,9628223555,0.8,1,1,1.0,0,,False,True,True,92.0,1.0,0.0,0.8,0.8,1.0,1.0,0.0,92.0,0.6931471805599453,0.6931471805599453,0.0,4.532599493153256,0.206890558053113,0.02825526427721885,0.007370669273463869,潜力词,0.206890558053113,潜力词,0.14579345963939744,潜力词,0.2071993103703867,潜力词,True,稳定词
486,3374,495403620,9628223555,2398.88,445,3848,0.2606, 00:08:00,480.0,False,True,False,480.0,8.647191011235956,0.7394000000000001,5.390741573033708,2398.88,445.0,8.647191011235956,0.7394000000000001,480.0,6.100318952020064,2.2666667860583205,0.7394000000000001,6.175867270105761,0.7285956188477551,0.008967368584615455,0.0240732497965049,重点词,0.7285956188477551,重点词,0.6615958191806518,重点词,0.7479728954422001,重点词,True,稳定词
487,3379,495403620,9628223555,31.79,21,74,0.65, 00:06:09,369.0,False,True,False,369.0,3.5238095238095237,0.35,1.5138095238095237,31.79,21.0,3.5238095238095237,0.35,369.0,3.091042453358316,1.5093544538771178,0.35,5.91350300563827,0.44087927022057294,0.018914490505861484,0.01491450115632075,重点词,0.44087927022057294,重点词,0.36100370952087396,重点词,0.4500395191017342,重点词,True,稳定词
488,3382,495403620,9628223555,1533.0,276,1485,0.4779, 00:06:24,384.0,False,True,False,384.0,5.380434782608695,0.5221,5.554347826086956,1533.0,276.0,5.380434782608695,0.5221,384.0,5.6240175061873385,1.853236242779056,0.5221,5.953243334287785,0.6129557447884459,0.012608431105351328,0.019967768994711383,重点词,0.6129557447884459,重点词,0.5792198184115817,重点词,0.6100776151465852,重点词,True,稳定词
490,3393,495403620,9628223555,298.34,124,269,0.7182, 00:01:43,103.0,False,True,False,103.0,2.1693548387096775,0.28180000000000005,2.4059677419354837,298.34,124.0,2.1693548387096775,0.28180000000000005,103.0,4.8283137373023015,1.1535280462642243,0.28180000000000005,4.6443908991413725,0.42731310633846975,0.018544287168615246,0.01383690991108482,重点词,0.42731310633846975,重点词,0.4429450100145899,重点词,0.4068947826359192,重点词,True,稳定词
491,3416,495403620,9628223555,4.17,3,2,1.0, 00:02:00,120.0,False,True,False,120.0,0.6666666666666666,0.0,1.39,4.17,3.0,0.6666666666666666,0.0,120.0,1.3862943611198906,0.5108256237659907,0.0,4.795790545596741,0.2047146626674918,0.02781778793446697,0.007160586025967778,潜力词,0.2047146626674918,潜力词,0.15608373613108387,潜力词,0.20186545067827014,潜力词,True,稳定词
