序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长,时长秒_原,是否无效词,是否活跃,时长缺失,时长秒,浏览深度,留存率,CPC,消费额_w,点击量_w,浏览深度_w,留存率_w,时长秒_w,S,d_plus,d_minus,S_基准等权,S_流量优先,S_质量优先,类别_基准等权,类别_流量优先,类别_质量优先,基准类别,稳定词,敏感性
464,2919,495403620,9628223555,8.23,13,15,0.8182, 00:03:55,235.0,False,True,False,235.0,1.1538461538461537,0.18179999999999996,0.6330769230769231,8.23,13.0,1.1538461538461537,0.18179999999999996,235.0,0.3024814000194775,0.023397815474277474,0.010146545170629823,0.3024814000194775,0.2625310836107415,0.2996622313515683,问题词,问题词,问题词,问题词,True,稳定词
465,2936,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
466,2955,495403620,9628223555,3.09,3,3,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,1.03,3.09,3.0,1.0,0.0,3.0,0.1490289371990321,0.02834293465764975,0.004963644022427915,0.1490289371990321,0.118474548872108,0.1458405062406619,潜力词,潜力词,潜力词,潜力词,True,稳定词
467,2993,495403620,9628223555,22.18,15,23,0.8462, 00:05:28,328.0,False,True,False,328.0,1.5333333333333334,0.15380000000000005,1.4786666666666666,22.18,15.0,1.5333333333333334,0.15380000000000005,328.0,0.32515505130162453,0.022947199941773872,0.011056462656625765,0.32515505130162453,0.2821127943110438,0.31886925438617814,重点词,重点词,重点词,重点词,True,稳定词
468,2996,495403620,9628223555,74.77,50,316,0.2692, 00:08:07,487.0,False,True,False,487.0,6.32,0.7308,1.4953999999999998,74.77,50.0,6.32,0.7308,487.0,0.6106728830812038,0.01340234092756328,0.02102202959569177,0.6106728830812038,0.49190574715202584,0.6553979610283257,重点词,重点词,重点词,重点词,True,稳定词
469,2997,495403620,9628223555,184.97,118,214,0.7664, 00:01:48,108.0,False,True,False,108.0,1.8135593220338984,0.23360000000000003,1.567542372881356,184.97,118.0,1.8135593220338984,0.23360000000000003,108.0,0.40184936869267346,0.019511620884761553,0.01310829099615827,0.40184936869267346,0.4275229000998031,0.37711883188838885,重点词,重点词,重点词,重点词,True,稳定词
470,3008,495403620,9628223555,45.41,54,204,0.6042, 00:05:19,319.0,False,True,False,319.0,3.7777777777777777,0.39580000000000004,0.8409259259259259,45.41,54.0,3.7777777777777777,0.39580000000000004,319.0,0.4867200125725596,0.016977004448952112,0.01609851936806025,0.4867200125725596,0.42877286908826046,0.49029228956116305,重点词,重点词,重点词,重点词,True,稳定词
471,3060,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
472,3064,495403620,9628223555,13.2,15,16,0.9, 00:01:00,60.0,False,True,False,60.0,1.0666666666666667,0.09999999999999998,0.88,13.2,15.0,1.0666666666666667,0.09999999999999998,60.0,0.2564566622536717,0.024481523459067202,0.008443959449932334,0.2564566622536717,0.24377784759699,0.2449491620289665,问题词,问题词,问题词,问题词,True,稳定词
473,3070,495403620,9628223555,9.57,8,14,0.6, 00:01:01,61.0,False,True,False,61.0,1.75,0.4,1.19625,9.57,8.0,1.75,0.4,61.0,0.3432429421602582,0.02159159240101669,0.011284479722269647,0.3432429421602582,0.2650493195778759,0.3684857118807366,重点词,问题词,重点词,重点词,False,边界敏感词
474,3093,495403620,9628223555,0.32,1,0,0.0,0,,False,True,True,92.0,0.0,1.0,0.32,0.32,1.0,0.0,1.0,92.0,0.4116933396092666,0.025439651296495898,0.0178025096533729,0.4116933396092666,0.30071818807662226,0.4798693147924276,黄金词,黄金词,黄金词,黄金词,True,稳定词
475,3135,495403620,9628223555,2.7,2,22,0.5, 00:16:41,1001.0,False,True,False,1001.0,11.0,0.5,1.35,2.7,2.0,11.0,0.5,1001.0,0.5115949680784635,0.019883788353418856,0.02082788956519284,0.5115949680784635,0.3608038103933392,0.5505078878881926,黄金词,黄金词,黄金词,黄金词,True,稳定词
476,3153,495403620,9628223555,0.72,1,1,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,0.72,0.72,1.0,1.0,0.0,120.0,0.21401869481923805,0.028205532455741852,0.007680222421411457,0.21401869481923805,0.15108856472007434,0.21433632984851855,潜力词,潜力词,潜力词,潜力词,True,稳定词
477,3165,495403620,9628223555,53.44,53,64,0.875, 00:02:08,128.0,False,True,False,128.0,1.2075471698113207,0.125,1.0083018867924527,53.44,53.0,1.2075471698113207,0.125,128.0,0.3273532462755523,0.022375038950639376,0.010889135486758407,0.3273532462755523,0.34617227362038383,0.30351792639315783,重点词,重点词,问题词,重点词,False,边界敏感词
478,3175,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
479,3195,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
480,3201,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
481,3222,495403620,9628223555,1.65,1,1,1.0, 00:00:02,2.0,False,True,False,2.0,1.0,0.0,1.65,1.65,1.0,1.0,0.0,2.0,0.13721737004141432,0.02938187074738171,0.004672907046176866,0.13721737004141432,0.09614406329892622,0.13742336656649506,潜力词,潜力词,潜力词,潜力词,True,稳定词
482,3275,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
483,3327,495403620,9628223555,22.08,13,59,0.7, 00:08:59,539.0,False,True,False,539.0,4.538461538461538,0.30000000000000004,1.6984615384615382,22.08,13.0,4.538461538461538,0.30000000000000004,539.0,0.4422141800331593,0.019657767623304703,0.015584733924105235,0.4422141800331593,0.34624784013311305,0.4506070238645869,重点词,重点词,重点词,重点词,True,稳定词
484,3352,495403620,9628223555,37.67,27,27,0.9524, 00:02:02,122.0,False,True,False,122.0,1.0,0.047599999999999976,1.3951851851851853,37.67,27.0,1.0,0.047599999999999976,122.0,0.2809904413691428,0.024319963223148732,0.009504292562071939,0.2809904413691428,0.2865411903969196,0.26069149577373235,问题词,重点词,问题词,问题词,False,边界敏感词
485,3353,495403620,9628223555,0.8,1,1,1.0,0,,False,True,True,92.0,1.0,0.0,0.8,0.8,1.0,1.0,0.0,92.0,0.206890558053113,0.02825526427721885,0.007370669273463869,0.206890558053113,0.14579345963939744,0.2071993103703867,潜力词,潜力词,潜力词,潜力词,True,稳定词
486,3374,495403620,9628223555,2398.88,445,3848,0.2606, 00:08:00,480.0,False,True,False,480.0,8.647191011235956,0.7394000000000001,5.390741573033708,2398.88,445.0,8.647191011235956,0.7394000000000001,480.0,0.7285956188477551,0.008967368584615455,0.0240732497965049,0.7285956188477551,0.6615958191806518,0.7479728954422001,重点词,重点词,重点词,重点词,True,稳定词
487,3379,495403620,9628223555,31.79,21,74,0.65, 00:06:09,369.0,False,True,False,369.0,3.5238095238095237,0.35,1.5138095238095237,31.79,21.0,3.5238095238095237,0.35,369.0,0.44087927022057294,0.018914490505861484,0.01491450115632075,0.44087927022057294,0.36100370952087396,0.4500395191017342,重点词,重点词,重点词,重点词,True,稳定词
488,3382,495403620,9628223555,1533.0,276,1485,0.4779, 00:06:24,384.0,False,True,False,384.0,5.380434782608695,0.5221,5.554347826086956,1533.0,276.0,5.380434782608695,0.5221,384.0,0.6129557447884459,0.012608431105351328,0.019967768994711383,0.6129557447884459,0.5792198184115817,0.6100776151465852,重点词,重点词,重点词,重点词,True,稳定词
489,3386,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
490,3393,495403620,9628223555,298.34,124,269,0.7182, 00:01:43,103.0,False,True,False,103.0,2.1693548387096775,0.28180000000000005,2.4059677419354837,298.34,124.0,2.1693548387096775,0.28180000000000005,103.0,0.42731310633846975,0.018544287168615246,0.01383690991108482,0.42731310633846975,0.4429450100145899,0.4068947826359192,重点词,重点词,重点词,重点词,True,稳定词
491,3416,495403620,9628223555,4.17,3,2,1.0, 00:02:00,120.0,False,True,False,120.0,0.6666666666666666,0.0,1.39,4.17,3.0,0.6666666666666666,0.0,120.0,0.2047146626674918,0.02781778793446697,0.007160586025967778,0.2047146626674918,0.15608373613108387,0.20186545067827014,潜力词,潜力词,潜力词,潜力词,True,稳定词
492,3417,495403620,9628223555,6.95,6,10,0.6, 00:00:33,33.0,False,True,False,33.0,1.6666666666666667,0.4,1.1583333333333334,6.95,6.0,1.6666666666666667,0.4,33.0,0.323327813414294,0.022265184053006957,0.010638760418762598,0.323327813414294,0.2437909056378192,0.351275257318736,黄金词,潜力词,黄金词,黄金词,False,边界敏感词
493,3445,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
494,3451,495403620,9628223555,2.63,3,3,0.5, 00:00:14,14.0,False,True,False,14.0,1.0,0.5,0.8766666666666666,2.63,3.0,1.0,0.5,14.0,0.30065048271718925,0.02368008804561442,0.010180074091365225,0.30065048271718925,0.21474952958827695,0.34512827209708974,潜力词,潜力词,黄金词,潜力词,False,边界敏感词
495,3481,495403620,9628223555,0.0,0,1,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
496,3548,495403620,9628223555,11.61,15,23,0.9167, 00:04:39,279.0,False,True,False,279.0,1.5333333333333334,0.08330000000000004,0.7739999999999999,11.61,15.0,1.5333333333333334,0.08330000000000004,279.0,0.31026067311827,0.02372434465468553,0.010671757945324047,0.31026067311827,0.27421287159485436,0.2992347532970608,问题词,问题词,问题词,问题词,True,稳定词
497,3567,495403620,9628223555,1.35,2,2,1.0, 00:00:25,25.0,False,True,False,25.0,1.0,0.0,0.675,1.35,2.0,1.0,0.0,25.0,0.17807266914686276,0.028019580556048442,0.006070514157026633,0.17807266914686276,0.1296418599914533,0.17679686568688444,潜力词,潜力词,潜力词,潜力词,True,稳定词
498,3575,495403620,9628223555,160.27,44,142,0.5, 00:06:10,370.0,False,True,False,370.0,3.227272727272727,0.5,3.6425,160.27,44.0,3.227272727272727,0.5,370.0,0.495977356497218,0.01660521387029023,0.016340158890920994,0.495977356497218,0.42294782311250134,0.5144700046658929,重点词,重点词,重点词,重点词,True,稳定词
499,3579,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
500,3653,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
501,3659,495403620,9628223555,5.77,7,6,1.0, 00:03:04,184.0,False,True,False,184.0,0.8571428571428571,0.0,0.8242857142857142,5.77,7.0,0.8571428571428571,0.0,184.0,0.24141136160175833,0.026514062338029772,0.008437769255459632,0.24141136160175833,0.20400510935899469,0.23329959780304949,潜力词,潜力词,潜力词,潜力词,True,稳定词
502,3677,495403620,9628223555,6.93,10,9,1.0, 00:00:44,44.0,False,True,False,44.0,0.9,0.0,0.693,6.93,10.0,0.9,0.0,44.0,0.215984783306877,0.02635220000776886,0.0072596476281980874,0.215984783306877,0.20316684003946975,0.2037402484723068,潜力词,潜力词,潜力词,潜力词,True,稳定词
503,3720,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
504,3769,495403620,9628223555,1.24,3,3,1.0, 00:00:03,3.0,False,True,False,3.0,1.0,0.0,0.41333333333333333,1.24,3.0,1.0,0.0,3.0,0.1490289371990321,0.02834293465764975,0.004963644022427915,0.1490289371990321,0.118474548872108,0.1458405062406619,潜力词,潜力词,潜力词,潜力词,True,稳定词
505,3922,495403620,9628223555,2.35,2,2,1.0, 00:00:25,25.0,False,True,False,25.0,1.0,0.0,1.175,2.35,2.0,1.0,0.0,25.0,0.17807266914686276,0.028019580556048442,0.006070514157026633,0.17807266914686276,0.1296418599914533,0.17679686568688444,潜力词,潜力词,潜力词,潜力词,True,稳定词
506,3923,495403620,9628223555,14.78,15,143,0.4286, 00:15:30,930.0,False,True,False,930.0,9.533333333333333,0.5714,0.9853333333333333,14.78,15.0,9.533333333333333,0.5714,930.0,0.5646164362509918,0.01623873709925279,0.021058805691347743,0.5646164362509918,0.42770416334630074,0.6007725050037988,重点词,重点词,重点词,重点词,True,稳定词
507,3924,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
508,3949,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
509,3951,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
510,3962,495403620,9628223555,8.52,6,6,1.0, 00:00:44,44.0,False,True,False,44.0,1.0,0.0,1.42,8.52,6.0,1.0,0.0,44.0,0.2089191693310992,0.02675541295563325,0.007065926050913185,0.2089191693310992,0.17781339443226632,0.2014339784570452,问题词,问题词,问题词,问题词,True,稳定词
511,3973,495403620,9628223555,4.8,7,35,0.8, 00:01:17,77.0,False,True,False,77.0,5.0,0.19999999999999996,0.6857142857142857,4.8,7.0,5.0,0.19999999999999996,77.0,0.3894538868453884,0.021786392229532523,0.01389705863540722,0.3894538868453884,0.29567263686454065,0.39364001028027884,黄金词,黄金词,黄金词,黄金词,True,稳定词
512,3989,495403620,9628223555,106.06,63,407,0.4483, 00:06:34,394.0,False,True,False,394.0,6.4603174603174605,0.5517000000000001,1.6834920634920636,106.06,63.0,6.4603174603174605,0.5517000000000001,394.0,0.5770828558250358,0.014316609668513386,0.019535434084507166,0.5770828558250358,0.48459199188200625,0.5977363454726322,重点词,重点词,重点词,重点词,True,稳定词
513,3991,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
514,4001,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
515,4002,495403620,9628223555,26.24,17,59,0.75, 00:04:48,288.0,False,True,False,288.0,3.4705882352941178,0.25,1.5435294117647058,26.24,17.0,3.4705882352941178,0.25,288.0,0.40712830320516796,0.020291743591788373,0.013934453579520499,0.40712830320516796,0.33413143481559227,0.4081351393709393,重点词,重点词,重点词,重点词,True,稳定词
516,4016,495403620,9628223555,48.68,27,55,0.6522, 00:02:52,172.0,False,True,False,172.0,2.037037037037037,0.3478,1.8029629629629629,48.68,27.0,2.037037037037037,0.3478,172.0,0.3929118310039651,0.019801966553544822,0.012815975229593693,0.3929118310039651,0.3443483505191827,0.39928945755797773,重点词,重点词,重点词,重点词,True,稳定词
517,4020,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
518,4046,495403620,9628223555,21.51,20,28,0.8235, 00:00:55,55.0,False,True,False,55.0,1.4,0.1765,1.0755000000000001,21.51,20.0,1.4,0.1765,55.0,0.2952128480637008,0.022896850283257563,0.009590759941122703,0.2952128480637008,0.27812144216086865,0.2868223045466754,问题词,问题词,问题词,问题词,True,稳定词
519,4047,495403620,9628223555,50.95,36,52,0.7778, 00:05:26,326.0,False,True,False,326.0,1.4444444444444444,0.22219999999999995,1.4152777777777779,50.95,36.0,1.4444444444444444,0.22219999999999995,326.0,0.3613362220650248,0.021268120817102613,0.012032845281006059,0.3613362220650248,0.34294440068133025,0.35124863659657746,重点词,重点词,重点词,重点词,True,稳定词
520,4052,495403620,9628223555,1.19,1,1,1.0, 00:00:09,9.0,False,True,False,9.0,1.0,0.0,1.19,1.19,1.0,1.0,0.0,9.0,0.15302863302248787,0.028888469827167657,0.005219495274720695,0.15302863302248787,0.10691018880119407,0.15326193788480943,潜力词,潜力词,潜力词,潜力词,True,稳定词
521,4141,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
522,4158,495403620,9628223555,36.54,28,49,0.92, 00:01:38,98.0,False,True,False,98.0,1.75,0.07999999999999996,1.305,36.54,28.0,1.75,0.07999999999999996,98.0,0.3160268222067712,0.022975996369457574,0.010615958864207194,0.3160268222067712,0.30653599463171544,0.29747968237087624,问题词,重点词,问题词,问题词,False,边界敏感词
523,4163,495403620,9628223555,0.49,2,2,1.0, 00:00:01,1.0,False,True,False,1.0,1.0,0.0,0.245,0.49,2.0,1.0,0.0,1.0,0.1395725829865599,0.029037953873559424,0.004710335987252675,0.1395725829865599,0.10375731134152906,0.13828996979872368,潜力词,潜力词,潜力词,潜力词,True,稳定词
524,4165,495403620,9628223555,36.37,33,30,0.8095, 00:02:33,153.0,False,True,False,153.0,0.9090909090909091,0.1905,1.102121212121212,36.37,33.0,0.9090909090909091,0.1905,153.0,0.3122403514647357,0.02268735538505597,0.010299975920835112,0.3122403514647357,0.3130814924785927,0.29945794195887276,问题词,重点词,问题词,问题词,False,边界敏感词
525,4171,495403620,9628223555,1.68,2,1,1.0, 00:00:08,8.0,False,True,False,8.0,0.5,0.0,0.84,1.68,2.0,0.5,0.0,8.0,0.11014133774326776,0.029249175962690204,0.0036202865747790923,0.11014133774326776,0.08370793669218635,0.10870397788172793,潜力词,潜力词,潜力词,潜力词,True,稳定词
526,4188,495403620,9628223555,1533.24,434,1683,0.5805, 00:04:46,286.0,False,True,False,286.0,3.877880184331797,0.4195,3.532811059907834,1533.24,434.0,3.877880184331797,0.4195,286.0,0.5705029371481931,0.01395571953581018,0.018537446874097127,0.5705029371481931,0.5834508812762403,0.548997631241665,重点词,重点词,重点词,重点词,True,稳定词
527,4189,495403620,9628223555,19.42,15,28,0.6667, 00:00:57,57.0,False,True,False,57.0,1.8666666666666667,0.33330000000000004,1.2946666666666669,19.42,15.0,1.8666666666666667,0.33330000000000004,57.0,0.34555205906652586,0.021197352651561478,0.011192317062008955,0.34555205906652586,0.29087930713696175,0.35707799654461686,重点词,重点词,重点词,重点词,True,稳定词
528,4251,495403620,9628223555,1.23,1,0,0.0,0,,False,True,True,92.0,0.0,1.0,1.23,1.23,1.0,0.0,1.0,92.0,0.4116933396092666,0.025439651296495898,0.0178025096533729,0.4116933396092666,0.30071818807662226,0.4798693147924276,黄金词,黄金词,黄金词,黄金词,True,稳定词
529,4310,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
530,4321,495403620,9628223555,89.22,64,291,0.566, 00:08:45,525.0,False,True,False,525.0,4.546875,0.43400000000000005,1.3940625,89.22,64.0,4.546875,0.43400000000000005,525.0,0.5237629315022811,0.01592569557683634,0.01751499316894663,0.5237629315022811,0.4572074126768641,0.5296989223805488,重点词,重点词,重点词,重点词,True,稳定词
531,4331,495403620,9628223555,16.86,15,9,1.0, 00:00:48,48.0,False,True,False,48.0,0.6,0.0,1.1239999999999999,16.86,15.0,0.6,0.0,48.0,0.2134966280062273,0.0264503209536182,0.007179949297565955,0.2134966280062273,0.2218233730478996,0.196451407645749,问题词,问题词,问题词,问题词,True,稳定词
532,4388,495403620,9628223555,8.28,9,5,1.0, 00:00:32,32.0,False,True,False,32.0,0.5555555555555556,0.0,0.9199999999999999,8.28,9.0,0.5555555555555556,0.0,32.0,0.18382893231454353,0.02720541687620779,0.006127566800067861,0.18382893231454353,0.1811548852787611,0.1717320308351166,问题词,问题词,问题词,问题词,True,稳定词
533,4422,495403620,9628223555,5.1,4,31,0.6, 00:23:45,1425.0,False,True,False,1425.0,7.75,0.4,1.275,5.1,4.0,7.75,0.4,1160.4800000000007,0.48509927229314487,0.019847283472823003,0.01869856120138091,0.48509927229314487,0.3489905688896055,0.5116279754918737,黄金词,黄金词,黄金词,黄金词,True,稳定词
534,4454,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
535,4463,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
536,4479,495403620,9628223555,7.22,8,6,1.0, 00:00:52,52.0,False,True,False,52.0,0.75,0.0,0.9025,7.22,8.0,0.75,0.0,52.0,0.20499537622749048,0.02681464398457732,0.006914271776106768,0.20499537622749048,0.187202015743659,0.1948974238069741,潜力词,潜力词,潜力词,潜力词,True,稳定词
537,4480,495403620,9628223555,21.87,15,12,0.9091, 00:00:34,34.0,False,True,False,34.0,0.8,0.09089999999999998,1.458,21.87,15.0,0.8,0.09089999999999998,34.0,0.2273037982064694,0.025192482040974816,0.007410864503889408,0.2273037982064694,0.22886604319277248,0.2141267508273548,问题词,问题词,问题词,问题词,True,稳定词
538,4498,495403620,9628223555,3.53,2,2,1.0, 00:02:00,120.0,False,True,False,120.0,1.0,0.0,1.765,3.53,2.0,1.0,0.0,120.0,0.21843657059918795,0.027646402138318527,0.007726801236247917,0.21843657059918795,0.15874296766226273,0.21715322323575523,潜力词,潜力词,潜力词,潜力词,True,稳定词
539,4504,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
540,4505,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
541,4529,495403620,9628223555,1.62,2,2,1.0, 00:00:02,2.0,False,True,False,2.0,1.0,0.0,0.81,1.62,2.0,1.0,0.0,2.0,0.1413640944448003,0.028845551107537563,0.004749073716456767,0.1413640944448003,0.1047421939272683,0.14007141943068893,潜力词,潜力词,潜力词,潜力词,True,稳定词
542,4541,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
543,4545,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
544,4558,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
545,4560,495403620,9628223555,15.29,8,17,0.6667, 00:02:01,121.0,False,True,False,121.0,2.125,0.33330000000000004,1.91125,15.29,8.0,2.125,0.33330000000000004,121.0,0.35162784358618293,0.02159160034502136,0.011709645137890367,0.35162784358618293,0.270975838342321,0.3685387786833253,重点词,问题词,重点词,重点词,False,边界敏感词
546,4581,495403620,9628223555,3.58,2,2,1.0, 00:01:03,63.0,False,True,False,63.0,1.0,0.0,1.79,3.58,2.0,1.0,0.0,63.0,0.20120665423864575,0.0277785715241252,0.006997095638761089,0.20120665423864575,0.14615147777129528,0.19993041071783654,潜力词,潜力词,潜力词,潜力词,True,稳定词
547,4594,495403620,9628223555,20.64,30,24,1.0, 00:00:40,40.0,False,True,False,40.0,0.8,0.0,0.6880000000000001,20.64,30.0,0.8,0.0,40.0,0.24611268873365338,0.025364339624806123,0.008280396459424058,0.24611268873365338,0.27498723994235574,0.22087107614811716,问题词,问题词,问题词,问题词,True,稳定词
548,4613,495403620,9628223555,5.38,5,3,1.0, 00:01:20,80.0,False,True,False,80.0,0.6,0.0,1.076,5.38,5.0,0.6,0.0,80.0,0.19722201827108754,0.0275092946854052,0.0067583301268243,0.19722201827108754,0.16478327067618725,0.19123354284076688,潜力词,潜力词,潜力词,潜力词,True,稳定词
549,4634,495403620,9628223555,375.36,121,502,0.5534, 00:07:18,438.0,False,True,False,438.0,4.148760330578512,0.4466,3.1021487603305786,375.36,121.0,4.148760330578512,0.4466,438.0,0.5409366538072837,0.01506720207575675,0.01775441655426014,0.5409366538072837,0.4984482467765763,0.5401114191463977,重点词,重点词,重点词,重点词,True,稳定词
550,4637,495403620,9628223555,5.75,11,9,1.0, 00:00:54,54.0,False,True,False,54.0,0.8181818181818182,0.0,0.5227272727272727,5.75,11.0,0.8181818181818182,0.0,54.0,0.21890719486302654,0.02633356176176605,0.007380180816042181,0.21890719486302654,0.2092288035291117,0.20577608925763327,潜力词,潜力词,潜力词,潜力词,True,稳定词
551,4706,495403620,9628223555,6.41,11,14,0.8889, 00:01:34,94.0,False,True,False,94.0,1.2727272727272727,0.11109999999999998,0.5827272727272728,6.41,11.0,1.2727272727272727,0.11109999999999998,94.0,0.26992779379764786,0.024321432708187585,0.008992303250480699,0.26992779379764786,0.23680202154379537,0.2629050791989949,潜力词,潜力词,潜力词,潜力词,True,稳定词
552,4717,495403620,9628223555,1.77,3,3,1.0, 00:00:15,15.0,False,True,False,15.0,1.0,0.0,0.59,1.77,3.0,1.0,0.0,15.0,0.17171710962736816,0.027794939948303187,0.005762363083513235,0.17171710962736816,0.13289050750136874,0.16865385243719688,潜力词,潜力词,潜力词,潜力词,True,稳定词
553,4718,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
554,4760,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
555,4762,495403620,9628223555,0.97,2,1,1.0, 00:00:02,2.0,False,True,False,2.0,0.5,0.0,0.485,0.97,2.0,0.5,0.0,2.0,0.08905995036305749,0.02969860167750274,0.0029035456200490516,0.08905995036305749,0.07023116599108227,0.08743356672652602,潜力词,潜力词,潜力词,潜力词,True,稳定词
556,4828,495403620,9628223555,11.05,8,22,0.5, 00:03:19,199.0,False,True,False,199.0,2.75,0.5,1.38125,11.05,8.0,2.75,0.5,199.0,0.42228724167920667,0.019646324895514412,0.014360756673221113,0.42228724167920667,0.31391135780715806,0.4577182603462507,重点词,重点词,重点词,重点词,True,稳定词
557,4832,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
558,4854,495403620,9628223555,0.0,0,0,,/,,True,False,False,96.0,,,,0.15,1.0,,,96.0,,,,,,,无效词,无效词,无效词,无效词,False,—
559,4865,495403620,9628223555,61.99,63,65,0.84, 00:01:04,64.0,False,True,False,64.0,1.0317460317460319,0.16000000000000003,0.983968253968254,61.99,63.0,1.0317460317460319,0.16000000000000003,64.0,0.3193586084884394,0.022268730776346973,0.010448543039300399,0.3193586084884394,0.3523110614502504,0.2947001195772311,重点词,重点词,问题词,重点词,False,边界敏感词
560,4888,495403620,9628223555,33.02,26,57,0.7083, 00:03:22,202.0,False,True,False,202.0,2.1923076923076925,0.29169999999999996,1.27,33.02,26.0,2.1923076923076925,0.29169999999999996,202.0,0.38605921041871444,0.02021113470703781,0.012709197432519212,0.38605921041871444,0.33932805634437135,0.38666437905280715,重点词,重点词,重点词,重点词,True,稳定词
561,4914,495403620,9628223555,2.05,2,2,1.0, 00:01:32,92.0,False,True,False,92.0,1.0,0.0,1.025,2.05,2.0,1.0,0.0,92.0,0.21127469269685506,0.027697137928984577,0.007419191764667866,0.21127469269685506,0.15347884754643093,0.20999483575453678,潜力词,潜力词,潜力词,潜力词,True,稳定词
