关键词,消费额,点击量,累计消费占比,累计点击占比
1205,12.68,11,0.9981051717381292,0.9963644639830381
5257,12.66,10,0.9981140500309773,0.9963764426849062
2147,12.55,11,0.9981228511822605,0.9963896192569611
5313,12.530000000000001,19,0.9981316383078046,0.9964123787905105
1764,12.51,20,0.9981404114076096,0.9964363361942467
4843,12.41,21,0.9981491143787189,0.9964614914681696
4987,12.34,11,0.9981577682597417,0.9964746680402244
965,12.3,13,0.9981663940892861,0.996490240352653
480,12.25,4,0.9981749848544829,0.9964950318334003
2597,12.23,15,0.9981835615939404,0.9965129998862023
243,12.22,11,0.9981921313205284,0.9965261764582573
4261,12.22,54,0.9982007010471166,0.9965908614483449
4048,12.200000000000001,10,0.9982092567479655,0.9966028401502129
2546,12.2,11,0.9982178124488144,0.9966160167222679
5869,12.17,5,0.9982263471110546,0.9966220060732018
3801,12.08,9,0.9982348186574691,0.9966327869048831
6148,12.03,14,0.9982432551395357,0.9966495570874985
588,11.97,13,0.9982516495443851,0.9966651293999269
3785,11.91,7,0.9982600018720171,0.9966735144912345
391,11.9,8,0.9982683471867796,0.9966830974527291
3973,11.89,15,0.9982766854886724,0.9967010655055312
4713,11.870000000000001,5,0.9982850097648264,0.9967070548564652
1040,11.850000000000001,11,0.9982933200152412,0.9967202314285201
2727,11.66,15,0.9983014970211346,0.9967381994813223
3548,11.61,15,0.9983096389626802,0.9967561675341243
3749,11.54,14,0.998317731814139,0.9967729377167396
957,11.4,9,0.9983257264854241,0.996783718548421
5764,11.39,9,0.9983337141438395,0.9967944993801022
1552,11.22,8,0.9983415825834727,0.9968040823415967
4032,11.18,11,0.9983494229716278,0.9968172589136516
1385,11.15,5,0.9983572423211741,0.9968232482645856
2905,11.09,19,0.9983650195935032,0.9968460077981349
3181,11.07,13,0.9983727828400932,0.9968615801105635
1217,11.05,12,0.9983805320609442,0.9968759545528051
4960,10.94,15,0.99838820414023,0.9968939226056073
6157,10.809999999999999,10,0.9983957850522118,0.9969059013074754
1242,10.75,12,0.9984033238869763,0.996920275749717
4418,10.74,8,0.9984108557088712,0.9969298587112114
3305,10.73,11,0.9984183805178966,0.9969430352832663
858,10.73,23,0.9984259053269219,0.996970586297563
4706,10.719999999999999,16,0.9984334231230777,0.9969897522205519
5126,10.69,12,0.9984409198806248,0.9970041266627936
438,10.63,35,0.9984483745609546,0.9970460521193318
268,10.55,14,0.9984557731383281,0.9970628223019471
2186,10.540000000000001,11,0.9984631647028321,0.997075998874002
1296,10.54,6,0.998470556267336,0.9970831860951229
2992,10.54,3,0.9984779478318401,0.9970867797056833
6542,10.46,13,0.9984852832933876,0.9971023520181118
984,10.36,11,0.9984925486262397,0.9971155285901667
2570,10.34,7,0.9984997999333527,0.9971239136814743
1159,10.33,9,0.9985070442275962,0.9971346945131556
2397,10.32,8,0.9985142815089701,0.9971442774746501
4935,10.31,11,0.9985215117774745,0.997157454046705
2825,10.3,8,0.9985287350331093,0.9971670370081994
4723,10.24,10,0.9985359162115268,0.9971790157100675
2890,10.219999999999999,10,0.9985430833642052,0.9971909944119356
2775,10.21,9,0.998550243504014,0.9972017752436169
6579,10.19,10,0.9985573896180837,0.997213753945485
3991,10.09,7,0.998564465603458,0.9972221390367926
1235,10.08,10,0.9985715345759628,0.9972341177386607
3178,10.08,13,0.9985786035484676,0.9972496900510892
6518,10.03,8,0.9985856374566247,0.9972592730125837
1327,10.01,7,0.9985926573390425,0.9972676581038913
4529,9.989999999999998,9,0.9985996631957212,0.9972784389355726
4467,9.91,17,0.9986066129494436,0.9972988027287483
6578,9.86,32,0.9986135276388184,0.9973371345747262
523,9.83,10,0.9986204212895844,0.9973491132765943
2733,9.83,7,0.9986273149403505,0.9973574983679019
3535,9.73,8,0.998634138462421,0.9973670813293963
5649,9.69,6,0.9986409339330132,0.9973742685505171
6436,9.62,7,0.9986476803135188,0.9973826536418249
2304,9.61,12,0.9986544196811549,0.9973970280840665
3070,9.57,8,0.9986611309973127,0.9974066110455609
5980,9.57,8,0.9986678423134705,0.9974161940070555
1610,9.46,9,0.9986744764880632,0.9974269748387368
3267,9.34,6,0.9986810265082213,0.9974341620598576
5467,9.29,9,0.9986875414640318,0.9974449428915388
4637,9.23,14,0.998694014342625,0.9974617130741541
1268,9.13,12,0.9987004170925224,0.9974760875163958
3760,9.1,17,0.9987067988038115,0.9974964513095715
982,9.1,11,0.9987131805151005,0.9975096278816264
1517,9.07,7,0.998719541187781,0.9975180129729341
4621,9.04,11,0.9987258808218527,0.997531189544989
4999,9.03,6,0.9987322134430549,0.9975383767661099
4126,8.95,4,0.9987384899613005,0.9975431682468571
524,8.95,6,0.9987447664795462,0.997550355467978
2638,8.93,9,0.9987510289720529,0.9975611362996593
2175,8.76,7,0.9987571722457772,0.9975695213909669
1844,8.64,13,0.998763231365067,0.9975850937033953
445,8.59,8,0.9987692554200089,0.9975946766648899
2569,8.56,6,0.9987752584363424,0.9976018638860107
2616,8.53,12,0.9987812404140671,0.9976162383282524
3962,8.52,6,0.9987872153789223,0.9976234255493732
3112,8.5,10,0.9987931763180384,0.9976354042512413
1131,8.44,10,0.9987990951799371,0.9976473829531094
848,8.34,8,0.9988049439131406,0.9976569659146038
4388,8.28,9,0.9988107505691266,0.9976677467462851
2803,8.18,7,0.998816487096417,0.9976761318375927
3481,8.14,12,0.9988221955722293,0.9976905062798345
618,8.11,8,0.9988278830094331,0.9977000892413289
4667,8.06,19,0.9988335353822891,0.9977228487748783
5219,8.05,7,0.9988391807422755,0.9977312338661859
4735,8.0,12,0.9988447910379142,0.9977456083084276
307,7.98,7,0.9988503873078137,0.9977539933997353
2734,7.95,8,0.9988559625391047,0.9977635763612297
609,7.94,8,0.998861530757526,0.9977731593227241
3473,7.85,7,0.9988670358601215,0.9977815444140319
2357,7.84,9,0.9988725339498474,0.9977923252457132
1523,7.77,7,0.9988779829494865,0.9978007103370208
4255,7.61,25,0.9988833197432129,0.9978306570916909
516,7.59,6,0.9988886425112001,0.9978378443128119
4171,7.59,8,0.9988939652791874,0.9978474272743063
2571,7.58,8,0.998899281034305,0.9978570102358008
6383,7.55,11,0.998904575750814,0.9978701868078557
1332,7.5,5,0.9989098354029753,0.9978761761587897
3443,7.46,22,0.9989150670036584,0.9979025293028995
4849,7.46,9,0.9989202986043414,0.9979133101345807
5255,7.45,9,0.9989255231921549,0.997924090966262
5902,7.4,7,0.9989307127156206,0.9979324760575696
2669,7.34,7,0.9989358601618691,0.9979408611488773
1812,7.32,4,0.9989409935823785,0.9979456526296245
1143,7.32,5,0.998946127002888,0.9979516419805585
2418,7.31,6,0.9989512534105278,0.9979588292016794
5406,7.300000000000001,9,0.9989563728052981,0.9979696100333607
3422,7.28,6,0.9989614781743293,0.9979767972544815
5870,7.27,11,0.998966576530491,0.9979899738265364
6209,7.2,4,0.9989716257965657,0.9979947653072837
4854,7.17,12,0.9989766540240319,0.9980091397495253
5236,7.11,5,0.9989816401742808,0.9980151291004594
2858,7.04,6,0.9989865772344428,0.9980223163215802
809,6.97,2,0.998991465204518,0.9980247120619539
3677,6.93,10,0.998996325123115,0.998036690763822
3784,6.91,15,0.9990011710159729,0.998054658816624
4833,6.88,8,0.999005995870222,0.9980642417781185
2790,6.8,6,0.9990107646215148,0.9980714289992394
6093,6.74,3,0.9990154912955904,0.9980750226097997
175,6.73,4,0.9990202109567965,0.998079814090547
3476,6.72,7,0.999024923605133,0.9980881991818547
1629,6.69,8,0.9990296152148607,0.9980977821433491
5228,6.63,5,0.9990342647473712,0.9981037714942832
3843,6.63,5,0.9990389142798817,0.9981097608452172
2294,6.61,4,0.9990435497866532,0.9981145523259645
5745,6.58,6,0.999048164254816,0.9981217395470853
2432,6.5600000000000005,6,0.9990527646972398,0.9981289267682061
710,6.56,8,0.9990573651396635,0.9981385097297006
1124,6.52,6,0.999061937530609,0.9981456969508214
64,6.47,13,0.9990664748572068,0.99816126926325
3082,6.46,4,0.999071005170935,0.9981660607439972
5222,6.44,4,0.9990755214589241,0.9981708522247444
5241,6.42,4,0.9990800237211741,0.9981756437054916
1930,6.29,5,0.99908443481612,0.9981816330564257
766,6.28,4,0.9990888388981963,0.9981864245371729
6091,6.28,7,0.9990932429802727,0.9981948096284805
2424,6.26,4,0.99909763303661,0.9981996011092278
2896,6.25,9,0.9991020160800776,0.998210381940909
4868,6.19,3,0.9991063570463281,0.9982139755514695
5220,6.19,4,0.9991106980125785,0.9982187670322167
1292,6.18,8,0.9991150319659593,0.9982283499937111
61,6.13,8,0.9991193308549924,0.9982379329552057
725,6.12,7,0.999123622731156,0.9982463180465133
6245,6.07,2,0.9991278795429719,0.998248713786887
2682,6.07,4,0.9991321363547878,0.9982535052676341
666,6.06,6,0.9991363861537341,0.998260692488755
202,6.04,7,0.9991406219269413,0.9982690775800627
1093,6.03,5,0.999144850687279,0.9982750669309967
1535,6.01,10,0.9991490654218775,0.9982870456328647
5862,5.94,8,0.9991532310663892,0.9982966285943592
5196,5.93,9,0.9991573896980314,0.9983074094260405
3769,5.92,9,0.9991615413168039,0.9983181902577217
2955,5.91,8,0.9991656859227068,0.9983277732192163
2124,5.91,6,0.9991698305286099,0.9983349604403371
62,5.88,7,0.9991739540959043,0.9983433455316447
1398,5.87,4,0.9991780706503292,0.998348137012392
3127,5.8,7,0.9991821381146673,0.9983565221036996
648,5.79,4,0.9991861985661358,0.9983613135844469
2096,5.78,12,0.9991902520047347,0.9983756880266885
3072,5.77,6,0.9991942984304641,0.9983828752478094
3659,5.77,7,0.9991983448561935,0.9983912603391171
714,5.76,12,0.9992023842690534,0.9984056347813588
6616,5.75,3,0.9992064166690436,0.9984092283919191
3818,5.74,2,0.9992104420561644,0.9984116241322928
755,5.73,7,0.9992144604304156,0.9984200092236004
4056,5.66,7,0.9992184297145799,0.998428394314908
1678,5.64,6,0.9992223849730051,0.998435581536029
1265,5.63,3,0.9992263332185607,0.9984391751465894
6452,5.59,5,0.9992302534126383,0.9984451644975234
5812,5.56,4,0.9992341525681072,0.9984499559782707
4538,5.54,4,0.9992380376978369,0.9984547474590179
4514,5.52,2,0.9992419088018276,0.9984571431993915
5832,5.52,8,0.9992457799058183,0.9984667261608859
1524,5.5,9,0.99924963698407,0.9984775069925672
114,5.49,6,0.9992534870494519,0.998484694213688
6503,5.49,7,0.999257337114834,0.9984930793049958
5492,5.47,7,0.9992611731544769,0.9985014643963034
752,5.46,8,0.9992650021812503,0.9985110473577978
5643,5.44,3,0.9992688171822846,0.9985146409683583
2797,5.41,4,0.9992726111447101,0.9985194324491055
909,5.4,2,0.9992763980942662,0.9985218281894791
4155,5.39,4,0.9992801780309526,0.9985266196702264
4613,5.38,5,0.9992839509547695,0.9985326090211604
2813,5.37,11,0.999287716865717,0.9985457855932153
4519,5.33,8,0.9992914547251864,0.9985553685547097
2690,5.24,9,0.9992951294688297,0.998566149386391
1325,5.23,8,0.9992987971996035,0.9985757323478854
3487,5.23,5,0.9993024649303772,0.9985817216988195
5624,5.22,14,0.9993061256482815,0.9985984918814348
1439,5.2,9,0.9993097723404466,0.9986092727131161
4323,5.2,5,0.9993134190326117,0.9986152620640502
317,5.17,5,0.9993170446861681,0.9986212514149841
2188,5.13,3,0.9993206422882464,0.9986248450255446
617,5.13,6,0.9993242398903246,0.9986320322466654
6432,5.13,4,0.9993278374924027,0.9986368237274127
4422,5.1,4,0.9993314140558724,0.9986416152081599
5726,5.1,3,0.9993349906193422,0.9986452088187203
4593,5.08,6,0.9993385531570728,0.9986523960398411
5395,5.08,4,0.9993421156948034,0.9986571875205884
674,5.07,4,0.9993456712196644,0.9986619790013356
2295,5.07,2,0.9993492267445255,0.9986643747417092
1983,5.04,4,0.9993527612307779,0.9986691662224565
57,5.02,6,0.9993562816912912,0.9986763534435773
6487,4.97,9,0.9993597670874567,0.9986871342752586
3211,4.96,6,0.9993632454707526,0.9986943214963795
884,4.94,5,0.9993667098283094,0.9987003108473135
2467,4.9,8,0.999370146134388,0.9987098938088079
193,4.83,5,0.9993735333503799,0.998715883159742
3775,4.81,4,0.9993769065406327,0.9987206746404892
2091,4.76,5,0.9993802446665377,0.9987266639914233
2572,4.75,5,0.9993835757795733,0.9987326533423573
6560,4.72,2,0.999386885854,0.9987350490827309
5449,4.71,6,0.9993901889155572,0.9987422363038517
6,4.69,3,0.9993934779513753,0.9987458299144122
5888,4.66,5,0.9993967459485849,0.9987518192653462
5309,4.65,10,0.9994000069329247,0.9987637979672143
228,4.64,4,0.9994032609043951,0.9987685894479615
4845,4.63,4,0.9994065078629959,0.9987733809287087
4379,4.62,5,0.9994097478087273,0.9987793702796428
2574,4.62,2,0.9994129877544587,0.9987817660200164
4891,4.61,4,0.9994162206873206,0.9987865575007636
5508,4.6,6,0.9994194466073129,0.9987937447218845
1853,4.59,8,0.9994226655144356,0.998803327683379
646,4.58,6,0.9994258774086888,0.9988105149044998
5734,4.55,4,0.9994290682643333,0.9988153063852471
3924,4.53,6,0.9994322450942388,0.9988224936063679
570,4.51,4,0.999435407898405,0.9988272850871152
6154,4.51,6,0.9994385707025714,0.998834472308236
3934,4.48,4,0.999441712468129,0.9988392637889831
2767,4.47,6,0.9994448472208171,0.998846451010104
6250,4.47,4,0.9994479819735052,0.9988512424908512
6242,4.45,4,0.9994511027004541,0.9988560339715985
2629,4.43,5,0.999454209401664,0.9988620233225325
6028,4.42,3,0.9994573090900043,0.998865616933093
5913,4.42,6,0.9994604087783446,0.9988728041542138
2006,4.41,2,0.9994635014538154,0.9988751998945874
2249,4.33,3,0.9994665380263299,0.9988787935051479
1752,4.32,2,0.9994695675859748,0.9988811892455215
3951,4.31,1,0.9994725901327501,0.9988823871157083
2891,4.31,6,0.9994756126795256,0.9988895743368291
1010,4.3,4,0.9994786282134314,0.9988943658175764
2043,4.27,4,0.9994816227087285,0.9988991572983236
2904,4.24,6,0.999484596165417,0.9989063445194444
2749,4.24,5,0.9994875696221055,0.9989123338703785
3024,4.23,5,0.9994905360659244,0.9989183232213125
2859,4.18,3,0.9994934674453956,0.9989219168318729
2093,4.18,5,0.9994963988248667,0.998927906182807
190,4.14,3,0.9994993021528596,0.9989314997933674
6017,4.12,4,0.9995021914551137,0.9989362912741147
4762,4.11,9,0.999505073744498,0.9989470721057959
5111,4.1,5,0.9995079490210129,0.9989530614567299
5505,4.09,6,0.9995108172846583,0.9989602486778508
5802,4.09,3,0.9995136855483037,0.9989638422884112
5351,4.07,3,0.9995165397862098,0.9989674358989716
4578,4.05,5,0.9995193799983769,0.9989734252499056
1824,4.04,5,0.9995222131976745,0.9989794146008397
2964,4.03,3,0.9995250393841025,0.9989830082114002
5817,4.01,6,0.9995278515447914,0.998990195432521
396,4.0,8,0.9995306566926108,0.9989997783940154
3678,3.98,11,0.9995334478146909,0.9990129549660703
2762,3.98,5,0.9995362389367711,0.9990189443170043
4550,3.97,3,0.9995390230459819,0.9990225379275648
3665,3.95,5,0.9995417931294533,0.9990285272784988
1287,3.95,6,0.999544563212925,0.9990357144996197
5155,3.94,3,0.9995473262835269,0.99903930811018
5292,3.93,3,0.9995500823412594,0.9990429017207405
3180,3.89,3,0.9995528103475136,0.999046495331301
5166,3.88,1,0.9995555313408984,0.9990476932014878
1531,3.87,9,0.9995582453214136,0.999058474033169
934,3.84,2,0.9995609382633203,0.9990608697735427
2367,3.84,5,0.9995636312052268,0.9990668591244767
6305,3.8,5,0.9995662960956553,0.9990728484754107
4738,3.78,3,0.9995689469603445,0.9990764420859711
2101,3.75,3,0.9995715767864252,0.9990800356965316
2076,3.75,5,0.9995742066125057,0.9990860250474656
6280,3.71,4,0.9995768083871082,0.9990908165282129
4251,3.7,5,0.999579403148841,0.9990968058791468
5840,3.66,2,0.9995819698590956,0.9990992016195205
5242,3.64,3,0.9995845225436112,0.9991027952300809
5700,3.63,2,0.9995870682152571,0.9991051909704546
4005,3.61,1,0.9995895998611641,0.9991063888406413
1617,3.61,3,0.9995921315070712,0.9991099824512018
1365,3.6,5,0.9995946561401087,0.9991159718021358
4581,3.58,2,0.999597166747407,0.9991183675425094
4393,3.55,2,0.9995996563160967,0.999120763282883
4498,3.53,2,0.9996021318590472,0.9991231590232567
5841,3.53,6,0.9996046074019979,0.9991303462443775
5474,3.52,4,0.9996070759320789,0.9991351377251247
2768,3.5,4,0.9996095304364208,0.9991399292058719
2990,3.5,2,0.9996119849407628,0.9991423249462456
2795,3.49,4,0.999614432432235,0.9991471164269928
257,3.48,3,0.9996168729108379,0.9991507100375532
3303,3.47,3,0.9996193063765711,0.9991543036481136
370,3.46,8,0.9996217328294348,0.9991638866096081
4333,3.45,2,0.999624152269429,0.9991662823499817
2212,3.45,2,0.9996265717094232,0.9991686780903554
6224,3.44,2,0.9996289841365477,0.999171073830729
3643,3.44,5,0.9996313965636723,0.999177063181663
1194,3.39,3,0.9996337739264491,0.9991806567922235
1716,3.37,2,0.999636137263487,0.9991830525325971
4739,3.37,8,0.9996385006005248,0.9991926354940915
1233,3.36,2,0.9996408569246932,0.9991950312344651
2331,3.33,4,0.9996431922102528,0.9991998227152123
4292,3.3,3,0.9996455064572037,0.9992034163257728
4549,3.28,2,0.9996478066784157,0.9992058120661463
4186,3.17,2,0.9996500297580624,0.99920820780652
6662,3.14,2,0.9996522317991006,0.9992106035468936
3541,3.12,4,0.9996544198143997,0.9992153950276409
5428,3.11,4,0.9996566008168293,0.9992201865083881
1185,3.09,4,0.9996587677935198,0.9992249779891353
5549,3.05,3,0.9996609067187321,0.9992285715996957
5655,3.04,5,0.9996630386310748,0.9992345609506298
3179,3.04,5,0.9996651705434175,0.9992405503015638
1723,3.03,5,0.9996672954428907,0.9992465396524979
5800,3.02,3,0.9996694133294942,0.9992501332630583
2731,3.0,2,0.9996715171903587,0.9992525290034319
295,2.99,4,0.9996736140383538,0.9992573204841791
5963,2.98,2,0.9996757038734791,0.9992597162245528
4807,2.96,5,0.9996777796828654,0.9992657055754868
1628,2.96,3,0.9996798554922517,0.9992692991860472
5009,2.96,5,0.999681931301638,0.9992752885369812
4836,2.94,3,0.9996839930852851,0.9992788821475417
6021,2.94,2,0.9996860548689323,0.9992812778879153
2225,2.93,5,0.9996881096397099,0.9992872672388493
6130,2.93,3,0.9996901644104875,0.9992908608494098
998,2.91,1,0.999692205155526,0.9992920587195966
5113,2.91,3,0.9996942459005645,0.9992956523301569
568,2.89,2,0.9996962726198639,0.9992980480705306
2553,2.88,4,0.9996982923262938,0.9993028395512779
5163,2.85,4,0.9997002909941151,0.999307631032025
901,2.85,3,0.9997022896619364,0.9993112246425855
3882,2.83,3,0.9997042743040186,0.9993148182531459
2551,2.83,2,0.9997062589461009,0.9993172139935195
3359,2.83,3,0.9997082435881831,0.9993208076040799
2547,2.82,3,0.9997102212173958,0.9993244012146404
660,2.76,3,0.9997121567693912,0.9993279948252007
5199,2.75,2,0.9997140853085169,0.9993303905655744
2291,2.75,3,0.9997160138476427,0.9993339841761348
2010,2.75,3,0.9997179423867686,0.9993375777866953
3495,2.74,4,0.9997198639130248,0.9993423692674425
2738,2.73,2,0.9997217784264114,0.9993447650078161
3185,2.72,4,0.9997236859269286,0.9993495564885634
661,2.71,2,0.9997255864145762,0.9993519522289369
5912,2.7,4,0.9997274798893542,0.9993567437096842
6207,2.68,2,0.9997293593383931,0.9993591394500578
4476,2.68,4,0.999731238787432,0.999363930930805
3451,2.63,3,0.9997330831721232,0.9993675245413655
1014,2.6,4,0.9997349065182057,0.9993723160221127
3774,2.56,9,0.9997367018128102,0.999383096853794
5730,2.54,2,0.9997384830816755,0.9993854925941675
2243,2.54,2,0.9997402643505408,0.9993878883345412
5515,2.51,1,0.9997420245807974,0.999389086204728
1094,2.51,3,0.9997437848110541,0.9993926798152885
4920,2.5,2,0.9997455380284411,0.999395075555662
4399,2.49,5,0.9997472842329587,0.9994010649065961
2453,2.48,3,0.9997490234246066,0.9994046585171565
1652,2.48,3,0.9997507626162546,0.9994082521277169
4688,2.48,5,0.9997525018079025,0.999414241478651
4764,2.46,2,0.9997542269738114,0.9994166372190246
4931,2.43,5,0.9997559311011116,0.9994226265699586
5522,2.41,1,0.9997576212026728,0.9994238244401454
5167,2.4,3,0.9997593042913643,0.9994274180507059
4923,2.4,3,0.9997609873800558,0.9994310116612662
3779,2.4,2,0.9997626704687473,0.9994334074016399
4615,2.39,2,0.9997643465445694,0.9994358031420135
1285,2.38,1,0.9997660156075218,0.9994370010122003
4108,2.36,3,0.9997676706447353,0.9994405946227607
2198,2.35,2,0.9997693186690791,0.9994429903631343
3922,2.35,2,0.999770966693423,0.999445386103508
6039,2.31,5,0.9997725866662888,0.999451375454442
5813,2.31,3,0.9997742066391545,0.9994549690650024
2527,2.29,5,0.999775812586281,0.9994609584159365
108,2.28,2,0.9997774115205381,0.99946335415631
1381,2.27,3,0.9997790034419256,0.9994669477668705
993,2.26,4,0.9997805883504435,0.9994717392476178
1881,2.24,3,0.9997821592332223,0.9994753328581781
989,2.24,3,0.9997837301160012,0.9994789264687386
1262,2.21,1,0.9997852799601713,0.9994801243389254
2442,2.2,2,0.9997868227914719,0.999482520079299
472,2.19,4,0.999788358609903,0.9994873115600462
2835,2.16,2,0.9997898733897254,0.9994897073004199
5048,2.15,3,0.9997913811566782,0.9994933009109803
1041,2.11,4,0.9997928608721529,0.9994980923917275
6656,2.09,2,0.9997943265618886,0.9995004881321011
432,2.08,3,0.9997957852387547,0.9995040817426616
377,2.08,2,0.9997972439156209,0.9995064774830351
5658,2.07,2,0.9997986955796173,0.9995088732234088
2814,2.07,2,0.9998001472436139,0.9995112689637824
2745,2.05,3,0.9998015848818713,0.9995148625743429
1754,2.05,5,0.9998030225201288,0.9995208519252768
4914,2.05,2,0.9998044601583862,0.9995232476656505
4750,2.04,2,0.9998058907837741,0.9995256434060241
2217,2.02,2,0.9998073073834229,0.9995280391463977
652,2.01,4,0.9998087169702021,0.9995328306271449
6595,2.0,1,0.9998101195441118,0.9995340284973318
3158,1.99,1,0.9998115151051519,0.9995352263675186
3742,1.99,2,0.999812910666192,0.9995376221078922
3465,1.98,2,0.9998142992143626,0.9995400178482657
3437,1.98,2,0.9998156877625332,0.9995424135886394
3040,1.98,4,0.9998170763107037,0.9995472050693867
911,1.96,4,0.9998184508331351,0.9995519965501338
831,1.96,2,0.9998198253555666,0.9995543922905075
2129,1.95,1,0.9998211928651285,0.9995555901606943
3365,1.95,1,0.9998225603746903,0.9995567880308811
4951,1.95,1,0.9998239278842522,0.9995579859010679
5327,1.93,2,0.999825281368075,0.9995603816414416
4307,1.92,2,0.9998266278390282,0.9995627773818151
3090,1.9,1,0.9998279602842424,0.9995639752520019
3286,1.9,1,0.9998292927294565,0.9995651731221887
2834,1.88,1,0.9998306111489315,0.9995663709923756
1490,1.88,1,0.9998319295684065,0.9995675688625624
2980,1.88,1,0.9998332479878815,0.9995687667327492
810,1.87,1,0.9998345593944872,0.999569964602936
3149,1.86,2,0.9998358637882232,0.9995723603433095
2770,1.86,2,0.9998371681819592,0.9995747560836832
2436,1.86,2,0.9998384725756954,0.9995771518240568
6378,1.85,3,0.9998397699565619,0.9995807454346173
6082,1.85,1,0.9998410673374283,0.9995819433048041
2916,1.83,1,0.9998423506925558,0.9995831411749909
2675,1.83,1,0.9998436340476832,0.9995843390451776
1879,1.82,2,0.9998449103899409,0.9995867347855513
4366,1.82,3,0.9998461867321988,0.9995903283961117
3979,1.82,1,0.9998474630744567,0.9995915262662985
5248,1.81,1,0.999848732403845,0.9995927241364854
501,1.81,3,0.9998500017332332,0.9995963177470457
5326,1.8,2,0.999851264049752,0.9995987134874194
3029,1.8,1,0.9998525263662706,0.9995999113576062
6604,1.8,1,0.9998537886827894,0.999601109227793
3842,1.8,2,0.9998550509993082,0.9996035049681666
6414,1.78,1,0.9998562992900878,0.9996047028383535
4012,1.78,5,0.9998575475808674,0.9996106921892874
734,1.77,1,0.9998587888587774,0.9996118900594743
4717,1.77,3,0.9998600301366876,0.9996154836700347
3281,1.75,2,0.9998612573888584,0.9996178794104082
4163,1.75,3,0.9998624846410294,0.9996214730209687
1108,1.73,1,0.9998636978674613,0.9996226708911555
4042,1.73,7,0.9998649110938932,0.9996310559824632
4286,1.71,1,0.9998661102945859,0.99963225385265
4639,1.71,3,0.9998673094952786,0.9996358474632104
5885,1.71,2,0.9998685086959713,0.9996382432035841
3996,1.7,6,0.9998697008837946,0.9996454304247049
3617,1.68,1,0.9998708790458787,0.9996466282948917
1370,1.66,2,0.9998720431822236,0.9996490240352653
5013,1.65,2,0.999873200305699,0.9996514197756389
2288,1.64,2,0.9998743504163049,0.9996538155160125
2719,1.63,3,0.9998754935140411,0.999657409126573
1921,1.63,1,0.9998766366117775,0.9996586069967598
1049,1.61,1,0.9998777656837748,0.9996598048669466
4001,1.61,2,0.9998788947557722,0.9996622006073201
4544,1.61,2,0.9998800238277695,0.9996645963476938
543,1.58,3,0.9998811318611582,0.9996681899582542
518,1.57,3,0.9998822328816773,0.9996717835688147
4135,1.57,1,0.9998833339021965,0.9996729814390014
560,1.56,3,0.9998844279098461,0.9996765750495619
5495,1.56,9,0.9998855219174956,0.9996873558812431
4110,1.55,5,0.9998866089122757,0.9996933452321772
4420,1.53,1,0.9998876818813166,0.9996945431023639
3873,1.53,1,0.9998887548503574,0.9996957409725508
5602,1.5,1,0.9998898067807898,0.9996969388427376
1255,1.5,1,0.999890858711222,0.9996981367129244
6353,1.5,2,0.9998919106416543,0.999700532453298
669,1.5,1,0.9998929625720865,0.9997017303234849
4289,1.5,1,0.9998940145025187,0.9997029281936717
2966,1.5,1,0.999895066432951,0.9997041260638585
3877,1.5,1,0.9998961183633832,0.9997053239340453
6596,1.48,3,0.9998971562680764,0.9997089175446057
4674,1.48,1,0.9998981941727695,0.9997101154147925
14,1.48,2,0.9998992320774627,0.9997125111551661
2596,1.47,1,0.9999002629692862,0.999713709025353
2877,1.46,1,0.9999012868482403,0.9997149068955398
1135,1.46,1,0.9999023107271943,0.9997161047657266
6340,1.45,1,0.9999033275932788,0.9997173026359133
2267,1.45,2,0.9999043444593633,0.9997196983762869
113,1.44,1,0.9999053543125782,0.9997208962464738
3716,1.44,1,0.9999063641657931,0.9997220941166606
3413,1.41,1,0.9999073529803993,0.9997232919868474
6173,1.4,1,0.999908334782136,0.9997244898570342
4443,1.39,1,0.9999093095710032,0.999725687727221
677,1.39,1,0.9999102843598704,0.9997268855974079
703,1.38,1,0.999911252135868,0.9997280834675946
2178,1.35,4,0.999912198873257,0.9997328749483418
6523,1.35,1,0.9999131456106461,0.9997340728185287
1236,1.34,2,0.9999140853351657,0.9997364685589023
2759,1.33,2,0.9999150180468156,0.9997388642992759
5064,1.33,3,0.9999159507584656,0.9997424579098363
263,1.31,2,0.9999168694443765,0.9997448536502099
303,1.3,2,0.9999177811174178,0.9997472493905836
1294,1.3,2,0.9999186927904591,0.9997496451309572
1339,1.29,1,0.9999195974506309,0.9997508430011439
2516,1.29,6,0.9999205021108026,0.9997580302222648
3703,1.28,1,0.9999213997581049,0.9997592280924517
3697,1.28,1,0.9999222974054071,0.9997604259626385
2959,1.27,2,0.9999231880398397,0.999762821703012
528,1.27,1,0.9999240786742724,0.9997640195731988
5742,1.27,1,0.999924969308705,0.9997652174433856
3420,1.26,1,0.9999258529302681,0.9997664153135725
5061,1.26,1,0.9999267365518312,0.9997676131837593
2370,1.26,1,0.9999276201733943,0.9997688110539461
3396,1.26,1,0.9999285037949573,0.9997700089241329
1691,1.24,1,0.9999293733907814,0.9997712067943197
149,1.23,1,0.9999302359737358,0.9997724046645065
363,1.21,1,0.9999310845309511,0.9997736025346933
4039,1.21,2,0.9999319330881664,0.9997759982750669
4052,1.19,1,0.9999327676196427,0.9997771961452537
3634,1.18,1,0.9999335951382493,0.9997783940154406
5150,1.17,1,0.9999344156439864,0.9997795918856274
