日期,日消费,日点击,日展现,新注册数,活跃单元数,最大单元占比,星期,月份,是否周末,三态标签,CTR,CPC,CPA,消费MA7,注册MA7
2025-06-17,2857.9500000000003,1630,95441,158,5,0.5368813310239857,星期二,6,0,正常,0.017078614012845633,1.7533435582822088,18.088291139240507,2260.397142857143,109.42857142857143
2025-06-18,3276.1100000000006,1676,90661,149,5,0.7311292966353388,星期三,6,0,正常,0.018486449520742104,1.9547195704057283,21.987315436241616,2514.2128571428575,117.14285714285714
2025-06-19,2250.2400000000002,1297,74337,107,4,0.6453444965870306,星期四,6,0,正常,0.017447569850814533,1.734957594448728,21.03028037383178,2493.39,116.0
2025-06-20,3697.15,1598,70345,151,3,0.8749928999364375,星期五,6,0,正常,0.02271661098869856,2.313610763454318,24.484437086092715,2472.8757142857144,113.71428571428571
2025-06-21,3695.8399999999997,1534,64281,146,3,0.8882040348067016,星期六,6,1,正常,0.02386397224685366,2.409282920469361,25.313972602739724,2535.3385714285714,115.42857142857143
2025-06-22,801.85,487,28074,45,3,0.4264014466546112,星期日,6,1,正常,0.017347011469687257,1.6465092402464065,17.81888888888889,2239.0171428571425,108.85714285714286
2025-06-23,730.99,447,27531,40,3,0.44062162273081706,星期一,6,0,正常,0.016236242780865207,1.635324384787472,18.27475,2058.1414285714286,104.85714285714286
2025-06-24,3295.1899999999996,1669,76820,170,3,0.8443155022927358,星期二,6,0,正常,0.02172611299140849,1.9743499101258235,19.38347058823529,1697.8157142857142,96.85714285714286
2025-06-25,1201.8600000000001,1024,57557,103,3,0.8758424442114722,星期三,6,0,正常,0.017791059297739633,1.1736914062500001,11.668543689320389,1328.5057142857142,89.57142857142857
2025-06-26,984.11,967,54791,79,1,1.0,星期四,6,0,正常,0.017648883940793197,1.017693898655636,12.457088607594937,1238.945714285714,86.42857142857143
2025-06-27,1174.87,1010,52928,95,1,1.0,星期五,6,0,正常,0.019082527206771463,1.163237623762376,12.367052631578947,1180.1728571428573,80.85714285714286
2025-06-28,1110.67,932,47117,95,1,1.0,星期六,6,1,正常,0.019780546299637075,1.191706008583691,11.691263157894738,901.5814285714285,70.14285714285714
2025-06-29,174.93,149,6439,23,1,1.0,星期日,6,1,正常,0.023140239167572605,1.174026845637584,7.605652173913044,949.6114285714286,71.42857142857143
2025-06-30,319.58000000000004,361,27082,1,2,0.5401151511358658,星期一,6,0,正常,0.013329887009822022,0.885263157894737,319.58000000000004,1066.4314285714286,77.71428571428571
2025-07-01,1345.05,1111,52571,95,3,0.7962454927326122,星期二,7,0,正常,0.021133324456449373,1.2106660666066607,14.158421052631578,1156.2057142857143,85.14285714285714
2025-07-02,1538.0700000000002,1293,61287,112,3,0.770725649677843,星期三,7,0,正常,0.021097459493856774,1.1895359628770303,13.732767857142859,1256.7057142857143,91.0
2025-07-03,1801.85,1316,59140,123,3,0.829558509309876,星期四,7,0,正常,0.022252282718971932,1.3691869300911854,14.649186991869918,1342.3785714285714,95.85714285714286
2025-07-04,1803.29,1262,58380,147,5,0.7867065197500125,星期五,7,0,正常,0.02161699212058924,1.4289144215530902,12.267278911564626,1385.912857142857,103.14285714285714
2025-07-05,1814.17,1247,54081,136,4,0.8189199468627527,星期六,7,1,正常,0.02305800558421627,1.4548275862068967,13.339485294117647,1421.6214285714286,106.57142857142857
2025-07-06,774.64,555,23276,57,6,0.7108463286171641,星期日,7,1,正常,0.023844303144870252,1.3957477477477478,13.590175438596491,1464.6685714285716,108.28571428571429
2025-07-07,624.32,455,22194,52,5,0.7111257047667863,星期一,7,0,正常,0.020501036316121473,1.3721318681318682,12.006153846153847,1425.8971428571429,108.28571428571429
2025-07-08,1595.01,1187,61823,119,6,0.7588917937818572,星期二,7,0,正常,0.019199974119664204,1.343732097725358,13.403445378151261,1425.5742857142857,105.71428571428571
2025-07-09,1839.3999999999999,1291,59026,124,7,0.7977438295096227,星期三,7,0,正常,0.0218717175481991,1.4247869868319132,14.833870967741934,1450.9142857142856,104.57142857142857
2025-07-10,1530.4499999999998,1133,56457,123,7,0.7852853735829332,星期四,7,0,正常,0.020068370618346706,1.350794351279788,12.442682926829267,1487.8885714285716,107.57142857142857
2025-07-11,1801.03,1181,66847,129,8,0.7368894465944488,星期五,7,0,正常,0.017667210196418686,1.525004233700254,13.961472868217054,1556.2900000000002,111.85714285714286
2025-07-12,1991.5500000000002,1372,65147,128,9,0.6744144008435641,星期六,7,1,正常,0.021060064162586153,1.4515670553935862,15.558984375000001,1782.5814285714284,124.57142857142857
2025-07-13,1033.46,837,31601,78,9,0.5584154200452848,星期日,7,1,正常,0.02648650359165849,1.2347192353643968,13.24948717948718,1931.7571428571428,132.14285714285714
2025-07-14,1103.13,855,28607,82,9,0.5741571709589984,星期一,7,0,正常,0.02988778970182123,1.2902105263157897,13.452804878048783,2121.55,138.28571428571428
2025-07-15,3179.05,2617,75027,208,9,0.5788081345055912,星期二,7,0,正常,0.03488077625388194,1.2147688192586932,15.283894230769231,2249.4957142857143,146.42857142857142
2025-07-16,2883.63,2313,71412,177,10,0.5840659169172189,星期三,7,0,正常,0.03238951436733322,1.2467055771725033,16.291694915254237,2341.617142857143,150.71428571428572
2025-07-17,2859.0,2408,67819,166,10,0.583637635536901,星期四,7,0,正常,0.035506274052993995,1.1872923588039868,17.22289156626506,2369.901428571429,149.71428571428572
2025-07-18,2696.65,2291,65633,186,10,0.5529972373129624,星期五,7,0,正常,0.034906220955921566,1.1770624181580096,14.498118279569892,2379.9,148.71428571428572
2025-07-19,2636.4,2040,63604,158,11,0.5290206341981489,星期六,7,1,正常,0.032073454499717,1.2923529411764707,16.68607594936709,2407.1571428571433,140.57142857142858
2025-07-20,1231.45,935,28939,71,10,0.5440172154776889,星期日,7,1,正常,0.03230934033657003,1.3170588235294118,17.3443661971831,2602.4585714285713,152.42857142857142
2025-07-21,1173.1200000000001,863,28459,75,10,0.5118316966721222,星期一,7,0,正常,0.03032432622369022,1.359351100811124,15.641600000000002,2682.682857142857,165.28571428571428
2025-07-22,3369.8499999999995,1842,40510,151,10,0.7753223437244982,星期二,7,0,正常,0.04547025425820785,1.8294516829533114,22.31688741721854,2927.13,177.42857142857142
2025-07-23,4250.74,3069,81753,260,10,0.6697516197179786,星期三,7,0,正常,0.03753990679241129,1.3850570218312153,16.349,3036.2499999999995,185.14285714285714
2025-07-24,3420.5699999999997,3455,107659,256,10,0.4941018602162798,星期四,7,0,正常,0.0320920684754642,0.9900347322720694,13.361601562499999,2992.7971428571427,183.42857142857142
2025-07-25,4407.78,3991,121846,271,12,0.6238446564937452,星期五,7,0,正常,0.0327544605485613,1.10442996742671,16.264870848708487,2917.454285714285,177.85714285714286
2025-07-26,3400.24,3129,95988,212,10,0.5988989012540292,星期六,7,1,正常,0.03259782472809101,1.0866858421220837,16.0388679245283,2901.058571428571,185.14285714285714
2025-07-27,927.2800000000001,820,33219,59,10,0.5388124406867396,星期日,7,1,正常,0.02468466841265541,1.130829268292683,15.716610169491528,2862.932857142857,179.14285714285714
2025-07-28,645.72,606,29438,36,11,0.5133339527968779,星期一,7,0,正常,0.020585637611250766,1.0655445544554456,17.936666666666667,3087.845714285714,190.57142857142858
2025-07-29,3255.08,2911,91382,202,11,0.6389919756196468,星期二,7,0,正常,0.03185528878772625,1.1181999312950877,16.114257425742572,3275.7157142857145,200.85714285714286
2025-07-30,3983.8599999999997,3993,134338,218,12,0.6607159890156783,星期三,7,0,正常,0.02972353317750748,0.9977109942399198,18.2745871559633,3577.944285714286,215.57142857142858
2025-07-31,4994.96,5890,218922,336,12,0.6083091756490543,星期四,7,0,正常,0.02690455961483999,0.8480407470288625,14.86595238095238,3791.511428571429,232.28571428571428
2025-08-01,5722.87,6942,239157,343,11,0.549283838353833,星期五,8,0,正常,0.02902695718711976,0.8243834629789686,16.68475218658892,4037.02,254.14285714285714
2025-08-02,5515.84,6480,234560,315,12,0.5555219150664269,星期六,8,1,正常,0.02762619372442019,0.8512098765432099,17.510603174603176,4219.238571428571,265.0
2025-08-03,2422.25,2003,72084,176,11,0.7650242543090102,星期日,8,1,正常,0.027787026247156097,1.2093110334498252,13.762784090909092,4407.261428571428,277.14285714285717
2025-08-04,2364.28,1912,66706,189,11,0.7747813287766253,星期一,8,0,正常,0.028663088777621203,1.2365481171548118,12.50941798941799,4508.5257142857145,271.7142857142857
2025-08-05,4530.61,3797,116340,278,11,0.6838041676507138,星期二,8,0,正常,0.032637098160563864,1.1932077956281273,16.297158273381292,4537.272857142857,261.2857142857143
2025-08-06,5300.0199999999995,4827,133820,303,12,0.6425768204648286,星期三,8,0,正常,0.03607084142878494,1.0979946136316552,17.49181518151815,4540.92,256.0
2025-08-07,5703.81,4919,139690,298,11,0.652528748327872,星期四,8,0,正常,0.035213687450783876,1.1595466558243546,19.14030201342282,4416.827142857143,249.71428571428572
2025-08-08,5924.1,4932,153908,270,12,0.6499940919295758,星期五,8,0,正常,0.032045117862619224,1.2011557177615573,21.941111111111113,4263.048571428571,235.85714285714286
2025-08-09,5541.37,4311,131835,278,11,0.5758864685086901,星期六,8,1,正常,0.03269996586642394,1.2854024588262585,19.93298561151079,4306.58,234.42857142857142
2025-08-10,1553.6,1787,72831,132,12,0.3013323892893924,星期日,8,1,正常,0.024536255166069394,0.8693900391717962,11.76969696969697,4336.13,234.0
2025-08-11,1287.83,1419,56846,92,11,0.2947982264739911,星期一,8,0,正常,0.024962178517397883,0.9075616631430584,13.998152173913043,4422.977142857143,235.57142857142858
2025-08-12,4835.33,3681,114022,268,11,0.6514157255037402,星期二,8,0,正常,0.0322832435845714,1.3135914153762565,18.042276119402985,4486.4,239.71428571428572
2025-08-13,5506.87,3735,115012,300,12,0.6894933056345982,星期三,8,0,正常,0.03247487218725002,1.47439625167336,18.356233333333332,4558.485714285714,241.57142857142858
2025-08-14,6311.74,3937,117778,309,12,0.6886753890369375,星期四,8,0,正常,0.03342729542019732,1.6031851663703327,20.426343042071196,4661.5542857142855,240.14285714285714
2025-08-15,6368.06,3781,109556,299,10,0.7157391733118091,星期五,8,0,正常,0.03451203037715871,1.6842263951335628,21.297859531772577,4675.589999999999,237.42857142857142
2025-08-16,6045.969999999999,3667,112725,291,10,0.7185480576317779,星期六,8,1,正常,0.03253049456642271,1.6487510226343058,20.77652920962199,5153.2585714285715,252.71428571428572
2025-08-17,2275.08,1386,54676,122,10,0.6198375441742708,星期日,8,1,正常,0.025349330602092327,1.6414718614718615,18.648196721311475,5652.184285714286,260.42857142857144
2025-08-18,1386.08,746,36381,73,11,0.6836185501558352,星期一,8,0,正常,0.020505208762815755,1.8580160857908847,18.987397260273973,6118.39,270.7142857142857
2025-08-19,8179.01,4160,133126,375,10,0.7572138926349277,星期二,8,0,正常,0.031248591559875607,1.9661081730769232,21.810693333333333,6430.332857142857,274.2857142857143
2025-08-20,8999.35,4708,163890,354,10,0.7486996283064888,星期三,8,0,正常,0.028726584904509123,1.9115016992353442,25.421892655367234,6840.365714285714,278.85714285714283
2025-08-21,9575.18,5461,167017,381,11,0.7383683648766917,星期四,8,0,正常,0.03269727033775005,1.7533748397729354,25.131706036745406,6925.205714285715,285.7142857142857
2025-08-22,8551.66,4674,151421,324,11,0.7481038769081091,星期五,8,0,正常,0.030867581114904803,1.8296234488660676,26.394012345679013,7105.802857142858,298.85714285714283
2025-08-23,8916.199999999999,4202,108551,323,11,0.7937921984702003,星期六,8,1,正常,0.03870991515508839,2.1218943360304614,27.604334365325073,7178.407142857142,296.85714285714283
2025-08-24,2868.96,3179,122359,170,10,0.3868021861580503,星期日,8,1,正常,0.025980924983041706,0.9024724756212645,16.87623529411765,7151.5542857142855,296.85714285714283
2025-08-25,2650.2599999999998,2780,94155,165,10,0.35451616067857494,星期一,8,0,正常,0.029525781955286497,0.9533309352517985,16.062181818181816,6698.085714285714,285.57142857142856
2025-08-26,8687.24,5393,201336,361,10,0.677574235315244,星期二,8,0,正常,0.026786069058687963,1.610836269237901,24.064376731301937,6269.934285714286,279.14285714285717
2025-08-27,8811.380000000001,6141,294615,354,10,0.6223690273260261,星期三,8,0,正常,0.020844152538058144,1.4348444878684254,24.890903954802262,5790.757142857142,274.0
2025-08-28,6400.9,5355,257401,302,11,0.5309831429955163,星期四,8,0,正常,0.020804114980128283,1.19531279178338,21.19503311258278,5631.754285714285,266.7142857142857
2025-08-29,5554.6,4943,254303,279,9,0.5716325207935765,星期五,8,0,正常,0.019437442735634265,1.1237305280194214,19.908960573476705,5393.175714285714,252.85714285714286
2025-08-30,5561.959999999999,4830,185565,287,10,0.585538191572755,星期六,8,1,正常,0.02602861530999919,1.1515445134575568,19.379651567944247,4903.308571428571,251.0
2025-08-31,1755.94,1738,85412,119,11,0.5427463352961946,星期日,8,1,正常,0.020348428792207184,1.0103222094361335,14.755798319327731,4351.518571428572,242.42857142857142
2025-09-01,980.21,867,41831,68,9,0.6726619805959947,星期一,9,0,正常,0.020726255647725372,1.1305767012687429,14.414852941176472,4078.182857142857,237.57142857142858
2025-09-02,5258.17,4158,114918,348,9,0.6271668660389451,星期二,9,0,正常,0.03618232130736699,1.2645911495911497,15.109683908045977,4143.127142857143,244.14285714285714
2025-09-03,4948.85,4732,145730,294,11,0.578493993554058,星期三,9,0,正常,0.03247100802854594,1.04582628909552,16.8328231292517,4169.125714285715,251.0
2025-09-04,4487.55,3276,95476,268,10,0.6932602422257134,星期四,9,0,正常,0.034312287904813776,1.3698260073260073,16.744589552238807,4187.825714285714,251.57142857142858
2025-09-05,6009.21,2857,67874,325,10,0.8640553417171308,星期五,9,0,正常,0.0420927011816012,2.1033286664333217,18.489876923076924,4310.217142857143,258.85714285714283
2025-09-06,5743.949999999999,2855,70056,335,10,0.8415706961237477,星期六,9,1,正常,0.04075311179627726,2.0118914185639225,17.14611940298507,4413.068571428571,251.57142857142858
2025-09-07,1886.8399999999997,961,35436,123,10,0.8452385999872805,星期日,9,1,正常,0.027119313692290325,1.9634131113423514,15.340162601626014,4531.142857142857,261.42857142857144
2025-09-08,1836.95,909,32914,119,8,0.873485941370206,星期一,9,0,正常,0.02761742723461141,2.0208470847084707,15.43655462184874,4732.6900000000005,272.85714285714283
2025-09-09,5978.129999999999,3256,82146,297,9,0.8125216413828406,星期二,9,0,正常,0.039636744333260296,1.836035012285012,20.128383838383836,4676.621428571429,271.7142857142857
2025-09-10,5775.37,3082,73152,363,10,0.8188843312203373,星期三,9,0,正常,0.042131452318460196,1.87390330953926,15.910110192837465,4618.762857142857,268.0
2025-09-11,5898.38,3124,77209,348,9,0.8128248773392016,星期四,9,0,正常,0.04046160421712495,1.8880857874519847,16.949367816091954,5098.61,290.7142857142857
2025-09-12,5616.7300000000005,2960,77575,317,10,0.8168364867102388,星期五,9,0,正常,0.03815662262326781,1.8975439189189192,17.71839116719243,4912.664285714286,313.57142857142856
2025-09-13,5338.94,2724,76055,309,9,0.8315227367230199,星期六,9,1,正常,0.03581618565511801,1.9599632892804697,17.27812297734628,4118.6,307.14285714285717
2025-09-14,5245.7699999999995,2586,62120,282,9,0.8467298413769572,星期日,9,1,正常,0.04162910495814552,2.0285266821345704,18.602021276595742,3355.4314285714286,293.14285714285717
2025-09-15,535.33,533,28473,279,9,0.5684531036930491,星期一,9,0,正常,0.018719488638359146,1.0043714821763603,1.918745519713262,3230.595714285714,285.85714285714283
2025-09-16,419.68,440,27382,252,9,0.5757720167746855,星期二,9,0,正常,0.016068950405375794,0.9538181818181818,1.6653968253968254,3145.607142857142,286.57142857142856
2025-09-17,433.19000000000005,476,29440,265,9,0.5513746854728871,星期三,9,0,正常,0.016168478260869566,0.9100630252100842,1.634679245283019,3097.5899999999997,294.85714285714283
2025-09-18,5024.53,2748,69123,297,10,0.8223236800257935,星期四,9,0,正常,0.039755218957510524,1.8284315866084424,16.917609427609428,2598.817142857143,274.7142857142857
2025-09-19,5021.8099999999995,2595,61100,322,9,0.8372061069614343,星期五,9,0,正常,0.042471358428805235,1.9351868978805393,15.595683229813663,2798.4399999999996,258.7142857142857
2025-09-20,5002.82,2649,66307,367,9,0.8347671913041045,星期六,9,1,正常,0.03995053312621594,1.8885692714231785,13.631662125340599,3458.1228571428574,265.7142857142857
2025-09-21,1754.3600000000001,997,38642,141,9,0.8243405002394035,星期日,9,1,正常,0.025800941980228767,1.7596389167502509,12.4422695035461,4111.024285714286,277.14285714285717
2025-09-22,1932.6899999999998,1032,39398,167,9,0.8478338481598188,星期一,9,0,正常,0.02619422305700797,1.8727616279069765,11.572994011976046,4107.661428571429,288.85714285714283
2025-09-23,5037.46,2490,56124,301,10,0.8574202078031389,星期二,9,0,正常,0.044366046611075474,2.0230763052208833,16.735747508305646,4082.5214285714287,291.42857142857144
2025-09-24,5003.499999999999,2932,80728,345,9,0.8252982911961628,星期三,9,0,正常,0.03631949261718363,1.7065143246930419,14.502898550724636,3987.7671428571425,281.85714285714283
2025-09-25,5000.990000000001,3057,79326,379,9,0.8240068466443644,星期四,9,0,正常,0.0385371757053173,1.635914295060517,13.195224274406334,3975.7457142857143,281.7142857142857
2025-09-26,4845.83,2868,74449,340,9,0.8213309175105195,星期五,9,0,正常,0.03852301575575226,1.6896199442119944,14.252441176470589,4129.878571428571,290.2857142857143
2025-09-27,4339.54,2551,67502,300,9,0.8269793572590644,星期六,9,1,正常,0.03779147284524903,1.7011132889063112,14.465133333333334,3668.2714285714287,270.2857142857143
2025-09-28,1670.21,1028,34195,140,9,0.8077547134791433,星期日,9,1,补班,0.03006287468928206,1.624717898832685,11.930071428571429,3019.1957142857145,227.71428571428572
2025-09-29,3011.62,1964,50135,227,9,0.7864870069929141,星期一,9,0,正常,0.03917422958013364,1.5334114052953156,13.267048458149779,2362.02,180.0
2025-09-30,1806.21,1640,58300,161,9,0.6637766372680918,星期二,9,0,正常,0.028130360205831904,1.1013475609756098,11.218695652173913,1730.6485714285716,137.28571428571428
2025-10-01,459.97,415,22720,47,9,0.6619562145357306,星期三,10,0,放假,0.018265845070422535,1.1083614457831326,9.786595744680852,1181.6842857142858,101.85714285714286
2025-10-02,400.76,371,19057,45,9,0.6735951691785608,星期四,10,0,放假,0.019467912053313743,1.0802156334231805,8.905777777777777,1017.7957142857142,90.57142857142857
2025-10-03,426.23,389,20066,41,9,0.6544823217511672,星期五,10,0,放假,0.01938602611382438,1.095706940874036,10.395853658536586,687.2785714285714,67.85714285714286
2025-10-04,496.78999999999996,427,21614,52,8,0.6623120433181022,星期六,10,1,放假,0.019755713889145925,1.1634426229508197,9.553653846153846,560.3871428571429,55.714285714285715
2025-10-05,522.99,476,25647,61,10,0.6857110078586589,星期日,10,1,放假,0.018559675595586227,1.098718487394958,8.57360655737705,785.3257142857143,72.14285714285714
2025-10-06,698.0,606,26860,68,9,0.7296991404011461,星期一,10,0,放假,0.022561429635145198,1.1518151815181519,10.264705882352942,1283.9,108.71428571428571
2025-10-07,917.97,843,37653,76,9,0.6373737703846531,星期二,10,0,放假,0.022388654290494782,1.088932384341637,12.078552631578948,1833.512857142857,149.57142857142858
2025-10-08,2034.54,1455,36781,162,9,0.7251270557472451,星期三,10,0,放假,0.03955846768712107,1.3983092783505155,12.55888888888889,2307.0185714285712,180.42857142857142
2025-10-09,3890.78,2596,66097,301,9,0.7437634613110996,星期四,10,0,正常,0.039275610088203704,1.4987596302003083,12.926179401993355,2719.914285714286,204.0
2025-10-10,4273.5199999999995,2855,73714,327,9,0.7555387596173647,星期五,10,0,正常,0.03873077027430339,1.4968546409807353,13.068868501529051,2812.5214285714287,212.42857142857142
2025-10-11,3811.3300000000004,2615,72448,268,9,0.7497618941419399,星期六,10,1,补班,0.036094854240282685,1.457487571701721,14.221380597014926,3308.3299999999995,253.71428571428572
2025-10-12,3413.26,2350,63273,226,5,0.7478334495467676,星期日,10,1,正常,0.037140644508716195,1.4524510638297874,15.102920353982302,3576.9471428571424,275.0
2025-10-13,1346.25,940,34624,127,5,0.7896230269266481,星期一,10,0,正常,0.027148798521256932,1.4321808510638299,10.600393700787402,3586.04,274.2857142857143
2025-10-14,4388.63,3056,77039,365,5,0.7582502967896587,星期二,10,0,正常,0.039668219992471346,1.4360700261780106,12.023643835616438,3611.408571428572,266.7142857142857
2025-10-15,3914.86,2824,74150,311,5,0.7445400346372539,星期三,10,0,正常,0.03808496291301416,1.3862818696883854,12.587974276527332,3702.854285714286,267.42857142857144
2025-10-16,3954.4300000000003,2776,72531,296,5,0.7668311235753319,星期四,10,0,正常,0.0382732900414995,1.424506484149856,13.359560810810812,3406.594285714286,253.0
2025-10-17,4451.1,2525,61254,274,10,0.8090943811642065,星期五,10,0,正常,0.04122179776014628,1.762811881188119,16.244890510948906,3387.381428571429,250.57142857142858
2025-10-18,4451.45,2303,54005,273,9,0.8165923463141224,星期六,10,1,正常,0.04264419961114711,1.9328918801563177,16.305677655677655,3382.5157142857142,238.57142857142858
2025-10-19,1339.44,947,42636,125,10,0.7085573075315057,星期日,10,1,正常,0.022211276855239704,1.414403379091869,10.71552,3458.7714285714287,232.71428571428572
2025-10-20,1211.76,886,36593,110,9,0.6673846306199248,星期一,10,0,正常,0.024212281037356873,1.3676749435665914,11.016,3499.6757142857145,227.71428571428572
2025-10-21,4354.57,2800,84577,281,9,0.7276332680379465,星期二,10,0,正常,0.033105927143313195,1.5552035714285712,15.496690391459074,3501.6857142857143,226.85714285714286
2025-10-22,4448.650000000001,2620,70775,270,10,0.7545008036145796,星期三,10,0,正常,0.03701872129989403,1.6979580152671758,16.476481481481482,3450.042857142857,223.42857142857142
2025-10-23,4240.76,2507,75094,261,10,0.7617738329921995,星期四,10,0,正常,0.03338482435347698,1.691567610690068,16.248122605363985,3472.2085714285718,221.0
2025-10-24,4465.17,2459,65661,268,10,0.8056669734858919,星期五,10,0,正常,0.037449932227654165,1.8158479056527044,16.661082089552238,3490.2914285714287,224.28571428571428
2025-10-25,4089.9500000000003,2447,72717,249,9,0.7634592109927995,星期六,10,1,正常,0.03365100320420259,1.6714139762975073,16.42550200803213,3502.7571428571428,222.57142857142858
2025-10-26,1494.6000000000001,932,39677,108,9,0.7699183728087782,星期日,10,1,正常,0.023489679159210627,1.603648068669528,13.83888888888889,3484.5328571428577,221.0
2025-10-27,1338.34,939,38901,133,9,0.7261981260367321,星期一,10,0,正常,0.0241381969615177,1.4252822151224707,10.062706766917293,3454.772857142857,220.0
2025-10-28,4441.83,2604,71004,269,10,0.7656191254505463,星期二,10,0,正常,0.03667399019773534,1.7057718894009217,16.512379182156135,3413.382857142857,220.14285714285714
2025-10-29,4321.08,2574,80608,259,9,0.7710202079109852,星期三,10,0,正常,0.03193231441048035,1.6787412587412587,16.683706563706565,3385.502857142857,215.14285714285714
2025-10-30,4032.44,2498,79314,254,9,0.7550564918510876,星期四,10,0,正常,0.031495070227198226,1.614267413931145,15.875748031496062,3347.9714285714285,213.14285714285714
2025-10-31,4175.44,2506,77811,269,9,0.7624944915984903,星期五,10,0,正常,0.03220624333320481,1.6661771747805265,15.522081784386616,3331.1471428571426,209.42857142857142
2025-11-01,3894.7900000000004,2341,70239,214,9,0.7528287789585574,星期六,11,1,正常,0.03332906220191062,1.6637291755659975,18.19995327102804,3330.617142857143,217.28571428571428
2025-11-02,1231.8799999999999,778,40225,94,9,0.7573708478098516,星期日,11,1,正常,0.019341205717837165,1.5833933161953726,13.105106382978722,3010.8585714285714,200.14285714285714
2025-11-03,1220.57,810,37374,107,10,0.7683787083084134,星期一,11,0,正常,0.02167282067747632,1.5068765432098765,11.407196261682243,3156.8185714285714,208.42857142857142
2025-11-04,4438.12,2707,82457,324,9,0.7678296215514677,星期二,11,0,正常,0.032829232205877,1.6394975988178795,13.697901234567901,3243.7799999999997,213.85714285714286
2025-11-05,2082.77,1171,40929,139,9,0.8085434301435108,星期三,11,0,正常,0.02861052065772435,1.7786251067463705,14.983956834532375,3308.4614285714283,222.57142857142858
2025-11-06,5054.16,2711,80210,312,9,0.8101524288902607,星期四,11,0,正常,0.03379877820720609,1.8643157506455181,16.19923076923077,3367.332857142857,225.28571428571428
2025-11-07,4784.17,2615,77361,307,10,0.7894284693060657,星期五,11,0,正常,0.033802562014451726,1.8295105162523901,15.583615635179154,3461.59,231.28571428571428
2025-11-08,4347.56,2400,73386,275,10,0.7998325497520448,星期六,11,1,正常,0.032703785463167365,1.8114833333333336,15.809309090909093,3871.2157142857145,241.57142857142858
2025-11-09,1643.98,902,39241,113,9,0.8210318860326767,星期日,11,1,正常,0.022986162432150046,1.8225942350332593,14.548495575221239,4589.4857142857145,276.85714285714283
2025-11-10,1880.37,952,38932,149,8,0.8694990879454576,星期一,11,0,正常,0.024452892222336382,1.9751785714285712,12.619932885906039,4877.285714285715,280.42857142857144
2025-11-11,7305.5,3234,84243,396,10,0.8307261652179865,星期二,11,0,正常,0.038388946262597486,2.2589672232529376,18.44823232323232,5144.038571428572,284.42857142857144
2025-11-12,7110.66,3139,81176,386,10,0.8450031361364486,星期三,11,0,正常,0.03866906474820144,2.265262822554954,18.42139896373057,5364.255714285714,293.57142857142856
2025-11-13,7068.76,3043,83213,337,9,0.8494191343319054,星期四,11,0,正常,0.036568805354932524,2.3229576076240552,20.975548961424334,5453.894285714285,294.85714285714283
2025-11-14,6651.4400000000005,2950,83322,335,9,0.8382230013350492,星期五,11,0,正常,0.03540481505484746,2.254725423728814,19.855044776119403,5477.365714285715,295.85714285714283
2025-11-15,5889.079999999999,2599,72621,339,10,0.8397644453802632,星期六,11,1,正常,0.03578854601286129,2.2659022701038856,17.37191740412979,5051.175714285715,281.14285714285717
2025-11-16,2271.4500000000003,1051,39205,122,9,0.8372185168064451,星期日,11,1,正常,0.02680780512689708,2.1612274024738345,18.618442622950823,5080.909999999999,287.57142857142856
2025-11-17,2044.67,983,42117,156,8,0.8319924486591969,星期一,11,0,正常,0.02333974404634708,2.080030518819939,13.106858974358975,5027.072857142857,293.14285714285717
2025-11-18,4322.17,2674,83732,293,10,0.6950976014363155,星期二,11,0,正常,0.03193522189843787,1.616368735976066,14.751433447098977,4918.627142857143,292.42857142857144
2025-11-19,7318.8,3312,83124,431,10,0.8217330709952452,星期三,11,0,正常,0.03984408834993504,2.2097826086956522,16.980974477958238,4768.694285714286,283.85714285714283
2025-11-20,6691.900000000001,2893,69461,376,9,0.8322778284194324,星期四,11,0,正常,0.04164927081383798,2.3131351538195646,17.797606382978724,4658.599999999999,284.7142857142857
2025-11-21,5892.32,2887,76326,330,9,0.7860876530806202,星期五,11,0,正常,0.037824594502528626,2.040983720124697,17.85551515151515,4539.121428571429,274.42857142857144
2025-11-22,4839.549999999999,2427,68032,279,10,0.7953818020270481,星期六,11,1,正常,0.035674388523047974,1.9940461475072102,17.34605734767025,4669.865714285715,285.42857142857144
2025-11-23,1500.79,873,33592,128,10,0.7225461257071276,星期日,11,1,正常,0.025988330554894024,1.7191179839633448,11.724921875,4473.551428571429,271.57142857142856
2025-11-24,1208.3200000000002,734,34140,84,9,0.7174092955508474,星期一,11,0,正常,0.021499707088459285,1.6462125340599458,14.384761904761907,4217.2,261.7142857142857
2025-11-25,5237.38,2926,79735,370,11,0.7505336637784541,星期二,11,0,正常,0.036696557346209316,1.7899453178400546,14.15508108108108,3869.5514285714285,245.42857142857142
2025-11-26,5944.6,2934,74684,334,10,0.8051525754466239,星期三,11,0,正常,0.03928552300358845,2.0261077027948193,17.79820359281437,3614.235714285714,232.42857142857142
2025-11-27,4897.44,2643,72640,307,10,0.7838646313175863,星期四,11,0,正常,0.03638491189427313,1.8529852440408625,15.95257328990228,3559.8857142857146,226.14285714285714
2025-11-28,3458.78,2430,73017,216,10,0.6803236979513008,星期五,11,0,正常,0.03327992111426106,1.423366255144033,16.012870370370372,3522.8314285714287,227.28571428571428
