序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长(秒),累计消费占比,累计点击占比
2186,6432,525368335,9811363528,5.13,4,2,1.0,75.0,0.9966323503078554,0.992887029288703
2096,5726,525368335,9811363528,5.1,3,2,1.0,61.0,0.9966604498684554,0.992916915720263
1544,2295,525368335,9811363528,5.07,2,1,1.0,9.0,0.9966883841375225,0.9929368400079697
1291,674,525368335,9811363528,5.07,4,4,1.0,62.0,0.9967163184065896,0.9929766885833832
1495,2019,525368335,9811363528,4.98,5,3,1.0,42.0,0.9967437568010579,0.99302649930265
2198,6487,525368335,9811363528,4.97,9,4,1.0,65.0,0.9967711400983484,0.9931161585973302
1708,3211,525368335,9811363528,4.96,6,6,1.0,26.0,0.9967984682984614,0.9931759314604502
1327,884,525368335,9811363528,4.94,5,4,1.0,42.0,0.9968256863042191,0.993225742179717
2179,6372,525368335,9811363528,4.92,4,10,0.75,37.0,0.9968527941156214,0.9932655907551305
1570,2467,525368335,9811363528,4.9,8,2,0.0,16.0,0.9968797917326685,0.9933452879059573
1791,3775,525368335,9811363528,4.81,4,6,0.75,47.0,0.9969062934751167,0.9933851364813708
1840,4158,525368335,9811363528,4.79,3,3,1.0,312.0,0.9969326850232098,0.9934150229129308
1507,2091,525368335,9811363528,4.76,5,2,1.0,120.0,0.9969589112797698,0.9934648336321976
1588,2572,525368335,9811363528,4.75,5,7,0.75,50.0,0.9969850824391522,0.9935146443514644
2048,5449,525368335,9811363528,4.71,6,25,0.5,275.0,0.9970110332098239,0.9935744172145846
1790,3769,525368335,9811363528,4.68,6,12,0.8,67.0,0.9970368186889627,0.9936341900777047
2031,5309,525368335,9811363528,4.65,10,5,1.0,200.0,0.9970624388765685,0.9937338115162383
1955,4845,525368335,9811363528,4.63,4,2,1.0,1.0,0.9970879488698191,0.9937736600916517
1874,4379,525368335,9811363528,4.62,5,6,0.8,33.0,0.9971134037658921,0.9938234708109185
1960,4891,525368335,9811363528,4.61,4,19,0.5,351.0,0.9971388035647873,0.993863319386332
1806,3924,525368335,9811363528,4.53,6,21,0.5,246.0,0.9971637625862614,0.9939230922494521
1807,3934,525368335,9811363528,4.48,4,6,0.6667,131.0,0.9971884461218473,0.9939629408248655
1626,2767,525368335,9811363528,4.47,6,3,1.0,629.0,0.9972130745602557,0.9940227136879857
2126,5913,525368335,9811363528,4.42,6,31,0.25,412.0,0.9972374275127757,0.9940824865511058
2093,5705,525368335,9811363528,4.36,3,16,0.3333,243.0,0.9972614498822298,0.9941123729826659
1932,4706,525368335,9811363528,4.31,5,90,0.4,691.0,0.9972851967657956,0.9941621837019327
1810,3951,525368335,9811363528,4.31,1,0,0.0,0.0,0.9973089436493615,0.9941721458457861
1341,1010,525368335,9811363528,4.3,4,2,1.0,120.0,0.9973326354357497,0.9942119944211995
1390,1265,525368335,9811363528,4.26,1,1,1.0,10.0,0.9973561068334273,0.9942219565650527
1651,2904,525368335,9811363528,4.24,6,3,1.0,69.0,0.9973794680367497,0.994281729428173
1621,2749,525368335,9811363528,4.24,5,3,1.0,4.0,0.997402829240072,0.9943315401474397
1674,3024,525368335,9811363528,4.23,5,14,0.6667,42.0,0.9974261353462167,0.9943813508667065
1644,2859,525368335,9811363528,4.18,3,3,0.0,45.0,0.9974491659664732,0.9944112372982666
1994,5111,525368335,9811363528,4.1,5,24,0.6,263.0,0.9974717558093086,0.9944610480175333
2106,5802,525368335,9811363528,4.09,3,13,0.5,112.0,0.9974942905549662,0.9944909344490934
2061,5505,525368335,9811363528,4.09,6,7,0.8,99.0,0.9975168253006238,0.9945507073122136
1909,4578,525368335,9811363528,4.05,5,1,1.0,7.0,0.9975391396575708,0.9946005180314804
1661,2964,525368335,9811363528,4.03,3,2,1.0,7.0,0.9975613438201626,0.9946304044630404
2108,5817,525368335,9811363528,4.01,6,14,0.75,674.0,0.9975834377883991,0.9946901773261606
1727,3352,525368335,9811363528,4.01,3,3,1.0,81.0,0.9976055317566356,0.9947200637577207
1239,396,525368335,9811363528,4.0,8,5,0.75,132.0,0.9976275706276945,0.9947997609085475
1625,2762,525368335,9811363528,3.98,5,4,1.0,62.0,0.9976494993043981,0.9948495716278143
1905,4550,525368335,9811363528,3.97,3,2,1.0,62.0,0.9976713728839239,0.9948794580593744
1772,3665,525368335,9811363528,3.95,5,15,0.6667,68.0,0.9976931362690946,0.9949292687786412
2000,5155,525368335,9811363528,3.94,3,0,0.0,0.0,0.9977148445570876,0.9949591552102013
2028,5292,525368335,9811363528,3.93,3,5,0.6667,522.0,0.9977364977479029,0.9949890416417613
2043,5395,525368335,9811363528,3.89,3,1,1.0,14.0,0.9977579305500076,0.9950189280733214
2168,6305,525368335,9811363528,3.8,5,6,0.75,15.0,0.9977788674775134,0.9950687387925882
1511,2101,525368335,9811363528,3.75,3,5,0.5,172.0,0.997799528919131,0.9950986252241483
1505,2076,525368335,9811363528,3.75,5,5,0.6667,95.0,0.9978201903607488,0.9951484359434151
1650,2890,525368335,9811363528,3.71,4,82,0.3333,2573.0,0.9978406314136558,0.9951882845188285
2021,5242,525368335,9811363528,3.64,3,1,1.0,378.0,0.9978606867863193,0.9952181709503886
1893,4480,525368335,9811363528,3.63,3,11,0.5,596.0,0.9978806870618053,0.9952480573819485
1441,1617,525368335,9811363528,3.61,3,2,1.0,2.0,0.9979005771429358,0.9952779438135086
1818,4005,525368335,9811363528,3.61,1,1,1.0,922.0,0.9979204672240664,0.995287905957362
1877,4393,525368335,9811363528,3.55,2,4,0.0,62.0,0.997940026722131,0.9953078302450687
2112,5841,525368335,9811363528,3.53,6,5,1.0,181.0,0.9979594760258403,0.9953676031081888
2051,5474,525368335,9811363528,3.52,4,5,0.75,392.0,0.9979788702323721,0.9954074516836023
1627,2768,525368335,9811363528,3.5,4,2,1.0,61.0,0.9979981542445485,0.9954473002590157
1667,2990,525368335,9811363528,3.5,2,1,1.0,2.0,0.9980174382567251,0.9954672245467224
1219,257,525368335,9811363528,3.48,3,16,0.3333,794.0,0.9980366120745463,0.9954971109782825
1921,4637,525368335,9811363528,3.48,3,3,1.0,111.0,0.9980557858923675,0.9955269974098426
1868,4333,525368335,9811363528,3.45,2,3,0.5,66.0,0.9980747944186559,0.9955469216975493
1767,3643,525368335,9811363528,3.44,5,4,1.0,96.0,0.9980937478477664,0.9955967324168161
1373,1194,525368335,9811363528,3.39,3,3,1.0,1.0,0.9981124257909889,0.9956266188483762
1462,1716,525368335,9811363528,3.37,2,2,0.0,17.0,0.9981309935398559,0.9956465431360829
1939,4739,525368335,9811363528,3.37,8,10,0.8333,115.0,0.9981495612887229,0.9957262402869097
1382,1233,525368335,9811363528,3.36,2,3,0.0,225.0,0.9981680739404123,0.9957461645746165
1547,2331,525368335,9811363528,3.33,4,5,1.0,64.0,0.9981864213005687,0.9957860131500299
1864,4292,525368335,9811363528,3.3,3,2,1.0,61.0,0.9982046033691921,0.99581589958159
1904,4549,525368335,9811363528,3.28,2,65,0.5,3529.0,0.9982226752434604,0.9958358238692967
2062,5508,525368335,9811363528,3.2,5,34,0.5,442.0,0.9982403063403076,0.9958856345885635
2227,6662,525368335,9811363528,3.14,2,2,0.0,7.0,0.9982576068540888,0.9959055588762702
1756,3541,525368335,9811363528,3.12,4,3,0.0,1359.0,0.9982747971735146,0.9959454074516836
1701,3179,525368335,9811363528,3.04,5,4,0.6667,1275.0,0.9982915467155195,0.9959952181709504
2105,5800,525368335,9811363528,3.02,3,4,0.6667,135.0,0.9983081860631687,0.9960251046025105
1616,2731,525368335,9811363528,3.0,2,2,1.0,120.0,0.9983247152164629,0.9960450288902172
1228,295,525368335,9811363528,2.99,4,4,0.6667,8.0,0.9983411892725793,0.9960848774656306
1443,1628,525368335,9811363528,2.96,3,14,0.3333,254.0,0.9983574980371628,0.9961147638971907
2138,6021,525368335,9811363528,2.94,2,1,1.0,18.0,0.9983736966073911,0.9961346881848974
1527,2225,525368335,9811363528,2.93,5,5,0.75,45.0,0.9983898400804416,0.9961844989041642
2146,6130,525368335,9811363528,2.93,3,1,1.0,13.0,0.9984059835534922,0.9962143853357243
1995,5113,525368335,9811363528,2.91,3,11,0.6667,99.0,0.9984220168321875,0.9962442717672844
1265,568,525368335,9811363528,2.89,2,4,0.0,262.0,0.9984379399165275,0.9962641960549911
1581,2553,525368335,9811363528,2.88,4,2,1.0,61.0,0.99845380790369,0.9963040446304045
2209,6542,525368335,9811363528,2.88,3,2,1.0,502.0,0.9984696758908523,0.9963339310619646
2119,5888,525368335,9811363528,2.86,4,6,0.3333,130.0,0.9984854336836593,0.9963737796373779
1329,901,525368335,9811363528,2.85,3,2,1.0,8.0,0.9985011363792887,0.996403666068938
1728,3359,525368335,9811363528,2.83,3,1,1.0,6.0,0.9985167288805629,0.9964335525004981
1659,2955,525368335,9811363528,2.82,5,5,1.0,43.0,0.9985322662846593,0.9964833632197649
1284,660,525368335,9811363528,2.76,3,4,0.5,25.0,0.9985474731056899,0.9965132496513249
1543,2291,525368335,9811363528,2.75,3,0,0.0,0.0,0.9985626248295429,0.996543136082885
1493,2010,525368335,9811363528,2.75,3,2,1.0,120.0,0.9985777765533959,0.9965730225144451
1751,3495,525368335,9811363528,2.74,4,10,0.6667,226.0,0.9985928731800711,0.9966128710898585
1704,3185,525368335,9811363528,2.72,4,2,1.0,62.0,0.9986078596123911,0.9966527196652719
1285,661,525368335,9811363528,2.71,2,2,1.0,15.0,0.9986227909475335,0.9966726439529787
2180,6383,525368335,9811363528,2.7,5,4,1.0,92.0,0.9986376671854982,0.9967224546722455
1891,4476,525368335,9811363528,2.68,4,2,1.0,120.0,0.9986524332291076,0.9967623032476589
1949,4807,525368335,9811363528,2.65,4,9,0.6667,27.0,0.9986670339811841,0.9968021518230723
1498,2043,525368335,9811363528,2.64,2,0,0.0,0.0,0.998681579636083,0.996822076110779
1342,1014,525368335,9811363528,2.6,4,4,1.0,97.0,0.9986959049022712,0.9968619246861925
2098,5730,525368335,9811363528,2.54,2,4,0.5,49.0,0.9987098995853936,0.9968818489738992
1534,2243,525368335,9811363528,2.54,2,3,0.5,86.0,0.998723894268516,0.9969017732616059
2064,5515,525368335,9811363528,2.51,1,0,0.0,0.0,0.9987377236601055,0.9969117354054593
1963,4920,525368335,9811363528,2.5,2,2,1.0,68.0,0.9987514979545172,0.996931659693166
1879,4399,525368335,9811363528,2.49,5,7,0.75,62.0,0.9987652171517514,0.9969814704124328
1451,1652,525368335,9811363528,2.48,3,2,1.0,2.0,0.9987788812518078,0.9970113568439928
1566,2453,525368335,9811363528,2.48,3,1,1.0,120.0,0.9987925453518643,0.9970412432755529
1854,4251,525368335,9811363528,2.47,4,2,1.0,90.0,0.9988061543547432,0.9970810918509664
1943,4764,525368335,9811363528,2.46,2,2,1.0,746.0,0.9988197082604443,0.9971010161386731
2065,5522,525368335,9811363528,2.41,1,1,1.0,5.0,0.9988329866802573,0.9971109782825264
2002,5167,525368335,9811363528,2.4,3,1,1.0,120.0,0.9988462100028925,0.9971408647140865
1792,3779,525368335,9811363528,2.4,2,0,0.0,0.0,0.9988594333255278,0.9971607890017932
1915,4615,525368335,9811363528,2.39,2,2,1.0,68.0,0.9988726015509856,0.9971807132894999
1836,4108,525368335,9811363528,2.36,3,2,0.0,82.0,0.9988856044849103,0.99721059972106
1523,2198,525368335,9811363528,2.35,2,2,1.0,166.0,0.9988985523216573,0.9972305240087667
1414,1381,525368335,9811363528,2.27,3,2,1.0,61.0,0.9989110593809831,0.9972604104403268
1340,993,525368335,9811363528,2.26,4,5,0.75,51.0,0.9989235113431314,0.9973002590157402
1339,989,525368335,9811363528,2.24,3,3,1.0,54.0,0.9989358531109244,0.9973301454473003
1478,1881,525368335,9811363528,2.24,3,8,0.3333,530.0,0.9989481948787172,0.9973600318788604
1565,2442,525368335,9811363528,2.2,2,0,0.0,0.0,0.9989603162577997,0.997379956166567
1249,472,525368335,9811363528,2.19,4,6,0.6667,22.0,0.9989723825397043,0.9974198047419804
1637,2835,525368335,9811363528,2.16,2,15,0.5,309.0,0.9989842835300762,0.9974397290296871
1242,432,525368335,9811363528,2.08,3,0,0.0,0.0,0.9989957437430267,0.9974696154612472
1236,377,525368335,9811363528,2.08,2,1,1.0,120.0,0.9990072039559772,0.9974895397489539
2086,5658,525368335,9811363528,2.07,2,2,1.0,120.0,0.9990186090717502,0.9975094640366607
1940,4750,525368335,9811363528,2.04,2,1,1.0,7.0,0.9990298488959902,0.9975293883243674
1526,2217,525368335,9811363528,2.02,2,8,0.5,41.0,0.9990409785258748,0.9975493126120741
2216,6595,525368335,9811363528,2.0,1,0,0.0,0.0,0.9990519979614043,0.9975592747559274
1698,3158,525368335,9811363528,1.99,1,1,1.0,11.0,0.999062962299756,0.9975692368997808
1785,3742,525368335,9811363528,1.99,2,1,1.0,120.0,0.9990739266381077,0.9975891611874875
2129,5921,525368335,9811363528,1.97,1,0,0.0,0.0,0.9990847807821042,0.9975991233313409
1331,911,525368335,9811363528,1.96,4,4,1.0,64.0,0.9990955798289229,0.9976389719067543
1319,831,525368335,9811363528,1.96,2,4,0.5,148.0,0.9991063788757417,0.997658896194461
1970,4951,525368335,9811363528,1.95,1,1,1.0,1.0,0.999117122825383,0.9976688583383144
1730,3365,525368335,9811363528,1.95,1,2,0.0,70.0,0.9991278667750243,0.9976788204821677
2035,5327,525368335,9811363528,1.93,2,2,1.0,80.0,0.9991385005303101,0.9976987447698745
1866,4307,525368335,9811363528,1.92,2,10,0.0,71.0,0.9991490791884184,0.9977186690575812
1688,3090,525368335,9811363528,1.9,1,0,0.0,0.0,0.9991595476521713,0.9977286312014345
2203,6510,525368335,9811363528,1.89,2,4,0.5,26.0,0.9991699610187467,0.9977485554891412
1316,810,525368335,9811363528,1.87,1,1,1.0,8.0,0.9991802641909666,0.9977585176329946
1628,2770,525368335,9811363528,1.86,2,2,1.0,61.0,0.999190512266009,0.9977784419207013
1563,2436,525368335,9811363528,1.86,2,1,1.0,1.0,0.9992007603410512,0.997798366208408
1509,2093,525368335,9811363528,1.85,3,11,0.6667,289.0,0.999210953318916,0.9978282526399681
1654,2916,525368335,9811363528,1.83,1,1,1.0,1.0,0.9992210361024253,0.9978382147838215
1607,2675,525368335,9811363528,1.83,1,5,0.0,140.0,0.9992311188859346,0.9978481769276748
1814,3979,525368335,9811363528,1.82,1,1,1.0,0.0,0.9992411465722665,0.9978581390715282
1871,4366,525368335,9811363528,1.82,3,4,0.6667,76.0,0.9992511742585982,0.9978880255030883
1477,1879,525368335,9811363528,1.82,2,2,1.0,28.0,0.9992612019449301,0.997907949790795
1254,501,525368335,9811363528,1.81,3,2,1.0,165.0,0.9992711745340842,0.9979378362223551
2034,5326,525368335,9811363528,1.8,2,0,0.0,0.0,0.9992810920260606,0.9979577605100618
1675,3029,525368335,9811363528,1.8,1,3,0.0,51.0,0.999291009518037,0.9979677226539151
1819,4012,525368335,9811363528,1.78,5,4,0.6667,82.0,0.9993008168156582,0.9980175333731819
1715,3281,525368335,9811363528,1.75,2,1,1.0,120.0,0.9993104588217464,0.9980374576608886
1827,4042,525368335,9811363528,1.73,7,20,0.25,350.0,0.9993199906334794,0.9981071926678621
1923,4639,525368335,9811363528,1.71,3,2,1.0,109.0,0.999329412250857,0.9981370790994222
2118,5885,525368335,9811363528,1.71,2,1,1.0,2.0,0.9993388338682346,0.9981570033871289
1817,3996,525368335,9811363528,1.7,6,5,0.75,569.0,0.9993482003884346,0.9982167762502491
1412,1370,525368335,9811363528,1.66,2,2,1.0,4.0,0.9993573465199241,0.9982367005379558
1980,5013,525368335,9811363528,1.65,2,10,0.5,157.0,0.9993664375542358,0.9982566248256625
1542,2288,525368335,9811363528,1.64,2,2,1.0,3.0,0.99937547349137,0.9982765491133692
1614,2719,525368335,9811363528,1.63,3,5,0.6667,22.0,0.9993844543313265,0.9983064355449293
1902,4544,525368335,9811363528,1.61,2,3,0.5,13.0,0.9993933249769277,0.998326359832636
1259,543,525368335,9811363528,1.58,3,3,1.0,42.0,0.9994020303309958,0.9983562462641961
1261,560,525368335,9811363528,1.56,3,5,0.0,239.0,0.9994106254907088,0.9983861326957562
1881,4420,525368335,9811363528,1.53,1,1,1.0,0.0,0.9994190553588888,0.9983960948396094
2174,6353,525368335,9811363528,1.5,2,2,1.0,2.0,0.9994273199355358,0.9984160191273161
1388,1255,525368335,9811363528,1.5,1,1,1.0,10.0,0.9994355845121828,0.9984259812711695
1289,669,525368335,9811363528,1.5,1,1,1.0,120.0,0.9994438490888299,0.998435943415023
1862,4289,525368335,9811363528,1.5,1,0,0.0,0.0,0.999452113665477,0.9984459055588762
1196,110,525368335,9811363528,1.5,1,1,1.0,120.0,0.9994603782421241,0.9984558677027296
1203,154,525368335,9811363528,1.48,2,0,0.0,0.0,0.9994685326244159,0.9984757919904363
1929,4674,525368335,9811363528,1.48,1,0,0.0,0.0,0.9994766870067077,0.9984857541342897
2163,6250,525368335,9811363528,1.47,1,1,1.0,10.0,0.9994847862918218,0.998495716278143
1647,2877,525368335,9811363528,1.46,1,3,0.5,72.0,0.9994928304797582,0.9985056784219964
1359,1135,525368335,9811363528,1.46,1,1,1.0,3.0,0.9995008746676947,0.9985156405658497
2171,6340,525368335,9811363528,1.45,1,0,0.0,0.0,0.9995088637584536,0.9985256027097031
1535,2267,525368335,9811363528,1.45,2,5,0.5,128.0,0.9995168528492124,0.9985455269974098
1783,3716,525368335,9811363528,1.44,1,1,1.0,11.0,0.9995247868427937,0.9985554891412632
1197,113,525368335,9811363528,1.44,1,1,1.0,9.0,0.9995327208363749,0.9985654512851165
1737,3413,525368335,9811363528,1.41,1,1,1.0,10.0,0.9995404895384231,0.9985754134289699
2150,6173,525368335,9811363528,1.4,1,1,1.0,46.0,0.9995482031432936,0.9985853755728232
1886,4443,525368335,9811363528,1.39,1,1,1.0,1.0,0.9995558616509866,0.9985953377166766
2207,6523,525368335,9811363528,1.35,1,1,1.0,37.0,0.999563299769969,0.99860529986053
1384,1236,525368335,9811363528,1.34,2,0,0.0,0.0,0.9995706827917737,0.9986252241482367
1624,2759,525368335,9811363528,1.33,2,8,0.5,397.0,0.9995780107164007,0.9986451484359434
1687,3082,525368335,9811363528,1.32,1,1,1.0,1.0,0.9995852835438502,0.9986551105797967
1220,263,525368335,9811363528,1.31,2,2,1.0,15.0,0.9995925012741219,0.9986750348675035
1229,303,525368335,9811363528,1.3,2,2,1.0,62.0,0.999599663907216,0.9986949591552102
1398,1294,525368335,9811363528,1.3,2,2,1.0,22.0,0.9996068265403101,0.9987148834429169
1217,235,525368335,9811363528,1.29,1,1,1.0,2.0,0.9996139340762266,0.9987248455867703
1780,3703,525368335,9811363528,1.28,1,1,1.0,1156.0,0.9996209865149654,0.9987348077306236
1778,3697,525368335,9811363528,1.28,1,0,0.0,0.0,0.9996280389537042,0.998744769874477
1842,4163,525368335,9811363528,1.26,1,0,0.0,0.0,0.9996349811980878,0.9987547320183303
1736,3396,525368335,9811363528,1.26,1,1,1.0,4.0,0.9996419234424714,0.9987646941621837
2160,6229,525368335,9811363528,1.21,1,1,1.0,3.0,0.9996485902009666,0.998774656306037
1234,363,525368335,9811363528,1.21,1,9,0.0,187.0,0.9996552569594619,0.9987846184498904
1825,4039,525368335,9811363528,1.21,2,2,1.0,29.0,0.9996619237179571,0.9988045427375971
1765,3634,525368335,9811363528,1.18,1,0,0.0,0.0,0.9996684251849195,0.9988145048814505
1999,5150,525368335,9811363528,1.17,1,12,0.0,2062.0,0.9996748715547042,0.9988244670253038
1474,1816,525368335,9811363528,1.16,2,6,0.0,41.0,0.9996812628273113,0.9988443913130105
1613,2718,525368335,9811363528,1.15,2,2,1.0,120.0,0.9996875990027407,0.9988643156007173
1901,4541,525368335,9811363528,1.13,1,1,1.0,41.0,0.9996938249838149,0.9988742777445706
1847,4202,525368335,9811363528,1.12,1,0,0.0,0.0,0.9996999958677113,0.998884239888424
1262,561,525368335,9811363528,1.12,2,2,1.0,120.0,0.9997061667516077,0.9989041641761307
1484,1935,525368335,9811363528,1.11,2,2,1.0,5.0,0.9997122825383264,0.9989240884638374
1213,213,525368335,9811363528,1.1,1,1,1.0,1.0,0.9997183432278677,0.9989340506076908
1335,944,525368335,9811363528,1.08,3,3,1.0,83.0,0.9997242937230535,0.9989639370392508
1204,159,525368335,9811363528,1.03,1,1,1.0,3.0,0.9997299687323512,0.9989738991831042
1722,3331,525368335,9811363528,1.01,1,1,1.0,120.0,0.9997355335472936,0.9989838613269576
1669,2996,525368335,9811363528,1.0,1,3,0.0,21.0,0.9997410432650583,0.9989938234708109
1603,2655,525368335,9811363528,0.99,3,3,1.0,43.0,0.9997464978856453,0.999023709902371
1280,644,525368335,9811363528,0.97,2,2,1.0,64.0,0.9997518423118771,0.9990436341900777
1788,3759,525368335,9811363528,0.97,1,1,1.0,1.0,0.9997571867381089,0.9990535963339311
2116,5872,525368335,9811363528,0.96,2,3,0.5,96.0,0.9997624760671628,0.9990735206216378
1677,3043,525368335,9811363528,0.95,1,8,0.0,141.0,0.9997677102990394,0.9990834827654911
1206,172,525368335,9811363528,0.95,1,1,1.0,3.0,0.9997729445309159,0.9990934449093445
1855,4254,525368335,9811363528,0.93,3,1,1.0,120.0,0.9997780685684371,0.9991233313409046
1500,2054,525368335,9811363528,0.92,1,1,1.0,1728.0,0.9997831375087807,0.9991332934847579
1938,4736,525368335,9811363528,0.92,1,0,0.0,0.0,0.9997882064491244,0.9991432556286113
1758,3544,525368335,9811363528,0.9,1,4,0.0,444.0,0.9997931651951125,0.9991532177724647
2032,5313,525368335,9811363528,0.89,1,1,1.0,0.0,0.9997980688439232,0.999163179916318
2161,6231,525368335,9811363528,0.88,2,1,1.0,120.0,0.9998029173955562,0.9991831042040247
1272,597,525368335,9811363528,0.87,1,1,1.0,3.0,0.9998077108500114,0.9991930663478781
2045,5406,525368335,9811363528,0.86,1,0,0.0,0.0,0.999812449207289,0.9992030284917314
2130,5928,525368335,9811363528,0.85,1,1,1.0,3.0,0.999817132467389,0.9992129906355848
1458,1694,525368335,9811363528,0.85,2,11,0.5,668.0,0.9998218157274891,0.9992329149232915
1658,2953,525368335,9811363528,0.85,1,1,1.0,0.0,0.9998264989875891,0.9992428770671449
1774,3673,525368335,9811363528,0.85,1,0,0.0,0.0,0.9998311822476891,0.9992528392109982
1568,2460,525368335,9811363528,0.84,1,1,1.0,11.0,0.9998358104106114,0.9992628013548516
1502,2060,525368335,9811363528,0.83,1,0,0.0,0.0,0.9998403834763561,0.999272763498705
1951,4817,525368335,9811363528,0.83,1,1,1.0,13.0,0.9998449565421007,0.9992827256425583
1479,1906,525368335,9811363528,0.81,1,1,1.0,0.0,0.9998494194134901,0.9992926877864117
1178,32,525368335,9811363528,0.8,1,1,1.0,3.0,0.9998538271877019,0.999302649930265
1826,4041,525368335,9811363528,0.78,1,2,0.0,15.0,0.9998581247675583,0.9993126120741184
2158,6220,525368335,9811363528,0.76,2,2,1.0,1.0,0.9998623121530595,0.9993325363618251
1330,905,525368335,9811363528,0.75,1,0,0.0,0.0,0.9998664444413831,0.9993424985056785
1420,1402,525368335,9811363528,0.75,1,1,1.0,120.0,0.9998705767297066,0.9993524606495318
2217,6601,525368335,9811363528,0.75,1,1,1.0,8.0,0.9998747090180301,0.9993624227933852
1489,1958,525368335,9811363528,0.73,2,1,1.0,19.0,0.9998787311119984,0.9993823470810919
1188,74,525368335,9811363528,0.73,1,0,0.0,0.0,0.9998827532059668,0.9993923092249453
2192,6457,525368335,9811363528,0.73,1,1,1.0,120.0,0.999886775299935,0.9994022713687986
1538,2278,525368335,9811363528,0.72,1,2,0.0,4.0,0.9998907422967256,0.999412233512652
1784,3733,525368335,9811363528,0.71,1,1,1.0,120.0,0.9998946541963385,0.9994221956565053
1244,435,525368335,9811363528,0.7,1,0,0.0,0.0,0.9998985109987738,0.9994321578003587
2223,6639,525368335,9811363528,0.69,1,1,1.0,120.0,0.9999023127040315,0.999442119944212
1395,1282,525368335,9811363528,0.65,1,0,0.0,0.0,0.9999058940205785,0.9994520820880654
1579,2547,525368335,9811363528,0.65,1,4,0.0,97.0,0.9999094753371256,0.9994620442319188
1457,1688,525368335,9811363528,0.64,2,9,0.5,1179.0,0.9999130015564951,0.9994819685196255
1404,1315,525368335,9811363528,0.63,1,0,0.0,0.0,0.9999164726786869,0.9994919306634787
1389,1257,525368335,9811363528,0.61,1,1,1.0,120.0,0.9999198336065233,0.9995018928073321
1744,3460,525368335,9811363528,0.6,1,0,0.0,0.0,0.9999231394371821,0.9995118549511854
1237,378,525368335,9811363528,0.59,1,0,0.0,0.0,0.9999263901706633,0.9995218170950388
1548,2335,525368335,9811363528,0.59,1,0,0.0,0.0,0.9999296409041444,0.9995317792388922
1975,4968,525368335,9811363528,0.59,1,0,0.0,0.0,0.9999328916376256,0.9995417413827455
1803,3916,525368335,9811363528,0.58,1,0,0.0,0.0,0.999936087273929,0.999551703526599
1632,2796,525368335,9811363528,0.56,1,1,1.0,120.0,0.9999391727158773,0.9995616656704522
1252,493,525368335,9811363528,0.55,1,0,0.0,0.0,0.9999422030606477,0.9995716278143056
1837,4111,525368335,9811363528,0.54,1,1,1.0,120.0,0.9999451783082408,0.999581589958159
1745,3463,525368335,9811363528,0.53,2,2,1.0,120.0,0.9999480984586561,0.9996015142458657
1907,4557,525368335,9811363528,0.52,1,1,1.0,120.0,0.9999509635118936,0.999611476389719
1496,2030,525368335,9811363528,0.5,1,1,1.0,33.0,0.999953718370776,0.9996214385335724
2104,5792,525368335,9811363528,0.45,1,0,0.0,0.0,0.9999561977437702,0.9996314006774257
2123,5897,525368335,9811363528,0.43,2,1,1.0,0.0,0.999958566922409,0.9996513249651325
1372,1188,525368335,9811363528,0.39,1,1,1.0,120.0,0.9999607157123372,0.9996612871089858
1181,47,525368335,9811363528,0.38,1,55,0.0,724.0,0.9999628094050879,0.9996712492528392
2224,6641,525368335,9811363528,0.37,1,0,0.0,0.0,0.9999648480006608,0.9996812113966925
1922,4638,525368335,9811363528,0.37,1,1,1.0,120.0,0.9999668865962338,0.9996911735405459
1364,1149,525368335,9811363528,0.37,1,1,1.0,0.0,0.9999689251918067,0.9997011356843993
1612,2711,525368335,9811363528,0.35,1,0,0.0,0.0,0.9999708535930243,0.9997110978282526
1448,1641,525368335,9811363528,0.34,1,1,1.0,1.0,0.9999727268970643,0.999721059972106
1968,4939,525368335,9811363528,0.33,1,5,0.0,43.0,0.9999745451039266,0.9997310221159593
1985,5049,525368335,9811363528,0.32,1,2,0.0,22.0,0.9999763082136114,0.9997409842598127
1497,2042,525368335,9811363528,0.31,1,1,1.0,5.0,0.9999780162261184,0.999750946403666
2076,5591,525368335,9811363528,0.31,2,1,1.0,120.0,0.9999797242386255,0.9997708706913728
1692,3124,525368335,9811363528,0.3,2,2,1.0,120.0,0.9999813771539547,0.9997907949790795
2071,5551,525368335,9811363528,0.3,2,2,1.0,5.0,0.9999830300692841,0.9998107192667862
1925,4660,525368335,9811363528,0.28,1,1,1.0,6.0,0.9999845727902582,0.9998206814106396
1399,1295,525368335,9811363528,0.23,1,1,1.0,5.0,0.9999858400253442,0.9998306435544929
2018,5230,525368335,9811363528,0.22,1,0,0.0,0.0,0.9999870521632525,0.9998406056983463
1485,1939,525368335,9811363528,0.2,1,0,0.0,0.0,0.9999881541068054,0.9998505678421996
2056,5497,525368335,9811363528,0.15,1,0,0.0,0.0,0.99998898056447,0.999860529986053
2053,5481,525368335,9811363528,0.15,1,0,0.0,0.0,0.9999898070221348,0.9998704921299063
1360,1136,525368335,9811363528,0.15,1,1,1.0,10.0,0.9999906334797994,0.9998804542737597
1859,4264,525368335,9811363528,0.15,1,1,1.0,2.0,0.9999914599374641,0.9998904164176131
