序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长(秒),累计消费占比,累计点击占比
1074,6203,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1067,6095,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1065,6076,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1064,6069,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1061,5964,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1060,5944,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1059,5917,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1056,5862,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1054,5833,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1052,5831,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1049,5787,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1043,5721,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1040,5696,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1038,5672,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1030,5588,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1022,5406,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1024,5431,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1029,5550,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1020,5308,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1012,5272,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1011,5259,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1007,5126,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1006,5122,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1014,5274,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1015,5280,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1016,5282,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
663,15,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
664,59,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
666,65,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
670,127,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
672,155,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
673,216,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
674,221,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
675,231,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
681,314,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
683,348,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
688,393,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
689,417,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
690,441,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
695,513,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
698,533,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
699,546,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
700,560,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
701,561,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
702,567,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
705,625,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
706,640,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
707,643,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
708,665,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
711,680,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
714,763,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
715,794,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
719,848,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
721,859,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
722,872,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
724,882,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
727,966,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
728,976,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
732,1045,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
734,1062,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
739,1151,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
741,1158,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
744,1195,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
746,1225,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
747,1229,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
748,1241,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
753,1312,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
755,1318,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
758,1368,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
765,1446,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
766,1458,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
774,1619,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
775,1647,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
776,1649,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
780,1702,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
783,1727,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
787,1786,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
790,1825,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
794,1917,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
795,1921,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
801,2036,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
802,2093,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
809,2139,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
811,2176,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
814,2267,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
817,2322,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
818,2328,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
821,2370,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
822,2381,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
825,2425,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
828,2447,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
837,2587,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
839,2633,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
841,2703,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
843,2738,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
853,2892,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
855,2898,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
857,2921,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
861,2995,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
862,2996,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
864,3008,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
868,3101,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
876,3170,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
877,3195,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
879,3217,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
880,3275,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
882,3305,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
883,3321,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
884,3323,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
886,3374,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
888,3393,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
895,3497,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
897,3520,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
899,3533,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
900,3536,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
903,3566,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
906,3579,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
908,3600,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
909,3603,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
910,3652,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
911,3659,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
913,3701,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
915,3731,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
918,3794,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
920,3816,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
924,3875,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
929,3936,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
935,4006,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
937,4025,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
940,4076,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
942,4128,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
946,4189,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
950,4258,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
953,4326,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
955,4350,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
957,4364,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
958,4419,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
959,4447,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
961,4480,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
962,4522,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
965,4541,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
971,4613,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
972,4625,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
981,4763,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
987,4830,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1079,6259,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1086,6390,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1087,6435,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1088,6436,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1093,6500,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1095,6505,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1097,6514,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1099,6548,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1100,6549,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
1103,6607,495817671,9630806627,0.0,0,0,,,0.9999999999999998,1.0
