方案ID,推广单元ID,关键词ID,类,C,K,V,d,qbar,eta_raw,eta_sm,w,eta
495403620,9628223555,1318,重点词,1364.38,1278.0,1396.0,1.0923317683881064,0.7871055425316781,1.1900426836631548,1.1889266100786449,0.015085358352721947,1.1889266100786449
495403620,9628223555,1327,潜力词,1.34,1.0,1.0,1.0,0.7871055425316781,0.9481176492749488,0.9926040053221736,1.4815799258745664e-05,0.9926040053221736
495403620,9628223555,1332,潜力词,7.5,5.0,6.0,1.2,0.7871055425316781,0.8469851000189543,0.9262460315001387,8.292424958253169e-05,0.9262460315001387
495403620,9628223555,1339,潜力词,1.29,1.0,1.0,1.0,0.7871055425316781,0.9848663953708771,0.9979120481313829,1.4262970928195451e-05,0.9979120481313829
495403620,9628223555,1373,潜力词,0.49,1.0,1.0,1.0,0.7871055425316781,2.5928115306702684,1.09128393567584,5.41771763939207e-06,1.09128393567584
495403620,9628223555,1439,黄金词,5.2,9.0,3.0,0.3333333333333333,0.7871055425316781,2.198903625049208,1.4701582843330225,5.749414637722198e-05,1.4701582843330225
495403620,9628223555,1465,黄金词,0.97,1.0,6.0,6.0,0.7871055425316781,1.3097707732251873,1.0332754872678218,1.07248696126741e-05,1.0332754872678218
495403620,9628223555,1475,潜力词,0.64,1.0,1.0,1.0,0.7871055425316781,1.9851213281694242,1.0724686954055667,7.076202631042705e-06,1.0724686954055667
495403620,9628223555,1531,黄金词,3.87,9.0,16.0,1.7777777777777777,0.7871055425316781,2.9545991861126315,1.6340569027875846,4.278891278458636e-05,1.6340569027875846
495403620,9628223555,1647,黄金词,1.1,1.0,0.0,0.0,0.7871055425316781,1.1549796818440285,1.0186110971646758,1.216222327210465e-05,1.0186110971646758
495403620,9628223555,1655,重点词,968.54,714.0,783.0,1.096638655462185,0.7871055425316781,0.9365860389042271,0.9371094021301456,0.010708727025422032,0.9371094021301456
495403620,9628223555,1666,重点词,16.26,12.0,31.0,2.5833333333333335,0.7871055425316781,0.9376218819398017,0.9582948931061339,0.00017977977309492873,0.9582948931061339
495403620,9628223555,1676,重点词,270.03,159.0,450.0,2.830188679245283,0.7871055425316781,0.7480870508999764,0.7553883503704579,0.0029856046819694707,0.7553883503704579
495403620,9628223555,1719,潜力词,5.28,6.0,5.0,0.8333333333333334,0.7871055425316781,1.4437246023050356,1.17562712894832,5.8378671706102316e-05,1.17562712894832
495403620,9628223555,1735,重点词,62.35,65.0,76.0,1.1692307692307693,0.7871055425316781,1.3244754972229036,1.2873320160751036,0.0006893769281961135,1.2873320160751036
495403620,9628223555,1752,黄金词,4.32,2.0,9.0,4.5,0.7871055425316781,0.5881840972353849,0.8562968739949001,4.776436775953826e-05,0.8562968739949001
495403620,9628223555,1764,重点词,12.51,20.0,178.0,8.9,0.7871055425316781,2.0311393285826242,1.627105153163278,0.00013831764830366287,1.627105153163278
495403620,9628223555,1802,重点词,217.36,110.0,329.0,2.9909090909090907,0.7871055425316781,0.6429542763301779,0.6557206170842315,0.0024032553185678786,0.6557206170842315
495403620,9628223555,1921,潜力词,1.63,1.0,1.0,1.0,0.7871055425316781,0.7794341411217371,0.9628975903022116,1.8022203575936888e-05,0.9628975903022116
495403620,9628223555,2006,潜力词,4.41,2.0,2.0,1.0,0.7871055425316781,0.5761803401489485,0.8501167040943756,4.875945875452864e-05,0.8501167040943756
495403620,9628223555,2043,黄金词,1.63,2.0,0.0,0.0,0.7871055425316781,1.5588682822434743,1.094009834887189,1.8022203575936888e-05,1.094009834887189
495403620,9628223555,2093,潜力词,2.33,2.0,2.0,1.0,0.7871055425316781,1.0905387553892116,1.020303686242239,2.5761800203639847e-05,1.020303686242239
495403620,9628223555,2176,重点词,17.75,10.0,27.0,2.7,0.7871055425316781,0.715762056354046,0.8045244672717673,0.000196254057345325,0.8045244672717673
495403620,9628223555,2178,潜力词,1.35,4.0,1.0,0.25,0.7871055425316781,3.7643782223064632,1.3965898618611823,1.4926364924855707e-05,1.3965898618611823
495403620,9628223555,2186,潜力词,2.48,3.0,3.0,1.0,0.7871055425316781,1.536868125034393,1.1263219117727983,2.742028519529048e-05,1.1263219117727983
495403620,9628223555,2188,潜力词,5.13,3.0,3.0,1.0,0.7871055425316781,0.7429693859815388,0.9000328241156402,5.672018671445168e-05,0.9000328241156402
495403620,9628223555,2226,重点词,43.74,46.0,78.0,1.6956521739130435,0.7871055425316781,1.3361218998927262,1.283821851376599,0.0004836142235653249,1.283821851376599
495403620,9628223555,2354,黄金词,2.88,2.0,81.0,40.5,0.7871055425316781,0.8822761458530773,0.9690087111569343,3.184291183969217e-05,0.9690087111569343
495403620,9628223555,2370,潜力词,1.26,1.0,1.0,1.0,0.7871055425316781,1.00831559526066,1.0011242113764411,1.3931273929865325e-05,1.0011242113764411
495403620,9628223555,2432,潜力词,3.85,3.0,4.0,1.3333333333333333,0.7871055425316781,0.9899825844377389,0.9967617926184127,4.256778145236627e-05,0.9967617926184127
495403620,9628223555,2534,潜力词,6.02,7.0,6.0,0.8571428571428571,0.7871055425316781,1.4772995930563158,1.204072695326635,6.656053099824544e-05,1.204072695326635
495403620,9628223555,2541,重点词,21686.91,29926.0,87461.0,2.9225756866938446,0.7871055425316781,1.7531457526568257,1.7528659479478808,0.23978276500185366,1.7528659479478808
495403620,9628223555,2547,潜力词,2.17,2.0,2.0,1.0,0.7871055425316781,1.170947142883347,1.0362615151570735,2.399274954587917e-05,1.0362615151570735
495403620,9628223555,2551,黄金词,2.83,2.0,16.0,8.0,0.7871055425316781,0.8978640636243332,0.9734577869657358,3.129008350914196e-05,0.9734577869657358
495403620,9628223555,2584,重点词,115.98,262.0,182.0,0.6946564885496184,0.7871055425316781,2.870021937467228,2.748509709024904,0.0012823405955442702,2.748509709024904
495403620,9628223555,2633,重点词,60.22,42.0,105.0,2.5,0.7871055425316781,0.8860853753104305,0.8995322393262174,0.0006658264413146745,0.8995322393262174
495403620,9628223555,2682,黄金词,6.07,4.0,26.0,6.5,0.7871055425316781,0.8372175617979778,0.9300715215933281,6.711335932879566e-05,0.9300715215933281
495403620,9628223555,2690,潜力词,5.24,9.0,8.0,0.8888888888888888,0.7871055425316781,2.1821181011938706,1.465736755658337,5.793640904166214e-05,1.465736755658337
495403620,9628223555,2723,重点词,340.06,332.0,721.0,2.1716867469879517,0.7871055425316781,1.2403651702918286,1.234800010942891,0.003759896041738097,1.234800010942891
495403620,9628223555,2738,潜力词,2.73,2.0,2.0,1.0,0.7871055425316781,0.930752857163686,0.9824796385594867,3.0184426848041536e-05,0.9824796385594867
495403620,9628223555,2748,重点词,43.02,39.0,182.0,4.666666666666667,0.7871055425316781,1.1517579811973226,1.1278118314625845,0.00047565349560540186,1.1278118314625845
495403620,9628223555,2780,重点词,95.7,65.0,179.0,2.753846153846154,0.7871055425316781,0.8629158542512858,0.8735644492275255,0.0010581134246731045,0.8735644492275255
495403620,9628223555,2795,潜力词,3.49,4.0,4.0,1.0,0.7871055425316781,1.456134842439463,1.137827757585604,3.858741747240475e-05,1.137827757585604
495403620,9628223555,2813,潜力词,5.37,11.0,3.0,0.2727272727272727,0.7871055425316781,2.6024681844157813,1.6407486336792814,5.9373762701092694e-05,1.6407486336792814
495403620,9628223555,2834,潜力词,1.88,1.0,1.0,1.0,0.7871055425316781,0.6757859840576763,0.9386798440672466,2.0786345228687943e-05,0.9386798440672466
495403620,9628223555,2843,重点词,150.65,108.0,141.0,1.3055555555555556,0.7871055425316781,0.9107971204983113,0.9153272396387789,0.0016656717599477866,0.9153272396387789
495403620,9628223555,2854,潜力词,4.83,6.0,5.0,0.8333333333333334,0.7871055425316781,1.5782331056253807,1.2166691931862363,5.340321673115041e-05,1.2166691931862363
495403620,9628223555,2874,重点词,5435.94,1915.0,10266.0,5.360835509138381,0.7871055425316781,0.44757019021630967,0.44838807858274177,0.06010283270342231,0.44838807858274177
495403620,9628223555,2890,黄金词,6.51,6.0,19.0,3.1666666666666665,0.7871055425316781,1.170947142883347,1.0763806383095806,7.19782486376375e-05,1.0763806383095806
495403620,9628223555,2955,潜力词,3.09,3.0,3.0,1.0,0.7871055425316781,1.2334734466295452,1.0647025067341072,3.416479082800306e-05,1.0647025067341072
495403620,9628223555,2993,重点词,22.18,15.0,23.0,1.5333333333333334,0.7871055425316781,0.8592049030850528,0.8967316385723039,0.0002452346474320737,0.8967316385723039
495403620,9628223555,2996,重点词,74.77,50.0,316.0,6.32,0.7871055425316781,0.8495905109191063,0.8642265181869079,0.000826699485504786,0.8642265181869079
495403620,9628223555,2997,重点词,184.97,118.0,214.0,1.8135593220338984,0.7871055425316781,0.8104901481502671,0.8184031637743092,0.0020451331260374515,0.8184031637743092
495403620,9628223555,3008,重点词,45.41,54.0,204.0,3.7777777777777777,0.7871055425316781,1.5108080401130874,1.4338094838514177,0.0005020786898057019,1.4338094838514177
495403620,9628223555,3070,重点词,9.57,8.0,14.0,1.75,0.7871055425316781,1.0620502821554285,1.033682427692992,0.00010581134246731044,1.033682427692992
495403620,9628223555,3093,黄金词,0.32,1.0,0.0,0.0,0.7871055425316781,3.9702426563388484,1.1134221539413403,3.5381013155213524e-06,1.1134221539413403
495403620,9628223555,3135,黄金词,2.7,2.0,22.0,11.0,0.7871055425316781,0.9410945555766158,0.9852188940573291,2.9852729849711413e-05,0.9852188940573291
495403620,9628223555,3153,潜力词,0.72,1.0,1.0,1.0,0.7871055425316781,1.7645522917061547,1.062696771073853,7.960727959923042e-06,1.062696771073853
495403620,9628223555,3165,重点词,53.44,53.0,64.0,1.2075471698113207,0.7871055425316781,1.2600171304548442,1.2259400886423881,0.0005908629196920658,1.2259400886423881
495403620,9628223555,3222,潜力词,1.65,1.0,1.0,1.0,0.7871055425316781,0.7699864545626858,0.9609142790966458,1.824333490815697e-05,0.9609142790966458
495403620,9628223555,3327,重点词,22.08,13.0,59.0,4.538461538461538,0.7871055425316781,0.7480167323536961,0.8154017734031058,0.0002441289907709733,0.8154017734031058
495403620,9628223555,3353,潜力词,0.8,1.0,1.0,1.0,0.7871055425316781,1.5880970625355393,1.0531013149016286,8.845253288803381e-06,1.0531013149016286
495403620,9628223555,3374,重点词,2398.88,445.0,3848.0,8.647191011235956,0.7871055425316781,0.23567771387591374,0.23823716181651888,0.026523376511805818,0.23823716181651888
495403620,9628223555,3379,重点词,31.79,21.0,74.0,3.5238095238095237,0.7871055425316781,0.8392585923434118,0.8717699034026867,0.00035148825256382435,0.8717699034026867
495403620,9628223555,3382,重点词,1533.0,276.0,1485.0,5.380434782608695,0.7871055425316781,0.22873570215776065,0.232769542657552,0.01694971661466948,0.232769542657552
495403620,9628223555,3393,重点词,298.34,124.0,269.0,2.1693548387096775,0.7871055425316781,0.5280526533603457,0.5404674562778248,0.0032986160827270005,0.5404674562778248
495403620,9628223555,3416,潜力词,4.17,3.0,2.0,0.6666666666666666,0.7871055425316781,0.9140126978621809,0.970681353236737,4.6105882767887624e-05,0.970681353236737
495403620,9628223555,3417,黄金词,6.95,6.0,10.0,1.6666666666666667,0.7871055425316781,1.096815237434617,1.0448278414504055,7.684313794647938e-05,1.0448278414504055
495403620,9628223555,3451,潜力词,2.63,3.0,3.0,1.0,0.7871055425316781,1.449214049462089,1.1105175818601771,2.907877018694111e-05,1.1105175818601771
495403620,9628223555,3567,潜力词,1.35,2.0,2.0,1.0,0.7871055425316781,1.8821891111532316,1.126562731143131,1.4926364924855707e-05,1.126562731143131
495403620,9628223555,3575,重点词,160.27,44.0,142.0,3.227272727272727,0.7871055425316781,0.3487927659652522,0.37997395949177787,0.0017720359307456474,0.37997395949177787
495403620,9628223555,3659,潜力词,5.77,7.0,6.0,0.8571428571428571,0.7871055425316781,1.541307374384579,1.225838289963776,6.379638934549437e-05,1.225838289963776
495403620,9628223555,3677,潜力词,6.93,10.0,9.0,0.9,0.7871055425316781,1.833301082292109,1.385241927970935,7.662200661425928e-05,1.385241927970935
495403620,9628223555,3769,潜力词,1.24,3.0,3.0,1.0,0.7871055425316781,3.073736250068786,1.2764981666758382,1.371014259764524e-05,1.2764981666758382
495403620,9628223555,3922,潜力词,2.35,2.0,2.0,1.0,0.7871055425316781,1.081257574492282,1.0183434486125709,2.598293153585993e-05,1.0183434486125709
495403620,9628223555,3923,重点词,14.78,15.0,143.0,9.533333333333333,0.7871055425316781,1.2893886840613311,1.187266407636886,0.00016341605451064244,1.187266407636886
495403620,9628223555,3973,黄金词,4.8,7.0,35.0,5.0,0.7871055425316781,1.8527799062914627,1.318300431586238,5.3071519732820285e-05,1.318300431586238
495403620,9628223555,3989,重点词,106.06,63.0,407.0,6.4603174603174605,0.7871055425316781,0.7546680365056683,0.7719951976147141,0.0011726594547631082,0.7719951976147141
495403620,9628223555,4002,重点词,26.24,17.0,59.0,3.4705882352941178,0.7871055425316781,0.8230990872897613,0.8646682230461614,0.0002901243078727509,0.8646682230461614
495403620,9628223555,4016,重点词,48.68,27.0,55.0,2.037037037037037,0.7871055425316781,0.7046609809114144,0.7466143205986543,0.0005382336626236857,0.7466143205986543
495403620,9628223555,4047,重点词,50.95,36.0,52.0,1.4444444444444444,0.7871055425316781,0.8976878390779889,0.9116623521610495,0.0005633320688306654,0.9116623521610495
495403620,9628223555,4052,潜力词,1.19,1.0,1.0,1.0,0.7871055425316781,1.0676282773348165,1.0087002864895602,1.3157314267095028e-05,1.0087002864895602
495403620,9628223555,4163,潜力词,0.49,2.0,2.0,1.0,0.7871055425316781,5.185623061340537,1.2398778128721477,5.41771763939207e-06,1.2398778128721477
495403620,9628223555,4171,潜力词,1.68,2.0,1.0,0.5,0.7871055425316781,1.51247339289099,1.0883937679729838,1.85750319064871e-05,1.0883937679729838
495403620,9628223555,4188,重点词,1533.24,434.0,1683.0,3.877880184331797,0.7871055425316781,0.35962230316997945,0.36297106346093516,0.01695237019065612,0.36297106346093516
495403620,9628223555,4189,重点词,19.42,15.0,28.0,1.8666666666666667,0.7871055425316781,0.9813164135132065,0.9867963882979065,0.00021471852358570208,0.9867963882979065
495403620,9628223555,4251,黄金词,1.23,1.0,0.0,0.0,0.7871055425316781,1.0329086585597003,1.004357120562802,1.3599576931535197e-05,1.004357120562802
495403620,9628223555,4321,重点词,89.22,64.0,291.0,4.546875,0.7871055425316781,0.9113491325019011,0.9186941776502838,0.000986466873033797,0.9186941776502838
495403620,9628223555,4422,黄金词,5.1,4.0,31.0,7.75,0.7871055425316781,0.9964530588458288,0.9986254255405567,5.6388489716121546e-05,0.9986254255405567
495403620,9628223555,4479,潜力词,7.22,8.0,6.0,0.75,0.7871055425316781,1.4077314681755475,1.1926584555122677,7.982841093145051e-05,1.1926584555122677
495403620,9628223555,4498,潜力词,3.53,2.0,2.0,1.0,0.7871055425316781,0.719817365455202,0.9146639603155189,3.902968013684492e-05,0.9146639603155189
495403620,9628223555,4529,潜力词,1.62,2.0,2.0,1.0,0.7871055425316781,1.5684909259610265,1.0951400103364528,1.7911637909826848e-05,1.0951400103364528
495403620,9628223555,4560,重点词,15.29,8.0,17.0,2.125,0.7871055425316781,0.6647365075361316,0.7804634346992485,0.0001690549034822546,0.7804634346992485
495403620,9628223555,4581,潜力词,3.58,2.0,2.0,1.0,0.7871055425316781,0.7097640502952131,0.9107349914138199,3.958250846739513e-05,0.9107349914138199
495403620,9628223555,4613,潜力词,5.38,5.0,3.0,0.6,0.7871055425316781,1.1807413104353452,1.0723503162308152,5.9484328367202734e-05,1.0723503162308152
495403620,9628223555,4634,重点词,375.36,121.0,502.0,4.148760330578512,0.7871055425316781,0.40954762269139017,0.42195971950717287,0.004150192843106546,0.42195971950717287
495403620,9628223555,4637,潜力词,5.75,11.0,9.0,0.8181818181818182,0.7871055425316781,2.4304789826630864,1.5956013142876717,6.357525801327429e-05,1.5956013142876717
495403620,9628223555,4706,潜力词,6.41,11.0,14.0,1.2727272727272727,0.7871055425316781,2.180226856523049,1.5228233690610051,7.08725919765371e-05,1.5228233690610051
495403620,9628223555,4717,潜力词,1.77,3.0,3.0,1.0,0.7871055425316781,2.153351949200731,1.2076737487370595,1.9570122901477482e-05,1.2076737487370595
495403620,9628223555,4762,潜力词,0.97,2.0,1.0,0.5,0.7871055425316781,2.6195415464503746,1.1739706866065185,1.07248696126741e-05,1.1739706866065185
495403620,9628223555,4828,重点词,11.05,8.0,22.0,2.75,0.7871055425316781,0.9198028235499957,0.9536274830050996,0.0001221750610515967,0.9536274830050996
495403620,9628223555,4865,重点词,61.99,63.0,65.0,1.0317460317460319,0.7871055425316781,1.291177479461061,1.2576744033089393,0.000685396564216152,1.2576744033089393
495403620,9628223555,4888,重点词,33.02,26.0,57.0,2.1923076923076925,0.7871055425316781,1.0003761023845916,1.0003023101445767,0.00036508782949535955,1.0003023101445767
495403620,9628223555,4914,潜力词,2.05,2.0,2.0,1.0,0.7871055425316781,1.2394903902716405,1.048561355099591,2.2665961552558663e-05,1.048561355099591
495403620,9628223555,4931,潜力词,0.81,2.0,1.0,0.5,0.7871055425316781,3.136981851922053,1.1951471589692066,8.955818954913424e-06,1.1951471589692066
495403620,9628223555,5064,潜力词,1.33,3.0,3.0,1.0,0.7871055425316781,2.865739060214507,1.264263359966485,1.4705233592635622e-05,1.264263359966485
495403620,9628223555,5163,潜力词,2.85,4.0,3.0,0.75,0.7871055425316781,1.7831265263556932,1.2045747571139986,3.1511214841362044e-05,1.2045747571139986
495403620,9628223555,5249,重点词,371.71,111.0,99.0,0.8918918918918919,0.7871055425316781,0.3793898984508243,0.392561337528388,0.00410983637497638,0.392561337528388
495403620,9628223555,5313,重点词,11.64,18.0,32.0,1.7777777777777777,0.7871055425316781,1.9646561598377805,1.5699795787061808,0.00012869843535208918,1.5699795787061808
495403620,9628223555,5314,潜力词,0.29,1.0,1.0,1.0,0.7871055425316781,4.380957413891143,1.1174224730572972,3.206404317191225e-06,1.1174224730572972
495403620,9628223555,5395,黄金词,1.19,1.0,0.0,0.0,0.7871055425316781,1.0676282773348165,1.0087002864895602,1.3157314267095028e-05,1.0087002864895602
495403620,9628223555,5406,潜力词,6.44,8.0,5.0,0.625,0.7871055425316781,1.5782331056253807,1.2568152551881002,7.120428897486722e-05,1.2568152551881002
495403620,9628223555,5436,重点词,17.1,13.0,31.0,2.3846153846153846,0.7871055425316781,0.9658602017760005,0.9767968779956123,0.0001890672890481723,0.9767968779956123
495403620,9628223555,5495,黄金词,1.56,9.0,18.0,2.0,0.7871055425316781,7.329678750164028,2.026434391918491,1.7248243913166593e-05,2.026434391918491
495403620,9628223555,5508,黄金词,1.4,1.0,0.0,0.0,0.7871055425316781,0.9074840357345939,0.986308419664739,1.5479193255405916e-05,0.986308419664739
495403620,9628223555,5534,黄金词,0.1,1.0,0.0,0.0,0.7871055425316781,12.704776500284314,1.1434408884838765,1.1056566611004226e-06,1.1434408884838765
495403620,9628223555,5549,潜力词,3.05,3.0,3.0,1.0,0.7871055425316781,1.2496501475689492,1.0685358190895855,3.3722528163562886e-05,1.0685358190895855
495403620,9628223555,5588,潜力词,1.37,2.0,1.0,0.5,0.7871055425316781,1.8547118978517247,1.1241734146401763,1.5147496257075791e-05,1.1241734146401763
495403620,9628223555,5629,黄金词,1.1,1.0,0.0,0.0,0.7871055425316781,1.1549796818440285,1.0186110971646758,1.216222327210465e-05,1.0186110971646758
495403620,9628223555,5643,潜力词,5.44,3.0,3.0,1.0,0.7871055425316781,0.7006310570009732,0.8793654037100218,6.014772236386299e-05,0.8793654037100218
495403620,9628223555,5702,重点词,22.93,16.0,40.0,2.5,0.7871055425316781,0.8865086088292589,0.9160258922379769,0.0002535270723903269,0.9160258922379769
495403620,9628223555,5703,重点词,2433.25,464.0,1009.0,2.1745689655172415,0.7871055425316781,0.2422692405684546,0.24477089333726246,0.026903390706226032,0.24477089333726246
495403620,9628223555,5705,重点词,134.41,26.0,101.0,3.8846153846153846,0.7871055425316781,0.24575864073163617,0.28842857374000996,0.0014861131181850779,0.28842857374000996
495403620,9628223555,5862,潜力词,5.94,8.0,5.0,0.625,0.7871055425316781,1.7110810101393015,1.3017015143019608,6.567600566936511e-05,1.3017015143019608
495403620,9628223555,5888,潜力词,1.8,1.0,1.0,1.0,0.7871055425316781,0.7058209166824619,0.9462959077107942,1.9901819899807608e-05,0.9462959077107942
495403620,9628223555,5911,重点词,29.26,17.0,100.0,5.882352941176471,0.7871055425316781,0.7381449094491912,0.7946977505488567,0.0003235151390379837,0.7946977505488567
495403620,9628223555,5912,黄金词,2.7,4.0,36.0,9.0,0.7871055425316781,1.8821891111532316,1.2213671561443982,2.9852729849711413e-05,1.2213671561443982
495403620,9628223555,5964,重点词,1774.21,550.0,790.0,1.4363636363636363,0.7871055425316781,0.39384441949692384,0.3965856506116566,0.019616671046909808,0.3965856506116566
495403620,9628223555,6017,黄金词,4.12,4.0,7.0,1.75,0.7871055425316781,1.2334734466295452,1.0789745977104865,4.555305443733741e-05,1.0789745977104865
495403620,9628223555,6027,重点词,501.74,66.0,512.0,7.757575757575758,0.7871055425316781,0.16712146709825104,0.18028937799504996,0.005547521731405261,0.2104813042765706
495403620,9628223555,6028,黄金词,4.42,3.0,4.0,1.3333333333333333,0.7871055425316781,0.862315147078121,0.9512366145901678,4.887002442063868e-05,0.9512366145901678
495403620,9628223555,6039,潜力词,2.31,5.0,3.0,0.6,0.7871055425316781,2.7499516234381636,1.3898156461082118,2.554066887141976e-05,1.3898156461082118
495403620,9628223555,6093,黄金词,6.74,3.0,7.0,2.3333333333333335,0.7871055425316781,0.565494502980014,0.802123847978736,7.452125895816848e-05,0.802123847978736
495403620,9628223555,6106,黄金词,1.1,3.0,9.0,3.0,0.7871055425316781,3.4649390455320854,1.2960079639831106,1.216222327210465e-05,1.2960079639831106
495403620,9628223555,6152,潜力词,7.16,9.0,8.0,0.8888888888888888,0.7871055425316781,1.5969691131642296,1.2808343528420423,7.916501693479026e-05,1.2808343528420423
495403620,9628223555,6157,黄金词,4.06,3.0,8.0,2.6666666666666665,0.7871055425316781,0.9387765886909594,0.9794911674987867,4.488966044067715e-05,0.9794911674987867
495403620,9628223555,6159,重点词,43.15,13.0,43.0,3.3076923076923075,0.7871055425316781,0.38276267555897125,0.479910358335669,0.00047709084926483234,0.479910358335669
495403620,9628223555,6164,潜力词,0.15,1.0,1.0,1.0,0.7871055425316781,8.469851000189543,1.1364771802714289,1.658484991650634e-06,1.1364771802714289
495403620,9628223555,6198,潜力词,0.27,2.0,2.0,1.0,0.7871055425316781,9.410945555766158,1.272623685481016,2.9852729849711413e-06,1.272623685481016
495403620,9628223555,6210,潜力词,1.06,4.0,3.0,0.75,0.7871055425316781,4.794255283126156,1.4409989693107152,1.171996060766448e-05,1.4409989693107152
495403620,9628223555,6229,重点词,19.34,17.0,68.0,4.0,0.7871055425316781,1.1167590512142367,1.082413140528589,0.00021383399825682174,1.082413140528589
495403620,9628223555,6261,重点词,18916.77,16391.0,13078.0,0.7978768836556647,0.7871055425316781,1.1008432814701463,1.100800332770018,0.2091545275700464,1.100800332770018
495403620,9628223555,6298,重点词,1983.14,693.0,1366.0,1.971139971139971,0.7871055425316781,0.44396311479255274,0.44621384666015623,0.02192671950894692,0.44621384666015623
495403620,9628223555,6360,重点词,10735.93,5191.0,13273.0,2.55692544789058,0.7871055425316781,0.6142969897621899,0.6145863390879541,0.1187025251760786,0.6145863390879541
495403620,9628223555,6377,重点词,20.2,24.0,370.0,15.416666666666666,0.7871055425316781,1.509478396073384,1.3641706865068066,0.00022334264554228536,1.3641706865068066
495403620,9628223555,6383,潜力词,4.85,6.0,5.0,0.8333333333333334,0.7871055425316781,1.5717249278702246,1.2147843454818426,5.362434806337049e-05,1.2147843454818426
495403620,9628223555,6440,潜力词,2.62,3.0,3.0,1.0,0.7871055425316781,1.4547454007959137,1.1115573923300839,2.896820452083107e-05,1.1115573923300839
495403620,9628223555,6474,重点词,120.04,56.0,136.0,2.4285714285714284,0.7871055425316781,0.5926920060112643,0.6183196596533347,0.0013272302559849474,0.6183196596533347
495403620,9628223555,6500,重点词,116.38,82.0,350.0,4.2682926829268295,0.7871055425316781,0.8951638365898898,0.9019540927541898,0.0012867632221886718,0.9019540927541898
495403620,9628223555,6504,重点词,36.72,26.0,52.0,2.0,0.7871055425316781,0.8995756781247065,0.9176511590160613,0.00040599712595607517,0.9176511590160613
495403620,9628223555,6538,重点词,22.9,20.0,102.0,5.1,0.7871055425316781,1.1095874672737394,1.081057913455059,0.00025319537539199673,1.081057913455059
495403620,9628223555,6542,潜力词,7.58,10.0,7.0,0.7,0.7871055425316781,1.6760918865810441,1.3276711317317336,8.380877491141204e-05,1.3276711317317336
495403620,9628223555,6560,黄金词,4.72,2.0,4.0,2.0,0.7871055425316781,0.5383379873001829,0.8294957198792537,5.218699440393995e-05,0.8294957198792537
495403620,9628223555,6574,重点词,56.31,43.0,187.0,4.348837209302325,0.7871055425316781,0.9701747283115353,0.9739092582138038,0.000622595265865648,0.9739092582138038
495403620,9628223555,6617,重点词,318.27,238.0,301.0,1.2647058823529411,0.7871055425316781,0.9500539815463811,0.951287594480332,0.003518973455284315,0.951287594480332
495817671,9630806627,64,潜力词,6.47,13.0,10.0,0.7692307692307693,0.6255889624509309,3.2118110947044975,1.984887665708059,3.789190966732719e-05,1.984887665708059
495817671,9630806627,108,潜力词,2.28,2.0,3.0,1.5,0.6255889624509309,1.4021874347326653,1.0886834962466612,1.335294498323122e-05,1.0886834962466612
495817671,9630806627,110,重点词,2838.16,1511.0,3464.0,2.2925215089344806,0.6255889624509309,0.8510175408801495,0.8514394332920171,0.016621839620003298,0.8514394332920171
495817671,9630806627,114,潜力词,5.49,6.0,6.0,1.0,0.6255889624509309,1.746987623601353,1.3026540260938324,3.2152485946464654e-05,1.3026540260938324
495817671,9630806627,136,重点词,20.16,35.0,42.0,1.2,0.6255889624509309,2.775162631241733,2.2681530349338535,0.00011806814511488659,2.2681530349338535
495817671,9630806627,235,重点词,123.8,96.0,181.0,1.8854166666666667,0.6255889624509309,1.2395427532887147,1.2249005980368792,0.0007250414863701865,1.2249005980368792
495817671,9630806627,243,重点词,12.22,11.0,60.0,5.454545454545454,0.6255889624509309,1.4389059272952225,1.264468956190711,7.156709986626558e-05,1.264468956190711
495817671,9630806627,292,潜力词,0.96,1.0,1.0,1.0,0.6255889624509309,1.66509757874504,1.0707864385360575,5.622292624518409e-06,1.0707864385360575
495817671,9630806627,299,重点词,121.03,97.0,200.0,2.0618556701030926,0.6255889624509309,1.2811194458624977,1.2635671743182129,0.000708818829526524,1.2635671743182129
495817671,9630806627,308,重点词,83.0,85.0,147.0,1.7294117647058824,0.6255889624509309,1.6370115954890996,1.5806277446254695,0.0004860940498281541,1.5806277446254695
495817671,9630806627,353,重点词,2953.6,2626.0,2546.0,0.9695354150799695,0.6255889624509309,1.4211959615767522,1.4200496991933902,0.01729792030810164,1.4200496991933902
495817671,9630806627,370,黄金词,3.46,8.0,31.0,3.875,0.6255889624509309,3.6959391343242505,1.8097178302744712,2.02636796675351e-05,1.8097178302744712
495817671,9630806627,381,潜力词,0.31,1.0,1.0,1.0,0.6255889624509309,5.1564312115975435,1.1539418967258348,1.8155319933340695e-06,1.1539418967258348
495817671,9630806627,391,重点词,11.9,8.0,13.0,1.625,0.6255889624509309,1.0746175970388157,1.044486443124344,6.969300232475944e-05,1.044486443124344
495817671,9630806627,444,重点词,241.33,194.0,925.0,4.768041237113402,0.6255889624509309,1.2849947087617628,1.2757840052346776,0.0014133623740364872,1.2757840052346776
495817671,9630806627,456,重点词,26.44,31.0,39.0,1.2580645161290323,0.6255889624509309,1.8741794229747497,1.6699508389406488,0.00015484730936694453,1.6699508389406488
495817671,9630806627,505,重点词,128.05,108.0,155.0,1.4351851851851851,0.6255889624509309,1.3482023972220674,1.3275829620475037,0.0007499318443433149,1.3275829620475037
